masco_code,masco_code_printed,role_title,source_parent_group_code,source_parent_role_id,source_page_granular_index,rating_method,source,task_text_source,embedding_text
231126,2311-26,UiTM Lecturer Grade DM51,2311,R10,347,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
231127,2311-27,UiTM Lecturer Grade DM53,2311,R10,347,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
231128,2311-28,University Lecturer Grade DS51,2311,R10,347,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
231129,2311-29,University Lecturer Grade DS53,2311,R10,347,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
231130,2311-30,Medical Lecturer Grade DU51,2311,R10,347,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
231131,2311-31,Medical Lecturer Grade DU53,2311,R10,347,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
231132,2311-32,Dental Lecturer Grade DUG51,2311,R10,347,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
231133,2311-33,Dental Lecturer Grade DUG53,2311,R10,347,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
231134,2311-34,Pharmacy Lecturer Grade DUF51,2311,R10,347,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
231135,2311-35,Pharmacy Lecturer Grade DUF53,2311,R10,347,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
231136,2311-36,UiTM Lecturer Grade Khas C,2311,R10,347,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
231137,2311-37,University Lecturer Grade Khas C,2311,R10,347,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
231138,2311-38,Medical Lecturer Grade DU55,2311,R10,347,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
231139,2311-39,Medical Lecturer Grade Khas C,2311,R10,347,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
231140,2311-40,Dental Lecturer Grade DUG55,2311,R10,347,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
231141,2311-41,Dental Lecturer Grade Khas C,2311,R10,347,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
231142,2311-42,Pharmacy Lecturer Grade Khas C,2311,R10,347,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
242301,2423-01,Personnel Safety Officer,2423,R03,351,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
242302,2423-02,Personnel Officer,2423,R03,351,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
242303,2423-03,Human Resource Executive,2423,R03,351,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
242304,2423-04,Job Analyst,2423,R03,351,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
242305,2423-05,Occupational Analyst,2423,R03,351,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
242306,2423-06,Job Evaluator,2423,R03,351,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
242307,2423-07,Employment Counselor,2423,R03,351,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
242308,2423-08,Occupational Guidance Officer,2423,R03,351,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
242309,2423-09,Career Adviser,2423,R03,351,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
242310,2423-10,Labour Management Relations Conciliator,2423,R03,351,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
242311,2423-11,Personnel Consultant,2423,R03,351,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
242312,2423-12,Human Resource Expert,2423,R03,351,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
242313,2423-13,Vocational Guidance Counsellor,2423,R03,351,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
242314,2423-14,Industry Educator,2423,R03,351,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
242315,2423-15,Training Consultant,2423,R03,351,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
242316,2423-16,Human Resource Analyst,2423,R03,351,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
242317,2423-17,Human Resource Coordinator,2423,R03,351,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
242318,2423-18,Human Resource Consultant,2423,R03,351,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
242319,2423-19,Talent Management Specialist,2423,R03,351,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
242320,2423-20,Training Specialist,2423,R03,351,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
242321,2423-21,Talent Acquisition Consultant,2423,R03,351,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
242322,2423-22,"Training Executive, Halal Industry",2423,R03,351,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
242323,2423-23,Human Resource Officer,2423,R03,351,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
242324,2423-24,Student Recruitment Officer,2423,R03,351,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
242325,2423-25,Training Administrator,2423,R03,351,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
243101,2431-01,Advertising Executive Account,2431,R04,353,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
243102,2431-02,Market Research Business Analyst,2431,R04,353,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
243103,2431-03,Sales Promotion Officer,2431,R04,353,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
243104,2431-04,Business Efficiency Officer,2431,R04,353,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
243105,2431-05,Business Executive,2431,R04,353,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
243106,2431-06,Patent Agent,2431,R04,353,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
243107,2431-07,Market Research Analyst,2431,R04,353,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
243108,2431-08,Sales Specialist,2431,R04,353,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
243109,2431-09,Business Compliance Executive,2431,R04,353,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
243110,2431-10,Marketing Communications Specialist,2431,R04,353,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
243111,2431-11,Compliance Officer,2431,R04,353,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
243112,2431-12,Shariah Compliance Officer,2431,R04,353,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
243113,2431-13,Compliance Analyst,2431,R04,353,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
243114,2431-14,Trade Product Specialist,2431,R04,353,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
243115,2431-15,Business Development Engineer,2431,R04,353,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
243116,2431-16,"Market Research Analyst, Halal Industry",2431,R04,353,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
243117,2431-17,Technical Adviser,2431,R04,353,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
243118,2431-18,Export Executive,2431,R04,353,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
243119,2431-19,Sales Executive,2431,R04,353,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
243120,2431-20,Marketing Executive,2431,R04,353,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
243121,2431-21,Business Development Executive,2431,R04,353,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
243122,2431-22,Sales Administrative Executive,2431,R04,353,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
243123,2431-23,Product Brand Executive,2431,R04,353,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
243124,2431-24,"Executive Analyst, Market Research",2431,R04,353,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
243125,2431-25,Field Consultant,2431,R04,353,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
243126,2431-26,Area Support Sales Engineer,2431,R04,353,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
243127,2431-27,Commercial Railway Officer,2431,R04,353,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
243128,2431-28,Regional Sales Executive,2431,R04,353,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
243129,2431-29,Offshore Sales Executive,2431,R04,353,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
243130,2431-30,Sales Engineer,2431,R04,353,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
243131,2431-31,Marketing Engineer,2431,R04,353,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
243132,2431-32,Technical Sales Engineer,2431,R04,353,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
243133,2431-33,Marketing Executive Grade P3,2431,R04,353,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
243134,2431-34,Social Media Marketing Executive,2431,R04,353,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
243135,2431-35,Digital Marketing Executive,2431,R04,353,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
243136,2431-36,Marketing Officer,2431,R04,353,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
243137,2431-37,Sales Officer,2431,R04,353,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
243138,2431-38,Sales Executive Coordinator,2431,R04,353,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
243139,2431-39,Merger dan Acquisition Executive,2431,R04,353,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
243140,2431-40,Sales and Marketing Executive,2431,R04,353,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
243141,2431-41,Event Executive,2431,R04,353,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
251201,2512-01,Software Developer,2512,R01,355,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
251202,2512-02,Multimedia Software Developer,2512,R01,355,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
251203,2512-03,Software Designer,2512,R01,355,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
251204,2512-04,Design Engineer,2512,R01,355,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
251205,2512-05,.Net Developer,2512,R01,355,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
251206,2512-06,Application Developer (.Net),2512,R01,355,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
251207,2512-07,Application Engineer (.Net),2512,R01,355,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
251208,2512-08,Software Engineer (.Net),2512,R01,355,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
251209,2512-09,C/C++ Developer,2512,R01,355,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
251210,2512-10,C/C++ Software Engineer,2512,R01,355,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
251211,2512-11,Cobol Developer,2512,R01,355,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
251212,2512-12,Microfocus Cobol Developer,2512,R01,355,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
251213,2512-13,Java Application Developer,2512,R01,355,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
251214,2512-14,Java Developer,2512,R01,355,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
251215,2512-15,Hypertext Preprocessor (PHP) Developer,2512,R01,355,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
251216,2512-16,Hypertext Preprocessor (PHP) Web Programmer,2512,R01,355,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
251217,2512-17,Information Technology Executive RPG (Role-Playing Game),2512,R01,355,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
251218,2512-18,Lotus Notes Developer (Information Technology),2512,R01,355,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
251219,2512-19,Information Technology System Architect,2512,R01,355,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
251220,2512-20,Information Technology Technical Architect,2512,R01,355,D11 unit-group inheritance permitted by task brief; exact anchor occupations retain flexible_role=true.,MASCO 2020 official PDF,D1 MASCO unit-group task section,role_title + occupation_description + task_summary
