resume_id,matched_code,start_date,end_date,university_level,split,start_year,end_year
827,2434.1,Q2 2019,Q3 2019,No tertiary qualification,train,2019,2019
827,2423.2,Q3 2019,Q4 2019,No tertiary qualification,train,2019,2019
852,5230.1,Q1 2010,Q1 2019,Secondary school,train,2010,2019
854,9520.1,Q1 2016,Q1 2019,Bachelor,train,2016,2019
854,1212.1,Q1 2017,Q1 2019,Bachelor,train,2017,2019
855,2144.1.9,Q3 2018,Q1 2019,Master,train,2018,2019
906,9329.1,Q1 2018,Q1 2019,Bachelor,train,2018,2019
950,3113.1.2,Q1 2018,Q1 2019,Secondary school,train,2018,2019
950,7233.7,Q1 2018,Q1 2019,Secondary school,train,2018,2019
990,4311.2,Q1 2015,Q3 2019,Secondary school,train,2015,2019
996,5223.6,Q1 2019,Q2 2019,Secondary school,train,2019,2019
1013,9329.1,Q1 2018,Q1 2019,Bachelor,train,2018,2019
1013,9333.2,Q1 2018,Q1 2019,Bachelor,train,2018,2019
1030,2359.11,Q4 2018,Q3 2019,Bachelor,train,2018,2019
1035,5223.6,Q1 2013,Q1 2019,Secondary school,train,2013,2019
1074,7133.3,Q1 2016,Q1 2019,Bachelor,train,2016,2019
1074,2352.1.3,Q1 2019,Q2 2019,Bachelor,train,2019,2019
1074,2352.1.3,Q2 2019,Q3 2019,Bachelor,train,2019,2019
1088,7543.9,Q1 2018,Q3 2019,Bachelor,train,2018,2019
1090,3343.1,Q2 2017,Q1 2019,No tertiary qualification,train,2017,2019
1095,3343.1,Q3 2016,Q1 2019,Bachelor,train,2016,2019
1137,2641.4.1,Q1 2014,Q2 2019,No tertiary qualification,train,2014,2019
1142,3343.1,Q1 2018,Q1 2019,Secondary school,train,2018,2019
1194,2264.2,Q1 2018,Q3 2019,Bachelor,train,2018,2019
1197,2635.3.18,Q1 2017,Q1 2019,Bachelor,train,2017,2019
1197,2635.3.10,Q1 2019,Q3 2019,Bachelor,train,2019,2019
1198,9112.2,Q4 2018,Q3 2019,Secondary school,train,2018,2019
1205,4412.2,Q2 2019,Q3 2019,Secondary school,train,2019,2019
1205,3313.1,Q3 2019,Q4 2019,Secondary school,train,2019,2019
1272,9622.1,Q1 2015,Q1 2019,Secondary school,train,2015,2019
1275,9121.1,Q1 2018,Q3 2019,Secondary school,train,2018,2019
1291,3343.4,Q1 2018,Q1 2019,Secondary school,train,2018,2019
1296,7233.10,Q1 2017,Q1 2019,Bachelor,train,2017,2019
1301,2511.9,Q4 2018,Q1 2019,No tertiary qualification,train,2018,2019
1301,1211.1.3,Q1 2019,Q2 2019,No tertiary qualification,train,2019,2019
1318,3321.2,Q3 2018,Q1 2019,Bachelor,train,2018,2019
1318,4312.6,Q4 2018,Q1 2019,Bachelor,train,2018,2019
1330,7223.21,Q4 2018,Q1 2019,Secondary school,train,2018,2019
1354,7321.1.3,Q1 2016,Q2 2019,Secondary school,train,2016,2019
1373,5223.7.4,Q1 2018,Q1 2019,Bachelor,train,2018,2019
1373,8183.7,Q1 2018,Q1 2019,Bachelor,train,2018,2019
1374,3254.1.1,Q3 2019,Q4 2019,Secondary school,train,2019,2019
1378,2166.14,Q1 2017,Q2 2019,Bachelor,train,2017,2019
1378,2355.6,Q1 2017,Q2 2019,Bachelor,train,2017,2019
1378,5312.3,Q1 2018,Q2 2019,Bachelor,train,2018,2019
1378,1112.3,Q1 2019,Q2 2019,Bachelor,train,2019,2019
1415,3343.1,Q1 2019,Q3 2019,Bachelor,train,2019,2019
1433,5223.5,Q1 2018,Q1 2019,Bachelor,train,2018,2019
1437,2269.8.2,Q4 2017,Q2 2019,Master,train,2017,2019
1457,5223.7.31,Q1 2018,Q1 2019,No tertiary qualification,train,2018,2019
1457,7543.10,Q1 2018,Q1 2019,No tertiary qualification,train,2018,2019
1457,9329.1,Q1 2018,Q1 2019,No tertiary qualification,train,2018,2019
1469,2166.9,Q1 2019,Q2 2019,Bachelor,train,2019,2019
1485,2619.7,Q1 2014,Q1 2019,Master,train,2014,2019
1494,3334.3,Q1 2017,Q2 2019,Bachelor,train,2017,2019
1521,2641.4,Q1 2012,Q1 2019,Master,train,2012,2019
1521,3435.12,Q1 2019,Q2 2019,Master,train,2019,2019
1522,3321.2,Q1 2019,Q2 2019,Bachelor,train,2019,2019
1530,3323.2.3,Q4 2018,Q3 2019,No tertiary qualification,train,2018,2019
1532,1324.3,Q1 2013,Q3 2019,Secondary school,train,2013,2019
1538,5162.1,Q4 2019,Q1 2020,Secondary school,train,2019,2020
1542,2341.1,Q1 2017,Q1 2019,Bachelor,train,2017,2019
1544,4224.1,Q1 2015,Q2 2019,Bachelor,train,2015,2019
1544,3423.2.3,Q1 2017,Q2 2019,Bachelor,train,2017,2019
1567,5223.4,Q1 2016,Q1 2019,Master,train,2016,2019
1574,9333.8,Q4 2018,Q1 2019,Secondary school,train,2018,2019
1587,2221.2,Q1 2016,Q2 2019,Bachelor,train,2016,2019
1588,2431.10.4,Q1 2018,Q1 2019,Bachelor,train,2018,2019
1597,2431.16,Q1 2013,Q1 2019,Bachelor,train,2013,2019
1603,3322.1.1,Q4 2018,Q3 2019,Secondary school,train,2018,2019
1608,5230.1,Q2 2019,Q3 2019,Secondary school,train,2019,2019
1626,7233.7,Q1 2018,Q1 2019,Secondary school,train,2018,2019
1638,2341.1,Q1 2018,Q1 2019,Bachelor,train,2018,2019
1638,5312.1,Q1 2018,Q1 2019,Bachelor,train,2018,2019
1655,4211.1,Q1 2018,Q2 2019,Bachelor,train,2018,2019
1663,3412.4.9,Q4 2018,Q1 2019,Master,train,2018,2019
1667,5311.1,Q4 2018,Q1 2019,Secondary school,train,2018,2019
1667,5223.6,Q4 2018,Q3 2019,Secondary school,train,2018,2019
1683,3512.1,Q1 2018,Q2 2019,Bachelor,train,2018,2019
1726,2330.1.12,Q1 2018,Q1 2019,Master,train,2018,2019
1726,3343.1,Q1 2019,Q2 2019,Master,train,2019,2019
1731,9112.2,Q3 2018,Q3 2019,No tertiary qualification,train,2018,2019
1745,9333.8.1,Q1 2019,Q2 2019,No tertiary qualification,train,2019,2019
1745,9333.8.1,Q3 2019,Q4 2019,No tertiary qualification,train,2019,2019
1745,3343.1.7,Q4 2019,Q1 2020,No tertiary qualification,train,2019,2020
1758,5223.4,Q4 2019,Q1 2020,Secondary school,train,2019,2020
1766,3343.1.7,Q1 2015,Q1 2019,Bachelor,train,2015,2019
1775,7512.1,Q1 2017,Q1 2019,Bachelor,train,2017,2019
1779,1420.3,Q1 2018,Q1 2019,Bachelor,train,2018,2019
1797,3343.1.2,Q1 2018,Q1 2019,Bachelor,train,2018,2019
1804,1420.3,Q1 2018,Q1 2019,Master,train,2018,2019
1826,1324.3.1,Q1 2010,Q3 2019,Master,train,2010,2019
1841,5223.7.19,Q1 2010,Q1 2019,No tertiary qualification,train,2010,2019
1857,2330.1.3,Q4 2017,Q3 2019,Master,train,2017,2019
1857,2634.2,Q3 2018,Q2 2019,Master,train,2018,2019
1877,2330.1.15,Q1 2018,Q1 2019,Master,train,2018,2019
1878,2432.9,Q1 2018,Q1 2019,Master,train,2018,2019
1881,5221.1,Q3 2017,Q1 2019,Master,train,2017,2019
1909,2431.10.3,Q2 2018,Q1 2019,Secondary school,train,2018,2019
1910,2221.2,Q4 2018,Q1 2019,Bachelor,train,2018,2019
1933,9329.1,Q1 2018,Q1 2019,Secondary school,train,2018,2019
1934,3252.2,Q1 2015,Q2 2019,Bachelor,train,2015,2019
1934,2166.9,Q1 2019,Q2 2019,Bachelor,train,2019,2019
1935,3313.2,Q1 2018,Q2 2019,Bachelor,train,2018,2019
1986,9629.5,Q1 2018,Q1 2019,Secondary school,train,2018,2019
1986,9333.8.1,Q4 2018,Q1 2019,Secondary school,train,2018,2019
1993,5223.7.6,Q1 2015,Q3 2019,Bachelor,train,2015,2019
2012,1211.1.1,Q1 2015,Q1 2019,Bachelor,train,2015,2019
2026,9412.1,Q1 2018,Q1 2019,Secondary school,train,2018,2019
2040,7233.4,Q3 2019,Q4 2019,Secondary school,train,2019,2019
2042,3343.1,Q3 2016,Q2 2019,Bachelor,train,2016,2019
2048,2421.1,Q1 2014,Q2 2019,Bachelor,train,2014,2019
2084,4311.2,Q4 2018,Q1 2019,Bachelor,train,2018,2019
2095,3343.1.7,Q1 2016,Q1 2019,Secondary school,train,2016,2019
2095,4412.2,Q2 2019,Q3 2019,Secondary school,train,2019,2019
2098,2433.1,Q1 2018,Q1 2019,Secondary school,train,2018,2019
2127,3343.1,Q1 2018,Q1 2019,Bachelor,train,2018,2019
2165,5223.7.8,Q4 2019,Q1 2020,No tertiary qualification,train,2019,2020
2175,5230.1,Q1 2016,Q1 2019,Secondary school,train,2016,2019
2204,2641.4.1,Q4 2018,Q1 2019,Secondary school,train,2018,2019
2210,3412.4.10,Q1 2018,Q1 2019,Bachelor,train,2018,2019
2210,5223.4,Q4 2018,Q1 2019,Bachelor,train,2018,2019
2220,2622.2,Q1 1994,Q2 2019,Bachelor,train,1994,2019
2220,5113.1.2,Q1 1998,Q2 2019,Bachelor,train,1998,2019
2239,9112.2,Q1 2005,Q1 2019,Bachelor,train,2005,2019
2254,2330.1.16,Q1 2018,Q1 2019,Bachelor,train,2018,2019
2330,5223.4,Q2 2019,Q3 2019,Secondary school,train,2019,2019
2333,3343.1.7,Q4 2018,Q1 2019,Bachelor,train,2018,2019
2366,3141.2.1,Q1 2018,Q1 2019,Bachelor,train,2018,2019
2367,5223.6,Q2 2018,Q2 2019,Secondary school,train,2018,2019
2375,2352.1.5,Q1 2017,Q1 2019,Bachelor,train,2017,2019
2375,2342.1,Q1 2019,Q2 2019,Bachelor,train,2019,2019
2375,2330.1.17,Q3 2019,Q4 2019,Bachelor,train,2019,2019
2377,3512.2,Q1 2014,Q3 2019,Secondary school,train,2014,2019
2401,4225.1,Q1 2012,Q1 2019,Bachelor,train,2012,2019
2401,4416.1,Q2 2019,Q3 2019,Bachelor,train,2019,2019
2410,3412.4.9,Q2 2016,Q1 2019,Master,train,2016,2019
2410,4412.2,Q2 2016,Q1 2019,Master,train,2016,2019
2410,4416.1,Q2 2016,Q1 2019,Master,train,2016,2019
2418,5223.5,Q3 2019,Q4 2019,Secondary school,train,2019,2019
2486,1212.1,Q2 2015,Q1 2019,Secondary school,train,2015,2019
2495,8160.34,Q3 2019,Q4 2019,Secondary school,train,2019,2019
2517,5222.1,Q1 2015,Q1 2019,Secondary school,train,2015,2019
2524,9329.1,Q1 2018,Q1 2019,Secondary school,train,2018,2019
2530,7119.1,Q1 2018,Q1 2019,No tertiary qualification,train,2018,2019
2532,9112.2,Q1 2013,Q2 2019,Secondary school,train,2013,2019
2532,9112.2,Q1 2018,Q1 2019,Secondary school,train,2018,2019
2535,3343.1,Q4 2018,Q1 2019,Bachelor,train,2018,2019
2549,9333.3,Q1 2015,Q1 2019,Secondary school,train,2015,2019
2577,4223.1.1,Q1 2012,Q2 2019,No tertiary qualification,train,2012,2019
2583,9112.2,Q1 2017,Q1 2019,Secondary school,train,2017,2019
2586,9329.1,Q1 2005,Q1 2019,Secondary school,train,2005,2019
2616,2320.1,Q1 2018,Q1 2019,Secondary school,train,2018,2019
2616,4226.1,Q1 2018,Q1 2019,Secondary school,train,2018,2019
2636,7231.7,Q2 2019,Q3 2019,Secondary school,train,2019,2019
2641,2359.11,Q3 2018,Q2 2019,Master,train,2018,2019
2641,2330.1,Q4 2018,Q1 2019,Master,train,2018,2019
2655,5223.4,Q1 2017,Q1 2019,No tertiary qualification,train,2017,2019
2655,5223.6,Q1 2017,Q1 2019,No tertiary qualification,train,2017,2019
2683,7231.1,Q1 2018,Q1 2019,Bachelor,train,2018,2019
2683,3113.1.2,Q4 2018,Q1 2019,Bachelor,train,2018,2019
2721,3322.1,Q3 2019,Q4 2019,Bachelor,train,2019,2019
2722,2412.4.1,Q1 2016,Q1 2019,Secondary school,train,2016,2019
2737,3339.4,Q1 2010,Q2 2019,Bachelor,train,2010,2019
2737,3339.4,Q1 2013,Q2 2019,Bachelor,train,2013,2019
2737,7215.1.1,Q1 2015,Q2 2019,Bachelor,train,2015,2019
2772,2413.2,Q3 2015,Q2 2019,Bachelor,train,2015,2019
2784,3511.1,Q1 2016,Q1 2019,Bachelor,train,2016,2019
2811,3412.4.1,Q1 2018,Q1 2019,Bachelor,train,2018,2019
2811,3412.4.11,Q1 2018,Q1 2019,Bachelor,train,2018,2019
2817,5223.4,Q4 2018,Q1 2019,Secondary school,train,2018,2019
2819,7233.7,Q1 2008,Q1 2019,Secondary school,train,2008,2019
2825,5132.1.2,Q1 2010,Q3 2019,Master,train,2010,2019
2825,3344.3,Q1 2012,Q3 2019,Master,train,2012,2019
2825,2310.1.42,Q1 2013,Q3 2019,Master,train,2013,2019
2825,2330.1.4,Q3 2015,Q2 2019,Master,train,2015,2019
2828,5223.7.34,Q1 2011,Q2 2019,Secondary school,train,2011,2019
2850,2643.6,Q1 2016,Q1 2019,Master,train,2016,2019
2871,3412.4.11,Q1 2006,Q1 2019,Bachelor,train,2006,2019
2878,3343.1,Q1 2017,Q1 2019,Secondary school,train,2017,2019
2940,5223.4,Q1 2018,Q1 2019,Bachelor,train,2018,2019
2968,7231.10,Q1 2014,Q1 2019,Secondary school,train,2014,2019
2971,5223.6,Q4 2018,Q1 2019,Bachelor,train,2018,2019
2978,3255.4,Q1 2017,Q1 2019,Master,train,2017,2019
2979,3322.1,Q4 2017,Q1 2019,Bachelor,train,2017,2019
2979,4224.2,Q1 2019,Q2 2019,Bachelor,train,2019,2019
3000,4120.1,Q1 2018,Q1 2019,Secondary school,train,2018,2019
3005,2423.6,Q4 2018,Q1 2019,Master,train,2018,2019
3040,3422.4,Q1 2018,Q1 2019,Bachelor,train,2018,2019
3040,2342.1,Q2 2019,Q3 2019,Bachelor,train,2019,2019
3083,2434.1,Q1 2018,Q1 2019,Secondary school,train,2018,2019
3093,9412.1,Q1 2017,Q1 2019,Secondary school,train,2017,2019
3114,4311.2,Q1 2018,Q1 2019,Bachelor,train,2018,2019
3114,3343.1,Q2 2019,Q3 2019,Bachelor,train,2019,2019
3117,3117.1,Q3 2017,Q1 2019,Bachelor,train,2017,2019
3128,3113.1.2,Q1 2018,Q1 2019,Secondary school,train,2018,2019
3128,3343.1.7,Q4 2018,Q1 2019,Secondary school,train,2018,2019
3128,4412.2,Q4 2018,Q1 2019,Secondary school,train,2018,2019
3132,7316.1,Q1 2013,Q1 2019,Bachelor,train,2013,2019
3136,3314.2,Q3 2019,Q4 2019,Secondary school,train,2019,2019
3137,9214.2,Q3 2019,Q4 2019,Secondary school,train,2019,2019
3144,3412.4.13,Q3 2018,Q1 2019,Master,train,2018,2019
3147,2166.14,Q2 2018,Q2 2019,Bachelor,train,2018,2019
3148,3343.1.7,Q1 2018,Q1 2019,Bachelor,train,2018,2019
3157,3334.3,Q4 2018,Q1 2019,Bachelor,train,2018,2019
3173,5311.1,Q3 2019,Q4 2019,No tertiary qualification,train,2019,2019
3174,2635.3.27,Q4 2017,Q1 2019,PhD,train,2017,2019
3178,4226.1,Q1 2017,Q2 2019,Bachelor,train,2017,2019
3178,4214.1,Q1 2018,Q2 2019,Bachelor,train,2018,2019
3187,5311.1.2,Q1 2016,Q1 2019,Bachelor,train,2016,2019
3188,1420.2,Q1 2017,Q1 2019,Secondary school,train,2017,2019
3315,2330.1,Q3 2019,Q4 2019,Bachelor,train,2019,2019
3315,3343.1,Q3 2019,Q4 2019,Bachelor,train,2019,2019
3327,5230.1,Q1 2014,Q2 2019,Master,train,2014,2019
3333,7411.1,Q1 2018,Q1 2019,Secondary school,train,2018,2019
3336,8183.7,Q1 2018,Q1 2019,Secondary school,train,2018,2019
3341,3259.1,Q3 2017,Q1 2019,Bachelor,train,2017,2019
3351,2149.2.5,Q1 2018,Q3 2019,No tertiary qualification,train,2018,2019
3356,7422.7,Q1 2018,Q1 2019,Bachelor,train,2018,2019
3378,2431.4,Q1 2001,Q2 2019,Bachelor,train,2001,2019
3378,2521.5,Q1 2007,Q2 2019,Bachelor,train,2007,2019
3378,1342.1,Q1 2011,Q2 2019,Bachelor,train,2011,2019
3381,2265.1.1,Q3 2018,Q2 2019,Bachelor,train,2018,2019
3381,5246.1,Q3 2019,Q4 2019,Bachelor,train,2019,2019
3381,2265.1.1,Q4 2019,Q1 2020,Bachelor,train,2019,2020
3425,5223.6,Q1 2018,Q1 2019,Secondary school,train,2018,2019
3428,4411.1,Q1 2018,Q1 2019,Bachelor,train,2018,2019
3428,8131.2,Q4 2018,Q1 2019,Bachelor,train,2018,2019
3428,8160.27,Q2 2019,Q3 2019,Bachelor,train,2019,2019
3461,8344.1,Q1 2018,Q1 2019,No tertiary qualification,train,2018,2019
3461,9333.8,Q1 2019,Q3 2019,No tertiary qualification,train,2019,2019
3461,9333.8,Q3 2019,Q4 2019,No tertiary qualification,train,2019,2019
3488,8157.1,Q1 2017,Q1 2019,Bachelor,train,2017,2019
3495,1349.14,Q1 2000,Q1 2019,Secondary school,train,2000,2019
3512,3435.12,Q1 2011,Q1 2019,Secondary school,train,2011,2019
3530,7215.2,Q1 2019,Q3 2019,Secondary school,train,2019,2019
3536,3343.4,Q2 2018,Q1 2019,Secondary school,train,2018,2019
3554,5131.2,Q1 2018,Q1 2019,Secondary school,train,2018,2019
3559,5223.5,Q4 2017,Q3 2019,No tertiary qualification,train,2017,2019
3569,5230.1,Q1 2018,Q1 2019,Secondary school,train,2018,2019
3570,8344.1,Q1 2017,Q2 2019,Secondary school,train,2017,2019
3593,4323.13,Q1 2010,Q1 2019,Secondary school,train,2010,2019
3615,2263.2,Q1 2010,Q1 2019,Secondary school,train,2010,2019
3629,3323.2,Q1 2017,Q3 2019,Bachelor,train,2017,2019
3640,5230.1,Q4 2018,Q1 2019,Secondary school,train,2018,2019
3654,2641.4.1,Q1 2018,Q2 2019,No tertiary qualification,train,2018,2019
3692,5312.1,Q2 2013,Q3 2019,Secondary school,train,2013,2019
3692,3412.4.5,Q1 2015,Q3 2019,Secondary school,train,2015,2019
3692,2635.3.10,Q1 2017,Q3 2019,Secondary school,train,2017,2019
3712,3432.1.1,Q4 2018,Q1 2019,No tertiary qualification,train,2018,2019
3742,3343.1,Q1 2014,Q2 2019,Secondary school,train,2014,2019
3745,5329.2,Q2 2017,Q3 2019,Bachelor,train,2017,2019
3786,5244.1,Q1 2015,Q1 2019,Secondary school,train,2015,2019
3786,9122.1,Q1 2019,Q2 2019,Secondary school,train,2019,2019
3790,1420.3,Q3 2019,Q4 2019,No tertiary qualification,train,2019,2019
3793,5244.1,Q4 2018,Q1 2019,Secondary school,train,2018,2019
3804,3344.1,Q1 2018,Q1 2019,Bachelor,train,2018,2019
3804,4412.1,Q1 2019,Q1 2020,Bachelor,train,2019,2020
3804,4226.1.1,Q4 2019,Q1 2020,Bachelor,train,2019,2020
3828,5131.2.1,Q1 2018,Q1 2019,Bachelor,train,2018,2019
3853,1420.3,Q4 2018,Q1 2019,No tertiary qualification,train,2018,2019
3883,3343.2,Q1 2018,Q1 2019,Bachelor,train,2018,2019
3883,2642.1.5,Q1 2019,Q2 2019,Bachelor,train,2019,2019
3885,5311.1.3,Q1 2008,Q3 2019,Bachelor,train,2008,2019
3885,4225.1,Q2 2019,Q3 2019,Bachelor,train,2019,2019
3885,5223.4,Q4 2019,Q1 2020,Bachelor,train,2019,2020
3893,2149.11,Q2 2019,Q3 2019,Bachelor,train,2019,2019
3903,2330.1.12,Q1 2016,Q1 2019,Master,train,2016,2019
3906,9214.1,Q4 2018,Q1 2019,Secondary school,train,2018,2019
3906,9214.2,Q4 2018,Q1 2019,Secondary school,train,2018,2019
3906,3412.4,Q1 2019,Q3 2019,Secondary school,train,2019,2019
3910,2635.3.13,Q1 2018,Q1 2019,Bachelor,train,2018,2019
3930,6113.5,Q1 2014,Q3 2019,Secondary school,train,2014,2019
3946,5223.6,Q1 2018,Q1 2019,Secondary school,train,2018,2019
3950,2149.2.7,Q1 2017,Q2 2019,Bachelor,train,2017,2019
3955,3343.1,Q1 2018,Q1 2019,Secondary school,train,2018,2019
3957,2163.1.4,Q1 1994,Q1 2019,Master,train,1994,2019
3964,4221.6,Q4 2018,Q1 2019,Bachelor,train,2018,2019
4002,2330.1.11,Q1 2015,Q1 2019,PhD,train,2015,2019
4018,2262.1.2,Q2 2017,Q3 2019,No tertiary qualification,train,2017,2019
4037,5131.2,Q1 2015,Q1 2019,Bachelor,train,2015,2019
4040,5414.1.5,Q1 2017,Q1 2019,Secondary school,train,2017,2019
4042,1221.5,Q1 2018,Q3 2019,Bachelor,train,2018,2019
4047,2431.6,Q1 2018,Q1 2019,Secondary school,train,2018,2019
4047,2431.6,Q2 2019,Q3 2019,Secondary school,train,2019,2019
4047,5223.7.23,Q3 2019,Q4 2019,Secondary school,train,2019,2019
4060,4120.1,Q3 2018,Q1 2019,Secondary school,train,2018,2019
4084,7543.9,Q3 2019,Q4 2019,Secondary school,train,2019,2019
4084,5132.1,Q4 2019,Q1 2020,Secondary school,train,2019,2020
4089,7412.3,Q1 2017,Q1 2019,Secondary school,train,2017,2019
4107,5223.6,Q1 2018,Q1 2019,Bachelor,train,2018,2019
4107,2166.9,Q1 2019,Q2 2019,Bachelor,train,2019,2019
4107,5223.6,Q1 2019,Q2 2019,Bachelor,train,2019,2019
4133,3343.1,Q1 2018,Q1 2019,Secondary school,train,2018,2019
4147,5223.4,Q4 2018,Q3 2019,Secondary school,train,2018,2019
4180,9333.6,Q1 2018,Q1 2019,Secondary school,train,2018,2019
4223,2635.3,Q1 2014,Q2 2019,Master,train,2014,2019
4234,5223.4,Q1 2018,Q1 2019,Secondary school,train,2018,2019
4255,5311.1,Q1 2013,Q3 2019,Bachelor,train,2013,2019
4255,2341.1,Q1 2018,Q1 2019,Bachelor,train,2018,2019
4255,2341.1,Q4 2018,Q1 2019,Bachelor,train,2018,2019
4277,2166.3,Q1 2018,Q1 2019,No tertiary qualification,train,2018,2019
4277,2513.3,Q1 2018,Q1 2019,No tertiary qualification,train,2018,2019
4281,2166.14,Q1 2018,Q1 2019,Secondary school,train,2018,2019
4281,2635.3.27.1,Q3 2018,Q1 2019,Secondary school,train,2018,2019
4281,3431.1,Q3 2018,Q1 2019,Secondary school,train,2018,2019
4281,2651.11,Q4 2018,Q1 2019,Secondary school,train,2018,2019
4284,4419.2,Q4 2018,Q1 2019,No tertiary qualification,train,2018,2019
