"skill_id","alias","alias_source"
"009db49b-fcf5-4409-b4a5-232d059f3597","utilise credit risk policy","esco_altLabel"
"00b9a3aa-7070-4bb5-8020-f228a97cf42f","create technical documentation","esco_altLabel"
"00b9a3aa-7070-4bb5-8020-f228a97cf42f","create technical documentation and academic writings","esco_altLabel"
"00b9a3aa-7070-4bb5-8020-f228a97cf42f","write scientific and academic papers","esco_altLabel"
"00b9a3aa-7070-4bb5-8020-f228a97cf42f","write technical documentation","esco_altLabel"
"00c04e40-35ea-4ed1-824c-82f936c8f876","gradual development","esco_altLabel"
"00c51318-4ea9-4d37-9cd8-74680583d203","use of particular equipment for daily activities","esco_altLabel"
"00c85cbc-2b24-4605-a6fe-55b5c615e3fe","sawing methods","esco_altLabel"
"00c85cbc-2b24-4605-a6fe-55b5c615e3fe","sawing procedures","esco_altLabel"
"00c85cbc-2b24-4605-a6fe-55b5c615e3fe","sawing technologies","esco_altLabel"
"00dd3271-077f-4a12-a958-e297fdd724ce","agricultural machinery operating","esco_altLabel"
"00dd3271-077f-4a12-a958-e297fdd724ce","farm machinery operating","esco_altLabel"
"00dd3271-077f-4a12-a958-e297fdd724ce","motorised agricultural machinery operating","esco_altLabel"
"00dd3271-077f-4a12-a958-e297fdd724ce","motorised farm machinery operating","esco_altLabel"
"00dd3271-077f-4a12-a958-e297fdd724ce","operate farm machinery","esco_altLabel"
"00dd3271-077f-4a12-a958-e297fdd724ce","operate motorised agricultural machinery","esco_altLabel"
"00dd3271-077f-4a12-a958-e297fdd724ce","operating farm machinery","esco_altLabel"
"00dd3271-077f-4a12-a958-e297fdd724ce","operating motorised agricultural machinery","esco_altLabel"
"00dd3271-077f-4a12-a958-e297fdd724ce","operating motorised farm machinery","esco_altLabel"
"00e53a0a-c0ba-4c9f-a2ed-4706d5832a00","assure customer satisfaction","esco_altLabel"
"00e53a0a-c0ba-4c9f-a2ed-4706d5832a00","customer satisfaction guarantee","esco_altLabel"
"00e53a0a-c0ba-4c9f-a2ed-4706d5832a00","ensure customer satisfaction","esco_altLabel"
"00e53a0a-c0ba-4c9f-a2ed-4706d5832a00","guaranteeing customer satisfaction","esco_altLabel"
"00e53a0a-c0ba-4c9f-a2ed-4706d5832a00","promise customer satisfaction","esco_altLabel"
"00e53a0a-c0ba-4c9f-a2ed-4706d5832a00","provide customer satisfaction","esco_altLabel"
"00ebb379-ce26-439a-ba89-9a7d1ef2f696","compile a rehabilitation plan","esco_altLabel"
"00ebb379-ce26-439a-ba89-9a7d1ef2f696","design a rehabilitation programme","esco_altLabel"
"00ebb379-ce26-439a-ba89-9a7d1ef2f696","develop rehabilitation programmes","esco_altLabel"
"00ebb379-ce26-439a-ba89-9a7d1ef2f696","set up rehabilitation plan","esco_altLabel"
"00f2eee1-cd4d-4a45-ae10-b6060f53ad5d","be the contact person during equipment incident","esco_altLabel"
"00f2eee1-cd4d-4a45-ae10-b6060f53ad5d","be the contact person during investigation","esco_altLabel"
"00f2eee1-cd4d-4a45-ae10-b6060f53ad5d","engage as a contact person during investigation","esco_altLabel"
"00f2eee1-cd4d-4a45-ae10-b6060f53ad5d","play the role of a contact person during investigation","esco_altLabel"
"00f2eee1-cd4d-4a45-ae10-b6060f53ad5d","play the role of contact person during equipment damage","esco_altLabel"
"00f2eee1-cd4d-4a45-ae10-b6060f53ad5d","take responsibility as a contact person during incident","esco_altLabel"
"013441c1-1f13-47e9-80c4-9a53e8e1bc05","KDevelop 4.0.0","esco_hiddenLabel"
"013441c1-1f13-47e9-80c4-9a53e8e1bc05","KDevelop 4.6.0","esco_hiddenLabel"
"013441c1-1f13-47e9-80c4-9a53e8e1bc05","KDevelop 4.7.0","esco_hiddenLabel"
"013441c1-1f13-47e9-80c4-9a53e8e1bc05","KDevelop 5.0.0","esco_hiddenLabel"
"013441c1-1f13-47e9-80c4-9a53e8e1bc05","KDevelop platform","esco_altLabel"
"013441c1-1f13-47e9-80c4-9a53e8e1bc05","kdevplatform","esco_altLabel"
"0138fdc7-edbb-485c-9aa9-544f723eb62f","carry out part purchasing","esco_altLabel"
"0138fdc7-edbb-485c-9aa9-544f723eb62f","carry out parts purchases","esco_altLabel"
"0138fdc7-edbb-485c-9aa9-544f723eb62f","carry out parts purchasing","esco_altLabel"
"0138fdc7-edbb-485c-9aa9-544f723eb62f","carrying out parts purchasing","esco_altLabel"
"0138fdc7-edbb-485c-9aa9-544f723eb62f","complete parts purchasing","esco_altLabel"
"0138fdc7-edbb-485c-9aa9-544f723eb62f","make parts purchasing","esco_altLabel"
"0138fdc7-edbb-485c-9aa9-544f723eb62f","oversee parts purchasing","esco_altLabel"
"0138fdc7-edbb-485c-9aa9-544f723eb62f","undertake parts purchasing","esco_altLabel"
"013a64b9-5e74-4f7f-af5b-9ec76715238b","assess offshore constructions","esco_altLabel"
"013a64b9-5e74-4f7f-af5b-9ec76715238b","check offshore constructions","esco_altLabel"
"013a64b9-5e74-4f7f-af5b-9ec76715238b","evaluate offshore constructions","esco_altLabel"
"013a64b9-5e74-4f7f-af5b-9ec76715238b","examine offshore constructions","esco_altLabel"
"016cee6c-9e95-466c-bd51-d63327751aa2","analyse railway operations","esco_altLabel"
"016cee6c-9e95-466c-bd51-d63327751aa2","appraise railway operations","esco_altLabel"
"016cee6c-9e95-466c-bd51-d63327751aa2","conduct analysis of railway operations","esco_altLabel"
"016cee6c-9e95-466c-bd51-d63327751aa2","conduct evaluation of railway performance","esco_altLabel"
"016cee6c-9e95-466c-bd51-d63327751aa2","conduct review of railway performance","esco_altLabel"
"016cee6c-9e95-466c-bd51-d63327751aa2","conduct study on railway operations and performance","esco_altLabel"
"016cee6c-9e95-466c-bd51-d63327751aa2","evaluate railway operations","esco_altLabel"
"016cee6c-9e95-466c-bd51-d63327751aa2","review railway operations","esco_altLabel"
"01755f08-4df4-4cf0-8d22-08f94cad68b5","labour organising","esco_altLabel"
"01755f08-4df4-4cf0-8d22-08f94cad68b5","organise workers","esco_altLabel"
"01755f08-4df4-4cf0-8d22-08f94cad68b5","organising labour","esco_altLabel"
"01755f08-4df4-4cf0-8d22-08f94cad68b5","organising workers","esco_altLabel"
"01755f08-4df4-4cf0-8d22-08f94cad68b5","organize labor","esco_altLabel"
"01755f08-4df4-4cf0-8d22-08f94cad68b5","worker organising","esco_altLabel"
"01755f08-4df4-4cf0-8d22-08f94cad68b5","workers organising","esco_altLabel"
"0189f448-179e-47cc-9716-c5c3ac4b1aec","Absorb","esco_altLabel"
"01c03003-516d-43c6-8477-45c472413521","advise about construction materials","esco_altLabel"
"01c03003-516d-43c6-8477-45c472413521","advise regarding construction materials","esco_altLabel"
"01c03003-516d-43c6-8477-45c472413521","give advice on construction materials","esco_altLabel"
"01c03003-516d-43c6-8477-45c472413521","giving advice on construction materials","esco_altLabel"
"01c03003-516d-43c6-8477-45c472413521","giving of advice on construction materials","esco_altLabel"
"01c03003-516d-43c6-8477-45c472413521","provide advice on construction materials","esco_altLabel"
"01d80f57-3906-44e9-8592-fd1bd8a35808","dentistry medico-biological and medical sciences","esco_altLabel"
"01d80f57-3906-44e9-8592-fd1bd8a35808","dentistry-related medico-biological and medical sciences","esco_altLabel"
"01d80f57-3906-44e9-8592-fd1bd8a35808","medico-biological and medical aspects of dentistry","esco_altLabel"
"01d80f57-3906-44e9-8592-fd1bd8a35808","medico-biological and medical principles relevant for dentistry","esco_altLabel"
"01e66e1c-97d9-4829-bee1-f3ab649161e8","principles of natural sciences applied to medicine","esco_altLabel"
"01e7dee7-3ff1-4807-acad-058dbed91aba","keep posted on product knowledge","esco_altLabel"
"01faf296-e037-494c-bb1c-65bda5aed750","develop efficiency plans for shipping","esco_altLabel"
"01faf296-e037-494c-bb1c-65bda5aed750","develop maritime shipping efficiency plans","esco_altLabel"
"01faf296-e037-494c-bb1c-65bda5aed750","ensure maritime efficiency through planning","esco_altLabel"
"01faf296-e037-494c-bb1c-65bda5aed750","implement maritime efficiency plans","esco_altLabel"
"01faf296-e037-494c-bb1c-65bda5aed750","oversee maritime shipping efficiency plans","esco_altLabel"
"01faf296-e037-494c-bb1c-65bda5aed750","oversee planning for maritime efficiency","esco_altLabel"
"01faf296-e037-494c-bb1c-65bda5aed750","produce and implement plans to ensure maritime efficiency","esco_altLabel"
"01faf296-e037-494c-bb1c-65bda5aed750","produce efficiency plans for maritime shipping","esco_altLabel"
"01faf296-e037-494c-bb1c-65bda5aed750","produce maritime shipping efficiency plans","esco_altLabel"
"02053349-bc3a-4945-bcf7-33d2136c14d5","diseased tree removing","esco_altLabel"
"02053349-bc3a-4945-bcf7-33d2136c14d5","diseased trees removing","esco_altLabel"
"02053349-bc3a-4945-bcf7-33d2136c14d5","remove diseased trees","esco_altLabel"
"02053349-bc3a-4945-bcf7-33d2136c14d5","tree disease controlling","esco_altLabel"
"02058de6-4b98-449f-8a45-8588b0eb2446","network architecture","esco_altLabel"
"020918ef-4b55-47c1-8430-ab7b8f6a7377","drift existing data","esco_altLabel"
"020b3c27-bae1-4b85-9d6f-eccee0f5ed99","control and monitor supplies","esco_altLabel"
"020b3c27-bae1-4b85-9d6f-eccee0f5ed99","manage supply chain","esco_altLabel"
"020b3c27-bae1-4b85-9d6f-eccee0f5ed99","monitor and control supplies","esco_altLabel"
"020b3c27-bae1-4b85-9d6f-eccee0f5ed99","plan supplies","esco_altLabel"
"020b3c27-bae1-4b85-9d6f-eccee0f5ed99","supplies management","esco_altLabel"
"020b3c27-bae1-4b85-9d6f-eccee0f5ed99","supplies managing","esco_altLabel"
"020b3c27-bae1-4b85-9d6f-eccee0f5ed99","supplies planning","esco_altLabel"
"020b3c27-bae1-4b85-9d6f-eccee0f5ed99","supply chain management","esco_altLabel"
"02137a68-6860-45e8-8e4d-38db467bb8b6","human factors regarding health and safety","esco_altLabel"
"02137a68-6860-45e8-8e4d-38db467bb8b6","human health and safety considerations","esco_altLabel"
"02137a68-6860-45e8-8e4d-38db467bb8b6","human health and safety implications","esco_altLabel"
"02137a68-6860-45e8-8e4d-38db467bb8b6","human safety considerations","esco_altLabel"
"02137a68-6860-45e8-8e4d-38db467bb8b6","human safety factors","esco_altLabel"
"02137a68-6860-45e8-8e4d-38db467bb8b6","human safety implications","esco_altLabel"
"022dc430-872a-473a-9cf4-fed4895e58ad","define database physical storage structure","esco_altLabel"
"023e4b09-a193-4c2b-9009-f7dc9326a19b","accomplish oral health diagnosis","esco_altLabel"
"023e4b09-a193-4c2b-9009-f7dc9326a19b","carry out oral health diagnosis","esco_altLabel"
"023e4b09-a193-4c2b-9009-f7dc9326a19b","conduct oral health diagnosis","esco_altLabel"
"023e4b09-a193-4c2b-9009-f7dc9326a19b","diagnose a patient's oral health","esco_altLabel"
"023e4b09-a193-4c2b-9009-f7dc9326a19b","execute oral health diagnosis","esco_altLabel"
"023e4b09-a193-4c2b-9009-f7dc9326a19b","fulfill oral health diagnosis","esco_altLabel"
"023e4b09-a193-4c2b-9009-f7dc9326a19b","record oral health diagnosis","esco_altLabel"
"023e4b09-a193-4c2b-9009-f7dc9326a19b","record patient's oral and dental state","esco_altLabel"
"023f4870-b417-4bd2-b0ae-78e61587c79f","the study of Earth’s surface","esco_altLabel"
"023faef3-0633-436d-8b91-389c45c1421c","contamination risks while handling battery materials","esco_altLabel"
"023faef3-0633-436d-8b91-389c45c1421c","regulations about contaminated materials","esco_altLabel"
"023faef3-0633-436d-8b91-389c45c1421c","regulations about contamination exposure","esco_altLabel"
"023faef3-0633-436d-8b91-389c45c1421c","regulations concerning contaminated materials","esco_altLabel"
"023faef3-0633-436d-8b91-389c45c1421c","regulations concerning contamination exposure","esco_altLabel"
"023faef3-0633-436d-8b91-389c45c1421c","regulations regarding contaminated materials","esco_altLabel"
"023faef3-0633-436d-8b91-389c45c1421c","regulations regarding contamination exposure","esco_altLabel"
"024037ca-96a9-4cb8-ba86-2cd5a209c90a","Maltego cybersecurity tool","esco_altLabel"
"024037ca-96a9-4cb8-ba86-2cd5a209c90a","Maltego digital Forensics tool","esco_altLabel"
"024037ca-96a9-4cb8-ba86-2cd5a209c90a","Maltego Forensics","esco_altLabel"
"0253b09a-7217-43fc-b62f-e6b23ffebac9","develop script’s bible","esco_altLabel"
"0253b09a-7217-43fc-b62f-e6b23ffebac9","developing script bible","esco_altLabel"
"0253b09a-7217-43fc-b62f-e6b23ffebac9","draft script bible","esco_altLabel"
"0253b09a-7217-43fc-b62f-e6b23ffebac9","establish script bible","esco_altLabel"
"0253b09a-7217-43fc-b62f-e6b23ffebac9","set script bible","esco_altLabel"
"0253b09a-7217-43fc-b62f-e6b23ffebac9","write script bible","esco_altLabel"
"0256f6b0-f4a9-4c5e-9cfd-96d58a2a70fe","facilitate use of radio devices","esco_altLabel"
"0256f6b0-f4a9-4c5e-9cfd-96d58a2a70fe","facilitate use of radio equipment","esco_altLabel"
"0256f6b0-f4a9-4c5e-9cfd-96d58a2a70fe","operate radio devices","esco_altLabel"
"0256f6b0-f4a9-4c5e-9cfd-96d58a2a70fe","oversee the use of radio devices","esco_altLabel"
"0256f6b0-f4a9-4c5e-9cfd-96d58a2a70fe","oversee the use of radio equipment","esco_altLabel"
"0256f6b0-f4a9-4c5e-9cfd-96d58a2a70fe","set up and maintain radio devices","esco_altLabel"
"0256f6b0-f4a9-4c5e-9cfd-96d58a2a70fe","set up and maintain radio equipment","esco_altLabel"
"0256f6b0-f4a9-4c5e-9cfd-96d58a2a70fe","use radio devices","esco_altLabel"
"0256f6b0-f4a9-4c5e-9cfd-96d58a2a70fe","use radio equipment","esco_altLabel"
"0256f6b0-f4a9-4c5e-9cfd-96d58a2a70fe","utilise radio devices","esco_altLabel"
"0256f6b0-f4a9-4c5e-9cfd-96d58a2a70fe","utilise radio equipment","esco_altLabel"
"02619401-8e21-46e5-8f19-204747fd755d","contaminated materials disposing","esco_altLabel"
"02619401-8e21-46e5-8f19-204747fd755d","contaminated materials removing","esco_altLabel"
"02619401-8e21-46e5-8f19-204747fd755d","contaminated materials treating","esco_altLabel"
"02619401-8e21-46e5-8f19-204747fd755d","dispose of contaminated materials","esco_altLabel"
"02619401-8e21-46e5-8f19-204747fd755d","removing contaminated materials","esco_altLabel"
"02619401-8e21-46e5-8f19-204747fd755d","treat contaminated materials","esco_altLabel"
"02820870-3b92-480b-8475-8a521563ea3c","audit properties","esco_altLabel"
"02820870-3b92-480b-8475-8a521563ea3c","collect financial information on properties","esco_altLabel"
"02820870-3b92-480b-8475-8a521563ea3c","collect information on property finance","esco_altLabel"
"0295b2a4-fb86-495f-9547-d479532fc4c2","oversee financial transactions","esco_altLabel"
"0295b2a4-fb86-495f-9547-d479532fc4c2","trace financial transaction","esco_altLabel"
"0295b2a4-fb86-495f-9547-d479532fc4c2","tracing financial transactions","esco_altLabel"
"0295b2a4-fb86-495f-9547-d479532fc4c2","track financial transactions","esco_altLabel"
"029e2bb0-6dd8-4600-bb89-ac7480ae8fb0","contribute to cost-effective physiotherapy services","esco_altLabel"
"029e2bb0-6dd8-4600-bb89-ac7480ae8fb0","contribute to physiotherapy service quality development","esco_altLabel"
"029e2bb0-6dd8-4600-bb89-ac7480ae8fb0","contribute to quality development in physiotherapy","esco_altLabel"
"029e2bb0-6dd8-4600-bb89-ac7480ae8fb0","contribute to quality development in physiotherapy services","esco_altLabel"
"029e2bb0-6dd8-4600-bb89-ac7480ae8fb0","contribute to safe physiotherapy services","esco_altLabel"
"029e2bb0-6dd8-4600-bb89-ac7480ae8fb0","make contributions to the development of quality physiotherapy services","esco_altLabel"
"029e2bb0-6dd8-4600-bb89-ac7480ae8fb0","participate in activities for the development of quality physiotherapy services","esco_altLabel"
"029e2bb0-6dd8-4600-bb89-ac7480ae8fb0","participate in physiotherapy quality development activities","esco_altLabel"
"029e2bb0-6dd8-4600-bb89-ac7480ae8fb0","support quality physiotherapy service development","esco_altLabel"
"029e2bb0-6dd8-4600-bb89-ac7480ae8fb0","undertake physiotherapy service quality activities","esco_altLabel"
"02b6350e-433a-42b1-b620-92fc53b9a14d","control remote sensing equipment","esco_altLabel"
"02b6350e-433a-42b1-b620-92fc53b9a14d","employ remote sensing equipment","esco_altLabel"
"02b6350e-433a-42b1-b620-92fc53b9a14d","operation of remote sensing equipment","esco_altLabel"
"02b6350e-433a-42b1-b620-92fc53b9a14d","remote sensing equipment operation","esco_altLabel"
"02b6350e-433a-42b1-b620-92fc53b9a14d","run remote sensing equipment","esco_altLabel"
"02b6350e-433a-42b1-b620-92fc53b9a14d","use remote sensing equipment","esco_altLabel"
"02bf9522-bd6e-4482-be03-1827483be21a","aims of animal first aid","esco_altLabel"
"02bf9522-bd6e-4482-be03-1827483be21a","animal first aid principles","esco_altLabel"
"02bf9522-bd6e-4482-be03-1827483be21a","basic 1st aid for animals","esco_altLabel"
"02bf9522-bd6e-4482-be03-1827483be21a","basic animal emergency treatment","esco_altLabel"
"02bf9522-bd6e-4482-be03-1827483be21a","basic animal first aid","esco_altLabel"
"02bf9522-bd6e-4482-be03-1827483be21a","basic emergency treatment for animals","esco_altLabel"
"02bf9522-bd6e-4482-be03-1827483be21a","basic knowledge of first aid provision to animals","esco_altLabel"
"02bf9522-bd6e-4482-be03-1827483be21a","characteristics of animal emergency treatment","esco_altLabel"
"02bf9522-bd6e-4482-be03-1827483be21a","principles of first aid for animals","esco_altLabel"
"02c71cde-f513-43da-8952-0974763c7568","interpret electrical circuit diagrams","esco_altLabel"
"02c71cde-f513-43da-8952-0974763c7568","interpret elementary diagrams","esco_altLabel"
"02c71cde-f513-43da-8952-0974763c7568","read circuit diagrams","esco_altLabel"
"02c71cde-f513-43da-8952-0974763c7568","read diagrams of circuits","esco_altLabel"
"02c71cde-f513-43da-8952-0974763c7568","understand circuit blueprints","esco_altLabel"
"02c71cde-f513-43da-8952-0974763c7568","understand circuit schematics","esco_altLabel"
"02c7caf4-4e8b-4745-8917-dbbd3af17c28","document artistic production","esco_altLabel"
"02c7caf4-4e8b-4745-8917-dbbd3af17c28","draw up artistic productions","esco_altLabel"
"02c7caf4-4e8b-4745-8917-dbbd3af17c28","drawing up artistic production","esco_altLabel"
"02c7caf4-4e8b-4745-8917-dbbd3af17c28","record artistic production","esco_altLabel"
"02c7caf4-4e8b-4745-8917-dbbd3af17c28","register artistic production","esco_altLabel"
"02c7caf4-4e8b-4745-8917-dbbd3af17c28","write down artistic production","esco_altLabel"
"02e235f4-a30a-412a-a06e-1c471ad28678","comply with guidelines for use of hazardous substances","esco_altLabel"
"02e235f4-a30a-412a-a06e-1c471ad28678","ensure safe use of substances hazardous to health","esco_altLabel"
"02e235f4-a30a-412a-a06e-1c471ad28678","follow control of health procedures for hazardous substances","esco_altLabel"
"02e235f4-a30a-412a-a06e-1c471ad28678","follow control of substances hazardous to health procedures","esco_altLabel"
"02e235f4-a30a-412a-a06e-1c471ad28678","follow health procedures for the control of hazardous substances","esco_altLabel"
"0302f93a-0d38-4c00-bc37-eda17b6316ea","awareness of hygiene and security measures related to animals","esco_altLabel"
"0302f93a-0d38-4c00-bc37-eda17b6316ea","bio-security related to animals","esco_altLabel"
"0302f93a-0d38-4c00-bc37-eda17b6316ea","biosecurity measures when working with animals","esco_altLabel"
"0302f93a-0d38-4c00-bc37-eda17b6316ea","biosecurity related to an animal","esco_altLabel"
"030de41b-bb8b-4e4b-859c-9afd4c17605b","check prescription information","esco_altLabel"
"030de41b-bb8b-4e4b-859c-9afd4c17605b","check prescription's information","esco_altLabel"
"030de41b-bb8b-4e4b-859c-9afd4c17605b","ensure accuracy of prescriptions","esco_altLabel"
"030de41b-bb8b-4e4b-859c-9afd4c17605b","verify information on prescription","esco_altLabel"
"030de41b-bb8b-4e4b-859c-9afd4c17605b","verify information on prescriptions","esco_altLabel"
"03134e63-81eb-439a-b6eb-7de49ae01bbd","assume accountability for maintaining a safe ship environment","esco_altLabel"
"03134e63-81eb-439a-b6eb-7de49ae01bbd","assume accountability for maintaining a safe vessel environment","esco_altLabel"
"03134e63-81eb-439a-b6eb-7de49ae01bbd","assume responsibility for maintaining a safe environment on ships","esco_altLabel"
"03134e63-81eb-439a-b6eb-7de49ae01bbd","assume responsibility for maintaining a safe environment on vessels","esco_altLabel"
"03134e63-81eb-439a-b6eb-7de49ae01bbd","assume responsibility for maintaining a safe vessel environment","esco_altLabel"
"03134e63-81eb-439a-b6eb-7de49ae01bbd","ensure a safe environment on board","esco_altLabel"
"03134e63-81eb-439a-b6eb-7de49ae01bbd","ensure a safe on board environment","esco_altLabel"
"03134e63-81eb-439a-b6eb-7de49ae01bbd","ensure the safety of crew and passengers on board ship","esco_altLabel"
"03134e63-81eb-439a-b6eb-7de49ae01bbd","ensure the safety of crew and passengers on board vessel","esco_altLabel"
"03134e63-81eb-439a-b6eb-7de49ae01bbd","maintain a safety of ship environment","esco_altLabel"
"03134e63-81eb-439a-b6eb-7de49ae01bbd","maintain safety of vessel environment","esco_altLabel"
"031bfd8d-af80-4606-b4bb-6de4d5da6249","employ hygienic operational practices in fisheries","esco_altLabel"
"031bfd8d-af80-4606-b4bb-6de4d5da6249","employ hygienic practices in fishery operations","esco_altLabel"
"031bfd8d-af80-4606-b4bb-6de4d5da6249","employing hygienic operational practices in fisheries","esco_altLabel"
"031bfd8d-af80-4606-b4bb-6de4d5da6249","employing hygienic practices in fishery operations","esco_altLabel"
"031bfd8d-af80-4606-b4bb-6de4d5da6249","follow hygienic operational practices in fisheries","esco_altLabel"
"031bfd8d-af80-4606-b4bb-6de4d5da6249","following hygienic operational practices in fisheries","esco_altLabel"
"031bfd8d-af80-4606-b4bb-6de4d5da6249","following hygienic practices in fishery operations","esco_altLabel"
"03227978-f839-4cc8-88a6-0a3c44d2c776","arrange work on design planning","esco_altLabel"
"03227978-f839-4cc8-88a6-0a3c44d2c776","develop work on design planning","esco_altLabel"
"03227978-f839-4cc8-88a6-0a3c44d2c776","model work on design planning","esco_altLabel"
"03227978-f839-4cc8-88a6-0a3c44d2c776","produce work on design planning","esco_altLabel"
"03227978-f839-4cc8-88a6-0a3c44d2c776","supervise the work on design planning","esco_altLabel"
"03227978-f839-4cc8-88a6-0a3c44d2c776","supervising the work on design planning","esco_altLabel"
"03227978-f839-4cc8-88a6-0a3c44d2c776","supervising work on design planning","esco_altLabel"
"032867c3-3c53-42ad-aabe-030eeb6292ab","gauge tree measurement","esco_altLabel"
"032867c3-3c53-42ad-aabe-030eeb6292ab","measure the trees","esco_altLabel"
"032867c3-3c53-42ad-aabe-030eeb6292ab","measure tree height","esco_altLabel"
"032867c3-3c53-42ad-aabe-030eeb6292ab","measuring trees","esco_altLabel"
"032b0bed-22b1-456b-8009-91e6b838fe45","geologic mapping","esco_altLabel"
"032b0bed-22b1-456b-8009-91e6b838fe45","geological map","esco_altLabel"
"03305638-bd08-410a-a960-f963ad89cce6","guard electron beam heating and bonding machine units","esco_altLabel"
"03305638-bd08-410a-a960-f963ad89cce6","guard electron beam welding machine","esco_altLabel"
