"role_id","role_title","masco_code","masco_unit_group_code","chosen_esco_code","chosen_esco_title","chosen_esco_uri","mapping_relation","mapping_confidence","mapping_rationale","review_status","production_ready","masco_code_printed","chosen_esco_isco_group","d11_esco_code","d11_esco_comparison_codes","d11_esco_comparison_titles","previous_d13_esco_code","previous_d13_mapping_status","change_type","mapping_status","mapping_method","mapping_authority","title_match_type","title_match_score","score_interpretation","same_four_digit_group","use_in_role_skills","specialty_skills_complete","coverage_note","source_quality_flag","masco_source_url","esco_source_url","source_current_role_id","source_current_masco_code","source_current_role_title","source_current_url","masco_reference_version","masco2020_remap_method","masco2020_remap_confidence","masco2020_source_pdf_page","masco2020_source_url","profile_basis","source_d13_mapping_relation","source_d13_mapping_confidence","all_source_current_role_ids","source_d13_same_four_digit_group","title_match_evidence_basis"
"M214120","Ceramics Technologist","214120","2141","2149.11","materials engineer","http://data.europa.eu/esco/occupation/4a375b68-88a0-4e5f-99ce-9b01341dfb81","broader_proxy","medium","Engineering of ceramic materials, not artistic ceramics.","test_only_project_mapping_not_human_validated","False","2141-20","2149","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.648649","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332","http://data.europa.eu/esco/occupation/4a375b68-88a0-4e5f-99ce-9b01341dfb81","M214109","214109","Ceramics Technologist","https://emasco.mohr.gov.my/masco/2141-09","2020","exact_normalized_title","high","332","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","broader_proxy","medium","M214109","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M214142","Photonic Engineer","214142","2141","2149.12.1","photonics engineer","http://data.europa.eu/esco/occupation/778c1d37-69f2-4184-ac98-03b7dbfba332","close_match","medium","ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent.","test_only_project_mapping_not_human_validated","False","2141-42","2149","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","reviewed_existing_or_retrieved_candidate","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_alternate_label","1","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332","http://data.europa.eu/esco/occupation/778c1d37-69f2-4184-ac98-03b7dbfba332","M214110","214110","Photonic Engineer","https://emasco.mohr.gov.my/masco/2141-10","2020","exact_normalized_title","high","332","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","close_match","medium","M214110","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M214144","SCADA Engineer","214144","2141","2141.4.2.1","automation engineer","http://data.europa.eu/esco/occupation/bb609566-3ab6-44dd-8f48-cf0b15b96827","broader_proxy","medium","SCADA and industrial automation engineering.","test_only_project_mapping_not_human_validated","False","2141-44","2141","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.666667","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332","http://data.europa.eu/esco/occupation/bb609566-3ab6-44dd-8f48-cf0b15b96827","M214111","214111","Scada Engineer","https://emasco.mohr.gov.my/masco/2141-11","2020","exact_normalized_title","high","332","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","broader_proxy","medium","M214111","True","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M214155","Energy Engineer","214155","2141","2149.9","energy engineer","http://data.europa.eu/esco/occupation/b2cede50-82bb-4684-9f11-1930e12ad672","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","test_only_project_mapping_not_human_validated","False","2141-55","2149","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","unique_cleaned_preferred_label","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_preferred_label","1","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332","http://data.europa.eu/esco/occupation/b2cede50-82bb-4684-9f11-1930e12ad672","M214112","214112","Energy Engineer","https://emasco.mohr.gov.my/masco/2141-12","2020","exact_normalized_title","high","332","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","close_match","high","M214112","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M214156","Renewable Energy Engineer","214156","2141","2149.9.7","renewable energy engineer","http://data.europa.eu/esco/occupation/0e99c929-364f-4b0a-8a64-2aab42420f00","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","test_only_project_mapping_not_human_validated","False","2141-56","2149","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","unique_cleaned_preferred_label","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_preferred_label","1","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332","http://data.europa.eu/esco/occupation/0e99c929-364f-4b0a-8a64-2aab42420f00","M214113","214113","Renewable Energy Engineer","https://emasco.mohr.gov.my/masco/2141-13","2020","exact_normalized_title","high","332","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","close_match","high","M214113","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M214157","Environment Engineer","214157","2141","2143.1","environmental engineer","http://data.europa.eu/esco/occupation/ac1fc6a9-70d2-475c-8fa0-82ef83830968","close_match","medium","ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent.","test_only_project_mapping_not_human_validated","False","2141-57","2143","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","reviewed_existing_or_retrieved_candidate","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_alternate_label","1","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332","http://data.europa.eu/esco/occupation/ac1fc6a9-70d2-475c-8fa0-82ef83830968","M214114","214114","Environment Engineer","https://emasco.mohr.gov.my/masco/2141-14","2020","exact_normalized_title","high","332","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","close_match","medium","M214114","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M214159","Energy Auditor","214159","2141","3112.5","energy analyst","http://data.europa.eu/esco/occupation/cbde1a3a-406d-4d17-b30b-03981925035d","broader_proxy","medium","Energy-use analysis and auditing; electrical specialty, competency certification or assistant grade need local enrichment.","test_only_project_mapping_not_human_validated","False","2141-59","3112","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.857143","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332","http://data.europa.eu/esco/occupation/cbde1a3a-406d-4d17-b30b-03981925035d","M214115","214115","Energy Auditor","https://emasco.mohr.gov.my/masco/2141-15","2020","exact_normalized_title","high","332","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","broader_proxy","medium","M214115","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M214169","Materials Engineer","214169","2141","2149.11","materials engineer","http://data.europa.eu/esco/occupation/4a375b68-88a0-4e5f-99ce-9b01341dfb81","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","test_only_project_mapping_not_human_validated","False","2141-69","2149","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","unique_cleaned_preferred_label","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_preferred_label","1","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332","http://data.europa.eu/esco/occupation/4a375b68-88a0-4e5f-99ce-9b01341dfb81","M214116","214116","Materials Engineer","https://emasco.mohr.gov.my/masco/2141-16","2020","exact_normalized_title","high","332","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","close_match","high","M214116","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M214202","Engineer Grade J41","214202","2142","2142.1","civil engineer","http://data.europa.eu/esco/occupation/d7d986e1-7333-431b-9719-0c5c6939e360","broader_proxy","medium","Civil engineering scope; technologist/public-service grade is not separately represented.","test_only_project_mapping_not_human_validated","False","2142-02","2142","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.727273","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333","http://data.europa.eu/esco/occupation/d7d986e1-7333-431b-9719-0c5c6939e360","M214206","214206","Engineer Grade J9","https://emasco.mohr.gov.my/masco/2142-06","2020","grade_reversion","high","333","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","broader_proxy","medium","M214206","True","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M214206","Civil Engineering Technologist","214206","2142","2142.1","civil engineer","http://data.europa.eu/esco/occupation/d7d986e1-7333-431b-9719-0c5c6939e360","broader_proxy","medium","Civil engineering scope; technologist/public-service grade is not separately represented.","test_only_project_mapping_not_human_validated","False","2142-06","2142","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.827586","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333","http://data.europa.eu/esco/occupation/d7d986e1-7333-431b-9719-0c5c6939e360","M214201","214201","Civil Engineering Technologist","https://emasco.mohr.gov.my/masco/2142-01","2020","exact_normalized_title","high","333","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","broader_proxy","medium","M214201","True","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M214207","Civil Engineer","214207","2142","2142.1","civil engineer","http://data.europa.eu/esco/occupation/d7d986e1-7333-431b-9719-0c5c6939e360","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","test_only_project_mapping_not_human_validated","False","2142-07","2142","","","","2142.1","unique_exact_preferred_title_same_isco_group","retained_mapping","project_close_match","unique_cleaned_preferred_label","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_preferred_label","1","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333","http://data.europa.eu/esco/occupation/d7d986e1-7333-431b-9719-0c5c6939e360","M214202","214202","Civil Engineer","https://emasco.mohr.gov.my/masco/2142-02","2020","exact_normalized_title","high","333","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","close_match","high","M214202","True","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M214238","Foundation Engineer","214238","2142","2142.1.4","geological engineer","http://data.europa.eu/esco/occupation/1bdb7d70-1769-4338-aa90-d25a90fe8a6d","partial_proxy","low","Ground and foundation engineering overlap; geological engineering is not exact foundation design.","test_only_project_mapping_not_human_validated","False","2142-38","2142","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.611111","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333","http://data.europa.eu/esco/occupation/1bdb7d70-1769-4338-aa90-d25a90fe8a6d","M214203","214203","Foundation Engineer","https://emasco.mohr.gov.my/masco/2142-03","2020","exact_normalized_title","high","333","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","partial_proxy","low","M214203","True","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M214245","Quantity Surveyor Grade J41","214245","2142","2149.14","quantity surveyor","http://data.europa.eu/esco/occupation/0cca32c2-9308-4927-adb2-14771ab787f0","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","test_only_project_mapping_not_human_validated","False","2142-45","2149","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","unique_cleaned_preferred_label","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_preferred_label","1","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333","http://data.europa.eu/esco/occupation/0cca32c2-9308-4927-adb2-14771ab787f0","M214207","214207","Quantity Surveyor Grade J9/J10","https://emasco.mohr.gov.my/masco/2142-07","2020","grade_reversion","high","333","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","close_match","high","M214207","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M214246","Building Surveyor Grade J41","214246","2142","3315.8","real estate surveyor","http://data.europa.eu/esco/occupation/bbefa1b2-521e-4d87-a7ad-9bbd0b32e271","close_match","medium","Building/property surveying, not mine surveying.","test_only_project_mapping_not_human_validated","False","2142-46","3315","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.540541","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333","http://data.europa.eu/esco/occupation/bbefa1b2-521e-4d87-a7ad-9bbd0b32e271","M214208","214208","Building Surveyor Grade J9/J10","https://emasco.mohr.gov.my/masco/2142-08","2020","grade_reversion","high","333","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","close_match","medium","M214208","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M214248","Quantity Surveyor","214248","2142","2149.14","quantity surveyor","http://data.europa.eu/esco/occupation/0cca32c2-9308-4927-adb2-14771ab787f0","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","test_only_project_mapping_not_human_validated","False","2142-48","2149","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","unique_cleaned_preferred_label","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_preferred_label","1","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333","http://data.europa.eu/esco/occupation/0cca32c2-9308-4927-adb2-14771ab787f0","M214204","214204","Quantity Surveyor","https://emasco.mohr.gov.my/masco/2142-04","2020","exact_normalized_title","high","333","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","close_match","high","M214204","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M214301","Environmental Engineer","214301","2143","2143.1","environmental engineer","http://data.europa.eu/esco/occupation/ac1fc6a9-70d2-475c-8fa0-82ef83830968","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","test_only_project_mapping_not_human_validated","False","2143-01","2143","","","","2143.1","unique_exact_preferred_title_same_isco_group","retained_mapping","project_close_match","unique_cleaned_preferred_label","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_preferred_label","1","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334","http://data.europa.eu/esco/occupation/ac1fc6a9-70d2-475c-8fa0-82ef83830968","M214301","214301","Environmental Engineer","https://emasco.mohr.gov.my/masco/2143-01","2020","exact_normalized_title","high","334","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","close_match","high","M214301","True","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M214305","Environmental Analyst","214305","2143","2133.7","environmental scientist","http://data.europa.eu/esco/occupation/11d72bd6-779a-4643-9962-313833740094","broader_proxy","medium","Environmental data, research and compliance analysis; source does not primarily describe engineering design.","test_only_project_mapping_not_human_validated","False","2143-05","2133","","","","2143.1","unique_exact_alternate_title_same_isco_group","corrected_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.772727","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334","http://data.europa.eu/esco/occupation/11d72bd6-779a-4643-9962-313833740094","M214302","214302","Environmental Analyst","https://emasco.mohr.gov.my/masco/2143-02","2020","exact_normalized_title","high","334","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","broader_proxy","medium","M214302","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M214402","Mechanical Engineer","214402","2144","2144.1","mechanical engineer","http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","test_only_project_mapping_not_human_validated","False","2144-02","2144","","","","2144.1","unique_exact_preferred_title_same_isco_group","retained_mapping","project_close_match","unique_cleaned_preferred_label","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_preferred_label","1","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334","http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644","M214401","214401","Mechanical Engineer","https://emasco.mohr.gov.my/masco/2144-01","2020","exact_normalized_title","high","334","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","close_match","high","M214401","True","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M214404","Lift Engineer","214404","2144","7412.7","lift technician","http://data.europa.eu/esco/occupation/f8d1bcf9-9ca1-408f-a713-7bdf28c400fd","partial_proxy","low","Lift installation and technical service; engineering design versus technician scope needs review.","test_only_project_mapping_not_human_validated","False","2144-04","7412","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_alternate_label","1","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334","http://data.europa.eu/esco/occupation/f8d1bcf9-9ca1-408f-a713-7bdf28c400fd","M214402","214402","Lift Engineer","https://emasco.mohr.gov.my/masco/2144-02","2020","exact_normalized_title","high","334","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","partial_proxy","low","M214402","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M214413","Internal Combustion Engine Engineer","214413","2144","2144.1","mechanical engineer","http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644","inherited_test_proxy","medium","Inherited current-role ESCO assignment, not independently revalidated for this MASCO 2020 identity. Same internal-combustion-engine engineering occupation; current competent-person qualification is provenance, not an invented 2020 qualification. Original rationale: Mechanical engineering; engine or technologist specialization is absent.","test_only_project_mapping_not_human_validated","False","2144-13","2144","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.528302","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334","http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644","M214403","214403","Competent Person (CP) - Internal Combustion Engine Engineer","https://emasco.mohr.gov.my/masco/2144-03","2020","reviewed_functional_equivalent","medium","334","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","broader_proxy","medium","M214403","True","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M214436","Welding Engineer","214436","2144","2144.1.23","welding engineer","http://data.europa.eu/esco/occupation/16cb1f72-3d8c-4404-84ec-9c31fbd7c86c","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","test_only_project_mapping_not_human_validated","False","2144-36","2144","","","","2144.1.23","unique_exact_preferred_title_same_isco_group","retained_mapping","project_close_match","unique_cleaned_preferred_label","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_preferred_label","1","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334","http://data.europa.eu/esco/occupation/16cb1f72-3d8c-4404-84ec-9c31fbd7c86c","M214404","214404","Welding Engineer","https://emasco.mohr.gov.my/masco/2144-04","2020","exact_normalized_title","high","334","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","close_match","high","M214404","True","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M214443","Engineering Technologist","214443","2144","2144.1","mechanical engineer","http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644","broader_proxy","medium","Mechanical engineering; engine or technologist specialization is absent.","test_only_project_mapping_not_human_validated","False","2144-43","2144","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.631579","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334","http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644","M214405","214405","Engineering Technologist","https://emasco.mohr.gov.my/masco/2144-05","2020","exact_normalized_title","high","334","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","broader_proxy","medium","M214405","True","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M214458","Robotic Technologist","214458","2144","3119.2.1","robotics engineering technician","http://data.europa.eu/esco/occupation/7833d5cd-873d-4fdd-b2f8-9762d68494a7","close_match","medium","Robotics engineering technology.","test_only_project_mapping_not_human_validated","False","2144-58","3119","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.97561","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=335","http://data.europa.eu/esco/occupation/7833d5cd-873d-4fdd-b2f8-9762d68494a7","M214406","214406","Robotic Technologist","https://emasco.mohr.gov.my/masco/2144-06","2020","exact_normalized_title","high","335","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=335","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","close_match","medium","M214406","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
