role_id,skill_id,skill_name,skill_type,importance
M121106,f60c9e52-95fc-4ca1-a73c-18a491153b63,Make Strategic Business Decisions,technical,100
M121106,f780a6ad-b01e-4c35-9746-af8fc0c5ad06,Apply Crisis Management,technical,100
M121106,fce3268c-c944-4a5f-8b9c-034a72d5df13,Types of Insurance,technical,100
M131111,079079fd-7918-491b-8302-34bec3e10d5d,Respond to Visitor Complaints,technical,100
M131111,1c34d5c8-68d9-4cb2-9a38-5ca95652bf86,Organise Zoological Exhibitions,technical,100
M131111,21c5790c-0930-4d74-b3b0-84caf5af12ea,Manage Budgets,technical,100
M131111,27e8f919-3ae1-42fc-b1e0-7d8f9ed972a7,Zoo Regulations,technical,100
M131111,2de4572a-4724-4f76-afc2-72a568a264ac,Speak Different Languages,technical,100
M131111,3e56a2b6-6316-4de9-9a56-e5f87359ca72,Zoo Community,technical,100
M131111,3f24d74c-a8b6-425e-b197-85757cf657da,Develop Visitor Engagement Strategies,technical,100
M131111,478e8a68-eda7-4c1a-9fc3-32ef14c7d40a,Read Zoo Reports,technical,100
M131111,6c870993-9341-438b-91c0-c7fe4f96d8f5,Apply Strategic Thinking,technical,100
M131111,6f5850ea-5785-4e2c-b062-743066fd5bdb,Environmental Legislation,technical,100
M131111,75e48971-3242-4ea5-a1ba-4deec48ad41c,Manage Teamwork,technical,100
M131111,936bac96-56cf-4a5a-a693-3cf69715c06e,Oversee Animal Management,technical,100
M131111,953445c0-4770-4be0-91cf-270a64c0e297,Implement Strategic Management,technical,100
M131111,cd5efa8c-e44d-4cbc-91c6-796018dbed68,Perform Project Management,technical,100
M131111,dc9a236c-c640-43c3-812f-269403591edb,Customer Relationship Management,technical,100
M131111,dffed0c4-0de5-437c-90d6-a1619eacc05e,Speak About Your Work in Public,technical,100
M131111,e25a23f4-c956-4d04-88f0-116157fd0726,Work Effectively with Animal-Related Organisations,technical,100
M131111,f120ad8f-dab4-4fa5-bbd8-b031d60cbfbf,Manage Zoo Staff,technical,100
M131111,f35fa66a-32bd-4be2-be62-786ba5ade441,Zoo Exhibit Design,technical,100
M131114,118796d8-28a3-4865-bcd0-d037f4abcc0f,Coordinate Greenhouse Environment,technical,100
M131114,14026826-61f5-4476-a217-4e4d62e86b4f,Quality Criteria for Storage Facilities,technical,100
M131114,188ad0ce-1703-4d41-801b-201d739aeede,Maintain Storage Facilities,technical,100
M131114,237db40b-4600-47c0-837f-4a2c4f3014ab,Project Management Principles,technical,100
M131114,2e4e8114-e579-453d-918e-b0262818ab76,Harvest Crop,technical,100
M131114,3419fac9-575d-4492-a018-edff6f4dae26,Environmental Legislation in Agriculture and Forestry,technical,100
M131114,44e5dcba-0731-493b-848f-a7d2a256ba8e,Supervise Horticultural Crews,technical,100
M131114,4ca83b9d-afa0-49f8-b7af-e4e6a42ad299,Crop Production Principles,technical,100
M131114,5a8d4d8c-ff64-4f82-945e-ec6f56e05cbe,Supervise Hygiene Procedures in Agricultural Settings,technical,100
M131114,624fd970-2877-4290-9c01-0dedd5735bfe,Greenhouse Types,technical,100
M131114,6c1143b7-1a4c-49ba-849a-ae328673e566,Soil Structure,technical,100
M131114,6dc2dfac-3e21-44dd-a71c-9a1c8fe2514c,Make Independent Operating Decisions,technical,100
M131114,70f89c90-0290-4fbb-a91a-d433a5f28b15,Monitor Fields,technical,100
M131114,73997f48-cd9d-4724-872d-86ecbb2ed9a2,Plant Species,technical,100
M131114,798d427e-51b3-4cd4-8b24-1357015e9ae7,Optimise Production,technical,100
M131114,7b3717e4-e963-44e0-b94f-1088a7242da0,Nurse Plants,technical,100
M131114,81f53835-1dfe-4819-8bc1-01d9b647add8,Types of Storage Facilities,technical,100
M131114,844e9480-7aef-49f6-9260-d88c27249241,Propagate Plants,technical,100
M131114,92721092-fe7c-4689-96bd-4f02385bc0e7,Manage Contracts,technical,100
M131114,94812554-043f-4ffd-838e-583eccf3e297,Watering Principles,technical,100
M131114,949fe489-274a-4ce5-8c00-334b46b144e3,Operate Horticulture Equipment,technical,100
M131114,9b115fce-f6ee-4d20-96f5-847fc6b11c6b,Maintain the Greenhouse,technical,100
M131114,9d75efb9-0c77-4f86-b5e7-99100808564a,Pest Control in Plants,technical,100
M131114,a5f836cc-7e6d-4f3d-a7ee-0146ebb84260,Create Soil and Plant Improvement Programmes,technical,100
M131114,a8f1c3cf-bd8b-4c85-80d3-c69955f6bd00,Pruning Techniques,technical,100
M131114,af9b6098-7d2f-4990-b4eb-d7dd73fdb933,Prune Plants,technical,100
M131114,b4db1a85-2488-4dc9-bd53-3dcb3f9deac7,Fertilisation Principles,technical,100
M131114,b8931778-5f34-41a3-8200-b52357f70e74,Plant Harvest Methods,technical,100
M131114,b9f621b2-fecb-417c-98ca-802cbf0ba0b9,Store Crops,technical,100
M131114,c5f255ef-02d3-4ab0-a652-2bf055d1d493,Grow Plants,technical,100
M131114,d5145a9a-602e-40bf-b3e1-f04cf9c3ef86,Leadership Principles,technical,100
M131114,dcb01a4f-720a-480f-b61a-11a1286d56f3,Horticulture Principles,technical,100
M131114,e1479957-1606-4dbd-90f7-4c46c615936c,Prepare Planting Area,technical,100
M131114,e693138a-842f-4d9f-9aa5-bf515605c359,Ensure Soil Fertility,technical,100
M131114,e85cff6b-ee0e-4106-98f0-b57b39a2ea3f,Execute Disease and Pest Control Activities,technical,100
M131114,f2f463e5-2382-49cb-8199-e7e043d868df,Health and Safety Regulations,technical,100
M131114,f36dff27-a70e-4c23-b2de-e2dffe84adbf,Plant Propagation,technical,100
M131114,f675d28f-9e1f-4938-ae49-c1d07f902fed,Store Products,technical,100
M131114,f8460277-3c9a-4be4-b203-600a2a295f47,Plant Disease Control,technical,100
M131114,fdc388ba-c8f4-4455-a55f-ffdf29b05f5f,Use Agricultural Information Systems and Databases,digital,100
M131114,fe82195e-af26-4156-b554-c724b28fb2fb,Pruning Types,technical,100
M131202,0524a62d-96bb-45f5-b7c6-baacbef31af9,Fish Grading,technical,100
M131202,0a43729f-2a79-4dae-9faa-95520daae79f,Apply Company Policies,technical,100
M131202,1ba35185-09cc-4b54-a3c5-57b87be4d9d1,Compare Production Forecasts with Actual Results,technical,100
M131202,20cafa47-c3e5-4ab6-83dc-f948183a38fc,Fishing Industry,technical,100
M131202,2234f499-aae9-4a7a-9d41-3aaa5cd98c07,Plan Aquatic Resources Feeding Regimes,technical,100
M131202,29d37533-c151-40a2-82f1-7f65f2548f6e,Fish Harvesting Methods,technical,100
M131202,2a2e85d7-75cc-40b4-8a34-82277d72eb84,Supervise Waste Disposal,technical,100
M131202,31032902-0909-44ac-a8e7-b6b1d5f52149,Manage a Small-to-Medium Business,technical,100
M131202,49212efd-acf0-4257-a011-e07c9e369ecf,Animal Welfare Legislation,technical,100
M131202,4ba6ac71-22ca-4e65-8aaa-7a065fc3deda,Aquaculture Reproduction,technical,100
M131202,6c6da46c-c939-488c-8055-006b11d4ed1a,Monitor the Use of Resources in Production,technical,100
M131202,6f5850ea-5785-4e2c-b062-743066fd5bdb,Environmental Legislation,technical,100
M131202,7376894b-6c71-495c-bbe4-8b373f2ec5a6,Fish Biology,technical,100
M131202,7493634f-30ea-4f2f-8fd4-c78b4a309bf7,Fresh Water Ecosystems,technical,100
M131202,75e48971-3242-4ea5-a1ba-4deec48ad41c,Manage Teamwork,technical,100
M131202,834b8673-1498-4423-b748-7bb6dc312169,Manage Aquatic Resources Stock Production,technical,100
M131202,8c3e63aa-b645-4fc7-ae8a-823dea0930bd,Shellfish Cultivation Systems,technical,100
M131202,918f5211-b99f-4b29-9a34-6e475583ef55,Write Work-Related Reports,technical,100
M131202,9a0c96a2-8ffb-4384-b9e8-8928e7f86e23,Control Aquatic Production Environment,technical,100
M131202,9fc8af29-f33f-4e80-8a23-11e258c910ab,Rates of Growth Assessment,technical,100
M131202,a0b6f2b8-0f41-420d-9d7b-942026f83b50,Aquaculture Production Planning Software,digital,100
M131202,a30bc8c8-1d7a-4629-82fc-24a0c07a30a2,Develop Stock Health Programmes,technical,100
M131202,a3ff9653-a07e-428b-9ae8-1af2f864cae8,Design Principles of Containment Systems,technical,100
M131202,ab1f5998-7ee8-4123-a420-7e96fb8de143,Develop Management Plans to Reduce Risks in Aquaculture,technical,100
M131202,ab927ee8-acd9-41c2-aef0-2020364a1003,Principles of Insurance,technical,100
M131202,acf62e14-76eb-4ada-bb09-7570006f4d59,Deliver Aquatic Products to Customer Specifications,technical,100
M131202,b229114a-01d3-46f3-95db-d71230ea085a,Implement Contingency Plans for Escapees,technical,100
M131202,c16a14d7-55f2-4505-ae72-de7a9b3cd7e0,Monitor Growth Rates of Cultivated Fish Species,technical,100
M131202,c5e3bd7d-670b-4579-beab-a2c66e72e9b5,Quality Standards Applicable to Aquaculture Products,technical,100
M131202,c96c2080-1654-4787-a2bf-895d0adc31c9,Escapee Contingency Plans,technical,100
M131202,ca2a7a85-43cf-43c0-b703-f18fed7dfba5,Husbandry and Harvesting Effects on Aquatic Resources,technical,100
M131202,cd5efa8c-e44d-4cbc-91c6-796018dbed68,Perform Project Management,technical,100
M131202,d483ae95-5f25-4601-ba97-113bbb7a31b0,Monitor the Farm Environmental Management Plan,technical,100
M131202,d62755fd-2b38-45b8-aed6-22b4cb36f8c8,Supervise Aquaculture Facilities,technical,100
M131202,e71e0f4d-4ae7-42c9-bf71-ca5126727477,Treat Fish Diseases,technical,100
M131202,f17a8366-5d5d-44b1-9cc8-94c605ef9b8e,Ensure Aquaculture Personnel Health and Safety,technical,100
M131202,f49df8e2-f451-49aa-9aa9-b21b2afdbb87,Biosecurity,technical,100
M131202,fcc29203-1f8d-4c54-90ee-78cb18467695,Supervise Waste Water Treatments,technical,100
M131202,fd199f25-cb19-4195-9cc4-dd34746ce3f3,Provide on-Site Training in Aquaculture Facilities,technical,100
M132104,0dc8813a-cebd-4a42-acc8-9a7c4e6e3663,Test Procedures in Electricity Transmission,technical,100
M132104,0e8d16c9-e2db-4862-ac06-1567f01ef806,Building Systems Monitoring Technology,digital,100
M132104,2179e0fd-7431-41a3-bbf4-76451c615ce2,Inspect Electrical Supplies,technical,100
M132104,2206af0c-3deb-48c5-a544-b9983d347da3,Answer Requests for Quotation,technical,100
M132104,2bbdea06-a265-42b5-bb4f-7241b661f069,Electromechanics,technical,100
M132104,3892f2ff-714e-4201-823d-5d6fc5bab621,Check Compatibility of Materials,technical,100
M132104,44e2c4c4-9fd2-42d4-a133-d81360ded4bc,Manage Health and Safety Standards,technical,100
M132104,44f6a65f-6be7-4818-9a66-73908797283f,Monitor Stock Level,technical,100
M132104,4fa2d6ba-4fff-4f21-bddd-4a54ae840955,Work in a Construction Team,technical,100
M132104,50f2d23c-b3fb-48a5-967b-14fd0a6dd205,Inspect Construction Supplies,technical,100
M132104,6181f475-110c-497c-a46d-ed2e14e7bc90,Ensure Compliance with Construction Project Deadline,technical,100
M132104,69f23426-9279-4fe6-a283-24c2aa4c855d,Ensure Equipment Availability,technical,100
M132104,7c05199f-7b03-4a4a-afee-7c9dfcf9066a,Plan Resource Allocation,technical,100
M132104,85aa1871-db96-42f7-801f-c39f924de2d7,Plan Shifts of Employees,technical,100
M132104,86df7af2-f9f3-4c06-a500-7f1fba9e78fe,Follow Health and Safety Procedures in Construction,technical,100
M132104,8a98707e-b2ee-48fe-9f36-e47e3555ecf7,Evaluate Employees Work,technical,100
M132104,95c35c3a-035f-47c2-90cf-7e934d20fc08,Electronics,digital,100
M132104,9601b2a8-68e4-4906-9306-a23679b8f0b0,Supervise Staff,technical,100
M132104,9f1bd2a4-91af-4b60-aeb3-0fe1f4434966,Order Construction Supplies,technical,100
M132104,a3e0224a-c952-4b4e-b664-d7186f62715b,Process Incoming Construction Supplies,technical,100
M132104,baf501a8-f0fe-4ad7-9b69-8e920fa1a87b,Test Electronic Units,technical,100
M132104,be7c80ee-0b7a-455c-8928-055cfa65076c,React to Events in Time-Critical Environments,technical,100
M132104,c643e59b-d74c-4f44-b76e-6e1d96c05ec4,Use Safety Equipment in Construction,technical,100
M132104,c8ac1986-38fa-43b2-89dc-50a4beeb420e,Electricity,technical,100
M132104,ccfbdaad-b91d-4bfe-bd0e-d30b33587f19,Keep Records of Work Progress,technical,100
M132104,d15e92c4-c8dc-48cd-a1f6-94fe13347f87,Electrical Wiring Plans,technical,100
M132104,f14ff4b7-be1e-4b55-b39b-520005f8a97e,Liaise with Managers,technical,100
M132109,020b3c27-bae1-4b85-9d6f-eccee0f5ed99,Manage Supplies,technical,100
M132109,05c00631-b864-4842-b47e-06710c197c7a,Coordinate Manufacturing Production Activities,technical,100
M132109,12c7b323-d870-4f5b-9d7d-d9f525206d77,Production Processes,technical,100
M132109,21c5790c-0930-4d74-b3b0-84caf5af12ea,Manage Budgets,technical,100
M132109,28ad7c97-9fb3-4b1d-846a-654e529ab8ac,Sustainable Manufacturing,technical,100
M132109,2a2fa8e8-aaf3-4abf-a60b-af6415f1c6d4,Strive for Company Growth,technical,100
M132109,2a778aeb-f246-4f03-9a96-c60183001037,Schedule Production,technical,100
M132109,339ac029-066a-4985-9f9d-b3d7c8fea0bb,Manage Staff,technical,100
M132109,37520413-563e-4d99-a14c-1c6dca3cf833,Create Manufacturing Guidelines,technical,100
M132109,3786b61f-f22e-48d1-af8d-ad4c354534db,Manufacturing Processes,technical,100
M132109,435d1751-8667-41ec-8b32-865b7cd3c684,Manage Production Enterprise,technical,100
M132109,46e1b714-94f4-462d-88e6-31f442708812,Define Manufacturing Quality Criteria,technical,100
M132109,764db027-9063-4468-acb3-c73ecfc76f35,Develop Manufacturing Policies,technical,100
M132109,798d427e-51b3-4cd4-8b24-1357015e9ae7,Optimise Production,technical,100
M132109,7d0f33ea-e724-4d77-8b75-ee4fe66bb9ba,Plan Manufacturing Processes,technical,100
M132109,82fea746-853f-4f1b-8ab7-55de8619cccd,Lean Manufacturing,technical,100
M132109,91abe492-18be-4cce-93c7-0dca07072363,Meet Deadlines,technical,100
M132109,aa238394-8126-4ada-be2f-9dfe065cf314,Adhere to Organisational Guidelines,technical,100
M132109,b3a75400-103f-42c7-b742-be11d161d05b,Manage Production Systems,digital,100
M132109,f1b5800e-b763-4740-9586-3fef30568e81,Analyse Production Processes for Improvement,technical,100
M132109,f5f5b244-6cea-4fbc-8a50-8f712791bc09,Follow Company Standards,technical,100
M151108,1e7ed56a-6d6b-422f-962e-38543d150755,Manage Changes in ICT System,digital,100
M151108,21c5790c-0930-4d74-b3b0-84caf5af12ea,Manage Budgets,technical,100
M151108,248894d1-42dc-474f-af6e-2da52ac0c679,Define Technology Strategy,technical,100
M151108,2c28fc20-8a60-4311-8899-5ef8729c05b3,Design Process,digital,100
M151108,2d140a3a-45a6-4248-80dd-b3760ebc9cc6,Operations Management,technical,100
M151108,2fb8480e-de3c-462b-b169-e8bbb344da68,Innovation Processes,technical,100
M151108,339ac029-066a-4985-9f9d-b3d7c8fea0bb,Manage Staff,technical,100
M151108,397da142-ab35-48fe-b154-7c38f447adfb,Digital Systems,digital,100
M151108,3cd35f5d-ce6d-4f14-9a09-53d7a28d834c,Maintain Relationship with Suppliers,technical,100
M151108,415abd43-e8e5-4643-b5da-5f11307af57a,Use Different Communication Channels,technical,100
M151108,5d34adde-0b78-42b4-9d3d-69e9388d8398,Oversee Quality Control,technical,100
M151108,6430eb0d-c6de-46b7-a7fc-3dd2e8e62a69,Use ICT Ticketing System,digital,100
M151108,751941a0-5645-4f8b-b97e-b252909d5edb,Develop ICT Workflow,digital,100
M151108,75b30aeb-34c0-40f4-b77d-271d75a98b14,Improve Business Processes,technical,100
M151108,7f0b1a66-ebaf-4c8a-b606-4c1844eb692e,Attend to ICT Systems Quality,digital,100
M151108,8dcbcabe-09f7-4d11-940d-125af57bbc40,Track Key Performance Indicators,technical,100
M151108,cd5efa8c-e44d-4cbc-91c6-796018dbed68,Perform Project Management,technical,100
M151108,e54ff029-1ce9-447d-a5b2-eb7283a23e6e,Train Employees,technical,100
M151119,05bc7677-5a64-4e0c-ade3-0140348d4125,Organise Rehearsals,technical,100
M151119,271a36a0-bc7a-43a9-ad29-0a3f3cac4e57,Write Risk Assessment on Performing Arts Production,technical,100
M151119,47ed1d37-971b-472c-86be-26f893991274,Coordinate with Creative Departments,technical,100
M151119,591dd514-735b-46e4-a28d-3a4c42f49b72,Adapt to Artists' Creative Demands,technical,100
M151119,860be36a-d19b-4ba8-ae74-bc61b9f0bf63,Negotiate Health and Safety Issues with Third Parties,technical,100
M151119,892f8e2f-189a-41d5-a4b6-b8e2afb99974,Adapt Designers’ Work to the Performance Venue,technical,100
M151119,93a68dcb-3dc6-4dbe-b196-f6d212228a50,Promote Health and Safety,technical,100
M151119,f64fe2c2-d090-4e91-ba74-1355d96b9bca,Coordinate Technical Teams in Artistic Productions,technical,100
M151119,fed5b267-73fa-461d-9f69-827c78beb39d,Theatre Techniques,technical,100
M151124,0cc9c234-f817-4f4c-908a-4d28fe3b0f4a,Coach Employees,technical,100
M151124,0daaf096-1639-461c-bf1a-bbeea77e6b67,Internal Risk Management Policy,digital,100
M151124,0ee94af1-b445-4973-9c3f-459fab250342,Apply Conflict Management,technical,100
M151124,1dd23dba-dd00-45ab-abf4-642902538317,Perform Risk Analysis,technical,100
M151124,21c5790c-0930-4d74-b3b0-84caf5af12ea,Manage Budgets,technical,100
M151124,21fecc8a-392e-49ce-ac26-fb0696ccfead,Create Project Specifications,technical,100
M151124,22902bf9-cc3f-495b-811a-c441e28e23f6,Manage Project Information,technical,100
M151124,248894d1-42dc-474f-af6e-2da52ac0c679,Define Technology Strategy,technical,100
M151124,339ac029-066a-4985-9f9d-b3d7c8fea0bb,Manage Staff,technical,100
M151124,3c76296d-4bbd-44ba-8eaa-95bf275f79b7,Manage ICT Project,technical,100
M151124,48b68726-0fd6-4e03-a5eb-82236516ee7a,Provide Cost Benefit Analysis Reports,technical,100
M151124,496932f1-0b6b-4f73-9432-d95c7ddcd43b,Recruit Employees,technical,100
M151124,4df7a57a-9405-4995-8e02-4ca404832247,Manage Project Changes,technical,100
M151124,5da3c765-10a3-49eb-934c-ec401ceb1a34,Analyse Business Plans,technical,100
M151124,8300443c-c793-4102-bff5-aa917a0cb39f,Define Roadmap for Blockchain in Applications,digital,100
M151124,8d4271ca-c9fd-40b3-875f-15f78332a49e,Quality Standards,technical,100
M151124,93b22bbf-ece1-4e2d-8d47-0c9392c5a4fd,Develop Blockchain Technology,digital,100
M151124,94dd823c-148e-4614-a6e8-99249b16357d,ICT Project Management,digital,100
M151124,b9bf9e17-ae47-417b-bbb1-e8b7c263ccac,Identify Legal Requirements,technical,100
M151124,bec4359e-cb92-468f-a997-8fb28e32fba9,ICT Project Management Methodologies,digital,100
M151124,cd5efa8c-e44d-4cbc-91c6-796018dbed68,Perform Project Management,technical,100
M151124,dc72ad0a-c5dc-4abd-bc0d-ca43e82162e1,Build Business Relationships,technical,100
M151124,e207163b-7963-4c3e-9494-7a4bb000211b,Estimate Duration of Work,technical,100
M151124,e54ff029-1ce9-447d-a5b2-eb7283a23e6e,Train Employees,technical,100
M151124,f5dd06b8-5d17-4932-9d03-957d0c4f5051,Perform Resource Planning,technical,100
M151124,fc94266b-322d-4f1d-87a0-03f999e72344,Blockchain Mining Principles,digital,100
M161202,0450eaee-1a00-4622-8f4e-5356fce816d2,Hygiene in a Health Care Setting,technical,100
M161202,049c8caf-dd12-45fc-9bfa-b64051f32a19,Respond to Changing Situations in Health Care,technical,100
M161202,092f44f6-8631-460c-a862-f79f5c15dc03,Delegate Emergency Care,technical,100
M161202,097098fc-6d89-44e9-9305-98ac5c0a78ac,Educate on the Prevention of Illness,technical,100
M161202,0b5aaee4-c948-4853-bf8d-b9cd6c4917ee,Inform Policy Makers on Health-Related Challenges,technical,100
M161202,1023ac61-250f-4eef-b7a9-238cf071685f,Provide Professional Care in Nursing,technical,100
M161202,13724e7d-b946-4773-915e-9621340237bc,Contribute to Continuity of Health Care,technical,100
M161202,16636767-c215-4cf0-b126-e144fea20926,Use E-Health and Mobile Health Technologies,digital,100
M161202,1709f408-9965-489b-9805-8e1e5d9e483b,Health Care Legislation,technical,100
M161202,1b3370df-c280-470c-ac35-951f42ca8b19,Promote a Positive Image of Nursing,technical,100
M161202,1d4b74b0-1a48-48ec-a3cd-26cca0c212a3,Biological Chemistry,technical,100
M161202,2475cd27-8d6c-4318-a364-21395b23acba,Empathise with the Healthcare User,technical,100
M161202,27a638bc-6362-45f8-afce-5596a606269b,Impact of Social Contexts on Health,technical,100
M161202,2b1ce548-4e16-45fb-bfb2-f3141c8efe8d,Patient Autonomy,technical,100
M161202,2d6904db-9e16-42a5-bc12-c5acb8bfab18,Safe Management of Medicines,technical,100
M161202,441707bb-9ad3-406c-9975-a6bec96f537b,"Empower Individuals, Families and Groups",technical,100
M161202,46003629-a579-4d0a-b3ea-80ef890699d6,Diagnose Nursing Care,technical,100
M161202,4be3c34e-47ba-4881-ac74-8bd244e0b04c,Participate in Health Personnel Training,technical,100
M161202,4f7b14d8-f09c-49f7-abae-231e8c210e07,General Medicine,technical,100
M161202,508f3b4c-799a-4742-b3ae-75f2ff11153d,Surgery,technical,100
M161202,516e324b-03fc-4d3b-9986-e46e9834cd43,Implement Fundamentals of Nursing,technical,100
M161202,51e53aff-6f8a-42ca-9cb9-47335130f4d7,Human Physiology,technical,100
M161202,51e79cb4-fab3-404c-88f3-cd4a1bd5879e,Deal with Emergency Care Situations,technical,100
M161202,52047630-b880-4939-bb19-6700187af031,Adolescence Medicine,technical,100
M161202,52c19dc8-651f-4095-98fe-dcb2799d702e,Geriatrics,technical,100
M161202,54411e8e-d62f-46d8-b87b-fce23f8e3bc8,Disability Care,technical,100
M161202,572c3e87-61ed-4271-9c95-148837deae5e,Citizen Involvement in Healthcare,technical,100
M161202,5cc97a45-69fc-4f37-a973-402d5ac561ac,Initiate Life Preserving Measures,technical,100
M161202,5ff6f551-f2a4-4cef-a72d-e81116155a43,Newborn Care,technical,100
M161202,6063652e-22c4-472e-bb96-6e5ec1e7c5de,Provide Nursing Advice on Healthcare,technical,100
M161202,60b2dd49-c677-4f47-816e-aff3b577e113,Provide Health Education,technical,100
M161202,60c544c9-0815-479c-bcec-93c7891815ea,Pharmacology,technical,100
M161202,646d871b-4503-4dc8-a076-06d7085e4cde,Promote Human Rights,technical,100
M161202,6acf652c-33b2-4e28-8f79-1e553f255229,Plan Nursing Care,technical,100
M161202,6c3e28d6-e3cc-4b25-a5da-a0dce043cf17,Manage Information in Health Care,technical,100
M161202,6d13053b-ee35-492c-8976-8178420df398,Infection Control,technical,100
M161202,7110bf9f-b245-4adc-9159-5081013fd64d,Communicate in Healthcare,technical,100
M161202,71480db1-a706-47f9-952f-bdc5036e3df3,Coordinate Care,technical,100
M161202,76395873-7fe2-4f9a-b4b6-9932f8cbd0b4,Follow Clinical Guidelines,technical,100
M161202,78de3e5f-e3ea-4da2-aa09-3704d03ba622,Advise on Healthy Lifestyles,technical,100
M161202,79c012c7-4b09-497e-8152-e73e5d1d3384,Adapt Leadership Styles in Healthcare,technical,100
M161202,7a63f944-6948-4ae4-9c1f-d08e492535c9,Apply Person-Centred Care,technical,100
M161202,8168333b-8257-48f6-82c5-6b5128c21ecc,Person Centred Care,technical,100
M161202,81b6d428-028b-4bf5-89a2-5e5cb4a8c444,Provide Stroke Rehabilitation Services,technical,100
M161202,8232979d-6aa4-40c9-a12b-5152a52a76b8,Advise on Healthcare Users' Informed Consent,technical,100
M161202,848c6821-5578-4104-9060-f1bf75bb3a80,Provide Comprehensive Care for Patients with Surgical Conditions,technical,100
M161202,8671290a-ab17-42c2-9114-adcb741e7257,Paediatrics,technical,100
M161202,8881a9c2-bd07-4954-bf27-c1f8acca9af0,Sociology,technical,100
M161202,8b3aefd2-5021-418f-b069-828fb7abc598,Nursing Principles,technical,100
M161202,8bd49d04-ab2f-4333-b5d9-12d716e4e2f6,Resuscitation,technical,100
M161202,8e0bfbba-6e9d-48e0-b152-2cc949e5022a,Implement Scientific Decision Making in Healthcare,technical,100
M161202,9570e84e-6699-4c9f-9a12-7bc82d53a231,Public Health,technical,100
M161202,98eb1f3b-3480-416b-bd4b-811946f7e347,Comply with Quality Standards Related to Healthcare Practice,technical,100
M161202,9b9244b4-6f62-4834-839b-19e9eba0a407,Acute Care,technical,100
M161202,9c1e94ad-6c81-4fce-bc16-f7cf2e730cf0,Primary Care,technical,100
M161202,9ec4252d-cbe8-4134-88fa-549dee1883f3,Human Anatomy,technical,100
M161202,9fcf9918-fdef-49c3-aedc-518eb1e7e1f5,Comply with Legislation Related to Health Care,technical,100
M161202,a117f32c-662b-4dd9-b739-1230dd04cb60,Pedagogy,technical,100
M161202,a17286c5-238d-4f0b-bc24-29e9121345de,Listen Actively,technical,100
M161202,a28e8141-89ee-4b24-a3bb-1aebcc56c72d,Apply Nursing Care in Long-Term Care,technical,100
M161202,a32e7fb1-af9e-4c09-8ea7-72b7442e9cda,Solve Problems in Healthcare,technical,100
M161202,a46743b7-ff8c-49b6-99f7-7fa5bc241771,Use Electronic Health Records in Nursing,digital,100
M161202,a8d24a95-47b3-4f88-92e7-06600bcd3612,Manage Personal Professional Development,technical,100
M161202,aa238394-8126-4ada-be2f-9dfe065cf314,Adhere to Organisational Guidelines,technical,100
M161202,ae965e49-06f1-442f-87bf-e48fc1e1d8b6,Analyse Quality of Nurse Care,technical,100
M161202,b55f61a4-5f9e-4741-ba95-9ac04b64119b,Work in a Multicultural Environment in Health Care,technical,100
