role_id,skill_id,skill_name,skill_type,importance
M122301,4f5c1208-62fd-4e5a-a51e-306c06947e11,manage findable accessible interoperable and reusable data,skill/competence,50
M122301,518dc04d-092d-4fa1-bd82-88b7a9278ef7,manage intellectual property rights,skill/competence,100
M122301,da930e2f-6047-4616-a598-bba8ecef3039,manage open publications,skill/competence,50
M122301,a8d24a95-47b3-4f88-92e7-06600bcd3612,manage personal professional development,skill/competence,100
M122301,b7a03115-41c9-4167-a0b6-7e40cf0fd607,manage product testing,skill/competence,50
M122301,d5dbc342-8e39-4998-8237-ebbe05a381ce,manage research and development projects,skill/competence,100
M122301,08b04e53-ed25-41a2-9f90-0b9cd939ba3d,manage research data,skill/competence,50
M122301,339ac029-066a-4985-9f9d-b3d7c8fea0bb,manage staff,skill/competence,100
M122301,8770350e-746f-4adb-9556-18ca68104be6,market research,knowledge,100
M122301,5bbaa0e6-0fd7-4df2-9db7-34f78b40dc34,marketing management,knowledge,50
M122301,de03f4fd-c147-4477-a048-7109e5ba2d6f,marketing principles,knowledge,100
M122301,a584a638-a2c0-4b3c-bdf3-a64f87225be9,mentor individuals,skill/competence,50
M122301,d2c81ad1-2439-43cf-9c63-204187b8f771,mitigate waste of resources,skill/competence,100
M122301,2b34764d-637c-48f5-aa70-31e15c965db6,operate open source software,skill/competence,50
M122301,fe39d4db-4cb5-4299-bb9f-896c8fd6ab13,perform market research,skill/competence,100
M122301,cd5efa8c-e44d-4cbc-91c6-796018dbed68,perform project management,skill/competence,100
M122301,4fabca9a-7435-4f33-b1da-3cdb00340fdc,perform scientific research,skill/competence,50
M122301,29fb886c-6be0-4e93-9ea1-232881f2092a,plan product management,skill/competence,50
M122301,7111b95d-0ce3-441a-9d92-4c75d05c4388,project management,knowledge,100
M122301,872a1632-f1db-4feb-bb27-0a6a359b7591,promote open innovation in research,skill/competence,50
M122301,fa642fc3-5cc5-41cf-8926-6617a8b976a7,promote the participation of citizens in scientific and research activities,skill/competence,50
M122301,988f4ac3-a37c-4b0a-a40f-4e0e56b5919e,promote the transfer of knowledge,skill/competence,50
M122301,d4cc5022-7801-4885-bcff-166552788d35,provide improvement strategies,skill/competence,50
M122301,979cf728-896f-4f2c-8fa8-2698ca0d4930,publish academic research,skill/competence,50
M122301,c544a9f3-5945-4b54-afed-de0697852817,report analysis results,skill/competence,100
M122301,1a4fdd0e-2cbe-4b77-aa6e-e46efc181b76,represent the organisation,skill/competence,100
M122301,6eff134b-e34f-4d6e-a6e8-5e47cf2228d0,risk management,knowledge,50
M122301,e7219848-a27a-4bf4-8775-d367707be7c9,sales strategies,knowledge,50
M122301,f975091a-e5a5-4472-ac17-11680e53e98f,seek innovation in current practices,skill/competence,100
M122301,2de4572a-4724-4f76-afc2-72a568a264ac,speak different languages,skill/competence,100
M122301,f715be1d-5fc4-49d3-82a5-0b8090d12849,synthesise information,skill/competence,100
M122301,4cd85845-f31c-4306-994d-e12d45114d83,teach in academic or vocational contexts,skill/competence,50
M122301,9a58cd26-58eb-4a1c-b1b6-64037fe9cfa1,think abstractly,skill/competence,100
M122301,25fb676a-cf69-487d-a9c1-273c6f291b6a,wind energy,knowledge,50
M122301,c3c2420c-ce9a-4371-8eed-1db479c3a562,write scientific publications,skill/competence,50
M131101,b0316cca-d844-451e-a9ba-aad6db2149ce,advise on timber harvest,skill/competence,50
M131101,afdcb380-ef9f-4785-b877-cc551f035034,agronomy,knowledge,100
M131101,31eede0c-9dac-49b8-b61b-1f9f22e79e1e,animal hunting,knowledge,50
M131101,49212efd-acf0-4257-a011-e07c9e369ecf,animal welfare legislation,knowledge,100
M131101,23072dbb-e93b-48ab-8756-c64f74aaab26,apply forest legislation,skill/competence,50
M131101,0a48d064-dd04-47fb-a00d-85e9b4874033,business management principles,knowledge,50
M131101,0da516ee-e70e-4384-be13-f5ff80be8127,communicate with customers,skill/competence,50
M131101,8df12fb1-7f41-4068-8d05-007e8fec8f33,conserve forests,skill/competence,100
M131101,2479ac51-f43f-42d1-a912-ff000b351439,coordinate forestry research,skill/competence,50
M131101,313c2ac1-56ca-4f4d-a22a-2b2f67f796f3,coordinate timber sales,skill/competence,50
M131101,51b4a8c4-6af7-41b7-a68d-f3c2fd63c9ec,de-limb trees,skill/competence,100
M131101,fc7ed09d-3010-4054-8136-a534b16fb35e,develop natural areas works programmes,skill/competence,50
M131101,6f5850ea-5785-4e2c-b062-743066fd5bdb,environmental legislation,knowledge,100
M131101,081d7679-5070-4777-bece-a28c49f15636,environmental policy,knowledge,100
M131101,c6543651-d743-4e12-be72-c81d1eaf4541,estimate damage,skill/competence,50
M131101,6777c396-89fd-4e49-b53d-5ec46c449313,forecast timber production,skill/competence,50
M131101,2b281511-176e-4f7c-a581-0875d3c4cb51,forestry regulations,knowledge,100
M131101,377861af-f966-4c87-a2db-7e99904312b9,geographic information systems,knowledge,50
M131101,f133e815-4477-428e-9c66-774954b6e39f,harvest timber,skill/competence,50
M131101,f2f463e5-2382-49cb-8199-e7e043d868df,health and safety regulations,knowledge,100
M131101,82a3247e-bb0d-4b68-a177-a6457f84717f,interact with clients in forestry,skill/competence,50
M131101,21c5790c-0930-4d74-b3b0-84caf5af12ea,manage budgets,skill/competence,50
M131101,3d9873e5-7128-49d9-9048-f72b8ea4b29e,manage forests,skill/competence,100
M131101,435d1751-8667-41ec-8b32-865b7cd3c684,manage production enterprise,skill/competence,50
M131101,339ac029-066a-4985-9f9d-b3d7c8fea0bb,manage staff,skill/competence,50
M131101,c6630414-123f-49e9-9838-5376ab24f75e,manage time in forestry,skill/competence,50
M131101,347b6a67-59ad-4408-bb9c-cfa502867e24,monitor forest health,skill/competence,100
M131101,787e449d-d635-46c1-a0d2-e4bd0b49dee0,monitor forest productivity,skill/competence,100
M131101,97fb21db-a4e5-4b03-af21-03b9d510d872,operate GPS systems,skill/competence,50
M131101,06bf62ec-3316-49b7-989f-a47fe61f8987,organise harvests,skill/competence,50
M131101,01755f08-4df4-4cf0-8d22-08f94cad68b5,organise labour,skill/competence,100
M131101,76f4dac8-9cf6-4f07-9cfc-e350e50fb39e,organise tree plantations,skill/competence,100
M131101,cd5efa8c-e44d-4cbc-91c6-796018dbed68,perform project management,skill/competence,50
M131101,9d75efb9-0c77-4f86-b5e7-99100808564a,pest control in plants,knowledge,100
M131101,f8460277-3c9a-4be4-b203-600a2a295f47,plant disease control,knowledge,100
M131101,8abdc43c-2bfd-417c-97c2-27fcdaf53171,promote environmental awareness,skill/competence,100
M131101,e381f278-7218-4f30-a7b6-34dc3eb7e4a8,reforestation,knowledge,100
M131101,de131ede-cbfe-4e34-aff4-96f16831c3c4,report pollution incidents,skill/competence,50
M131101,968ae7d9-40ca-4593-8dc6-fac11e4eeb6b,supervise forestry workers,skill/competence,100
M131101,41de7eb8-be07-4822-ba85-b76e9b8d6e4e,sustainable forest management,knowledge,100
M131101,7ff2c668-0e86-418a-a962-4958262ee337,use communication techniques,skill/competence,50
M131101,174fd014-d6fc-4c27-b7f3-88b911823c18,work independently in forestry services,skill/competence,50
M131101,68949f17-32a2-469e-b874-2fe7ac1cef34,write technical reports related to trees,skill/competence,100
M132101,6e9aaf01-f2a4-4405-9733-29dc9825efa9,adapt production levels,skill/competence,50
M132101,aa238394-8126-4ada-be2f-9dfe065cf314,adhere to organisational guidelines,skill/competence,100
M132101,0f7b4bf5-8d37-4205-bd61-fe0878e9d9e2,adjust production schedule,skill/competence,50
M132101,6742977a-aa00-4c8c-9861-898b0373907e,advise on sustainable management policies,skill/competence,50
M132101,ee7f90cc-922e-4da7-a7ae-83c2688fed10,align efforts towards business development,skill/competence,50
M132101,5da3c765-10a3-49eb-934c-ec401ceb1a34,analyse business plans,skill/competence,50
M132101,f1b5800e-b763-4740-9586-3fef30568e81,analyse production processes for improvement,skill/competence,100
M132101,96d549bb-3e62-4c45-92a7-f114df089581,analyse supply chain strategies,skill/competence,50
M132101,0a48d064-dd04-47fb-a00d-85e9b4874033,business management principles,knowledge,50
M132101,d1a2437d-7eee-4c13-9104-0bb3dd7b45d6,check material resources,skill/competence,50
M132101,e8db787b-d1a2-4000-b74a-e3db5436fef6,communicate production plan,skill/competence,50
M132101,0da516ee-e70e-4384-be13-f5ff80be8127,communicate with customers,skill/competence,50
M132101,feceacee-d425-4e73-821a-02dfb85084db,control production,skill/competence,50
M132101,05c00631-b864-4842-b47e-06710c197c7a,coordinate manufacturing production activities,skill/competence,100
M132101,1677a5fe-a0f9-4a3f-862d-91c0a2ff1983,cope with manufacturing deadlines pressure,skill/competence,50
M132101,37520413-563e-4d99-a14c-1c6dca3cf833,create manufacturing guidelines,skill/competence,100
M132101,46e1b714-94f4-462d-88e6-31f442708812,define manufacturing quality criteria,skill/competence,100
M132101,764db027-9063-4468-acb3-c73ecfc76f35,develop manufacturing policies,skill/competence,100
M132101,714eebcb-569a-4f1b-b592-28f70b59a9ba,develop staff,skill/competence,50
M132101,7ba8eea9-3f9c-422b-90db-1a11eb6ff904,disaggregate the production plan,skill/competence,50
M132101,209a5498-3449-4689-8ed9-bd08cab4fd78,engineering principles,knowledge,50
M132101,089ee650-297e-4716-87d1-440743b70a0d,ensure compliance with environmental legislation,skill/competence,50
M132101,233be639-bdb5-4099-ab40-96d537d6c1f3,ensure compliance with safety legislation,skill/competence,50
M132101,69f23426-9279-4fe6-a283-24c2aa4c855d,ensure equipment availability,skill/competence,50
M132101,c927ec6e-9082-4b22-afd3-0c4e219eaf73,ensure equipment maintenance,skill/competence,50
M132101,68269b0a-35c5-4867-bc17-a0b0230fe60c,ensure finished product meet requirements,skill/competence,50
M132101,95bff246-c3ce-4181-a11b-e4363453c2f8,environmental management standards,knowledge,50
M132101,8a98707e-b2ee-48fe-9f36-e47e3555ecf7,evaluate employees work,skill/competence,50
M132101,f5f5b244-6cea-4fbc-8a50-8f712791bc09,follow company standards,skill/competence,100
M132101,13f22eb5-e3a8-405a-9d89-c8124d4a239a,good manufacturing practices,knowledge,50
M132101,958b8802-ec3e-4813-97f7-6c8f48610dbd,identify process improvements,skill/competence,50
M132101,f7b5d916-52f0-4865-b6a6-e1a3b711cb5e,implement strategic planning,skill/competence,50
M132101,75b30aeb-34c0-40f4-b77d-271d75a98b14,improve business processes,skill/competence,50
M132101,ec6df9cb-be92-4027-80fa-83b70aabce58,industrial research and development,knowledge,50
M132101,2fb8480e-de3c-462b-b169-e8bbb344da68,innovation processes,knowledge,50
M132101,1a3660c2-011c-4e96-9b1d-529afc305428,inspect quality of products,skill/competence,50
M132101,bf12b461-1c53-4d81-a395-8ba77f7483c4,investment analysis,knowledge,50
M132101,0458f6a0-cb54-4ff5-a543-b2c5354e17c0,keep up with digital transformation of industrial processes,skill/competence,50
M132101,d5145a9a-602e-40bf-b3e1-f04cf9c3ef86,leadership principles,knowledge,50
M132101,82fea746-853f-4f1b-8ab7-55de8619cccd,lean manufacturing,knowledge,100
M132101,f14ff4b7-be1e-4b55-b39b-520005f8a97e,liaise with managers,skill/competence,50
M132101,99ca6ed2-b6b8-4eb0-8180-92e750e546be,liaise with quality assurance,skill/competence,50
M132101,2239694b-771a-4586-8b54-2794e361a9ae,maintain relationship with customers,skill/competence,50
M132101,21c5790c-0930-4d74-b3b0-84caf5af12ea,manage budgets,skill/competence,100
M132101,981a0f1a-ad65-4756-90a5-7e9b3520b96b,manage factory operations,skill/competence,50
M132101,dd6f8901-b20a-48e9-94ac-b1829dc2cfec,manage manufacturing documentation,skill/competence,50
M132101,435d1751-8667-41ec-8b32-865b7cd3c684,manage production enterprise,skill/competence,100
M132101,b3a75400-103f-42c7-b742-be11d161d05b,manage production systems,skill/competence,100
M132101,339ac029-066a-4985-9f9d-b3d7c8fea0bb,manage staff,skill/competence,100
M132101,143d889d-3128-45af-805b-a2d5a1d501c7,manage stocked company material,skill/competence,50
M132101,020b3c27-bae1-4b85-9d6f-eccee0f5ed99,manage supplies,skill/competence,100
M132101,7add3681-17b6-4027-8a9d-ee92d2b96a42,manage workflow processes,skill/competence,50
M132101,3786b61f-f22e-48d1-af8d-ad4c354534db,manufacturing processes,knowledge,100
M132101,91abe492-18be-4cce-93c7-0dca07072363,meet deadlines,skill/competence,100
M132101,3edfcb2b-2d0e-4673-87ce-f55c37eb5fca,monitor manufacturing quality standards,skill/competence,50
M132101,c09dce1b-e198-487e-b63f-934e10a4c181,monitor plant production,skill/competence,50
M132101,5f2efbdf-08a2-49cd-9c06-bd284e4f0fbf,negotiate terms with suppliers,skill/competence,50
M132101,87de6e49-ca1c-42a4-8751-5ff0b991966b,negotiate with stakeholders,skill/competence,50
M132101,798d427e-51b3-4cd4-8b24-1357015e9ae7,optimise production,skill/competence,100
M132101,0f0698e7-04e4-4bf7-9af2-e3191147525a,optimise production processes parameters,skill/competence,50
M132101,40f27736-0d98-4446-8234-11646e4f4bc3,oversee logistics of finished products,skill/competence,50
M132101,277f489c-7a47-4791-bd87-61ca01737f96,oversee production requirements,skill/competence,50
M132101,5d34adde-0b78-42b4-9d3d-69e9388d8398,oversee quality control,skill/competence,50
M132101,2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f,perform data analysis,skill/competence,50
M132101,d15ba5cb-9212-4a90-85af-2c560da59925,perform product planning,skill/competence,50
M132101,cd5efa8c-e44d-4cbc-91c6-796018dbed68,perform project management,skill/competence,50
M132101,7d0f33ea-e724-4d77-8b75-ee4fe66bb9ba,plan manufacturing processes,skill/competence,100
M132101,85aa1871-db96-42f7-801f-c39f924de2d7,plan shifts of employees,skill/competence,50
M132101,6078e099-7696-44a5-b3c1-452b9abe886a,production engineering,knowledge,50
M132101,12c7b323-d870-4f5b-9d7d-d9f525206d77,production processes,knowledge,100
M132101,8d4271ca-c9fd-40b3-875f-15f78332a49e,quality standards,knowledge,50
M132101,496932f1-0b6b-4f73-9432-d95c7ddcd43b,recruit employees,skill/competence,50
M132101,65715f7a-c791-416b-b88a-2933a1c81647,recruit personnel,skill/competence,50
M132101,d73cb129-b385-4776-8303-f3f926b2e481,report on production results,skill/competence,50
M132101,6eff134b-e34f-4d6e-a6e8-5e47cf2228d0,risk management,knowledge,50
M132101,2a778aeb-f246-4f03-9a96-c60183001037,schedule production,skill/competence,100
M132101,a7b9039e-0145-4e3e-bbf8-30151d3e6cc0,schedule regular machine maintenance,skill/competence,50
M132101,2a2fa8e8-aaf3-4abf-a60b-af6415f1c6d4,strive for company growth,skill/competence,100
M132101,f929c89e-c363-4132-a918-e021d57b307c,supply chain management,knowledge,50
M132101,28ad7c97-9fb3-4b1d-846a-654e529ab8ac,sustainable manufacturing,knowledge,100
M132101,e54ff029-1ce9-447d-a5b2-eb7283a23e6e,train employees,skill/competence,50
M132101,f632251a-4078-4546-b19f-7ef528d08325,use IT tools,skill/competence,50
M132301,01c03003-516d-43c6-8477-45c472413521,advise on construction materials,skill/competence,100
M132301,989dc903-5838-4d84-8e04-e5b7a2ba97c5,apply safety management,skill/competence,100
M132301,0520d8ba-3c24-4f75-a8b0-f883ddeed82d,audit contractors,skill/competence,50
M132301,74688c5d-2af1-4f7a-9d1c-00e808eaa1e6,budgetary principles,knowledge,100
M132301,6c190890-d5ab-46ab-915b-04e995dc0d76,building construction principles,knowledge,50
M132301,e26e07ca-4a35-42e3-940d-e5868fd38fba,building materials industry,knowledge,100
M132301,5d9dd44a-81f8-4710-bd4d-af27ec5c2139,calculate needs for construction supplies,skill/competence,100
M132301,2c4b6914-4b97-4e35-85cb-e6602a8bb04a,carry out tendering,skill/competence,50
M132301,1b71f0d0-8e57-44dc-aaa0-3ee6fbb59991,check construction compliance,skill/competence,100
M132301,82887396-e5bf-4306-af51-3fe8d82790b2,civil engineering,knowledge,100
M132301,32abc65b-333e-4af8-88df-ae2938018fb9,communicate with construction crews,skill/competence,100
M132301,0da516ee-e70e-4384-be13-f5ff80be8127,communicate with customers,skill/competence,50
M132301,a4c4c0b7-3dc4-4a6b-b1c8-6502cde56a14,consider building constraints in architectural designs,skill/competence,50
M132301,b091d04a-bb5d-4998-afc9-d71e6c96fb80,construction equipment related to building materials,knowledge,100
M132301,fe77f9ca-7bd2-4a68-98f4-8463a4fb8301,construction industry,knowledge,100
M132301,cc173f61-3386-44c5-a048-3889e1ec9114,construction methods,knowledge,50
M132301,5518db9d-4a2f-4b53-9068-4d0d61465bf4,construction product regulation,knowledge,100
M132301,5c606d18-6404-4047-b235-350f18e11827,contract law,knowledge,50
M132301,66db424f-2abe-420d-8e5b-186607266b61,corporate social responsibility,knowledge,50
M132301,7d35602d-bc94-4975-aa7c-f4e8e05ce8e0,cost management,knowledge,100
M132301,78ebd783-feaa-466a-85ac-9cc44779c202,design power plant systems,skill/competence,50
M132301,ddce2912-bc0f-4a47-aa2b-c1de48bc4b44,energy conservation,knowledge,100
M132301,83fc0b2b-6cd2-46af-b1ff-d3fc83604c26,energy efficiency,knowledge,50
M132301,6181f475-110c-497c-a46d-ed2e14e7bc90,ensure compliance with construction project deadline,skill/competence,50
M132301,089ee650-297e-4716-87d1-440743b70a0d,ensure compliance with environmental legislation,skill/competence,50
M132301,1dae8445-12e5-423a-bb26-824010e299b9,ensure compliance with legal requirements,skill/competence,100
M132301,6f5850ea-5785-4e2c-b062-743066fd5bdb,environmental legislation,knowledge,50
M132301,632a96bc-498c-48ea-a83f-fdc42d811a51,follow nuclear plant safety precautions,skill/competence,50
M132301,c3ac5c4c-b4b9-4842-b871-43e12cfc0442,green building practices,knowledge,100
M132301,82e8931a-ba6c-4c14-9611-e56fca33a2b9,identify construction materials from blueprints,skill/competence,100
M132301,68698869-c13c-4563-adc7-118b7644f45d,identify customer's needs,skill/competence,100
M132301,bd2102ea-c8d9-40f6-8327-211450120e96,integrate building requirements in the architectural design,skill/competence,50
M132301,ee239d14-bfc8-4939-91ff-824b5814ff67,integrate engineering principles in architectural design,skill/competence,50
M132301,be48353d-25c7-4f86-bea9-7b9e248fbc6e,interpret technical requirements,skill/competence,100
M132301,5a19182a-7f24-4b34-91ed-9c342787f821,liaise with architects,skill/competence,100
M132301,21c5790c-0930-4d74-b3b0-84caf5af12ea,manage budgets,skill/competence,50
M132301,cc5c0498-ddbb-4f21-9cdc-1eb06efce075,manage construction archive,skill/competence,50
M132301,92721092-fe7c-4689-96bd-4f02385bc0e7,manage contracts,skill/competence,100
M132301,d3a8ef9c-8572-438c-91dc-010537070be3,manage environmental impact,skill/competence,50
M132301,d89f5cee-649a-44bd-9aa9-8e74bbdbd50d,monitor contractor performance,skill/competence,50
M132301,3dd3dfa7-51c0-40ef-af46-e2df300489f6,monitor parameters' compliance in construction projects,skill/competence,50
M132301,81d274bc-6dbf-4003-bcba-f76478d5d930,nuclear energy,knowledge,50
M132301,9f1bd2a4-91af-4b60-aeb3-0fe1f4434966,order construction supplies,skill/competence,50
M132301,1de548e0-9535-4d2e-9d20-d4474c1ea813,oversee construction project,skill/competence,100
M132301,0afb2715-a6ee-4ad9-ac8a-fb904dd99b61,participate in governmental tenders,skill/competence,50
M132301,d7a67428-3afb-4bbd-932b-f6718ca489c5,plan construction of houses,skill/competence,100
M132301,80274731-15ce-490a-8d5b-f55a36b976b0,prepare construction documents,skill/competence,100
M132301,4ca91852-c534-4b98-ab1c-59a126534c88,project commissioning,knowledge,50
M132301,7111b95d-0ce3-441a-9d92-4c75d05c4388,project management,knowledge,100
M132301,8d4271ca-c9fd-40b3-875f-15f78332a49e,quality standards,knowledge,100
M132301,9be758b6-a45d-403c-8943-68390ee2c961,quantity surveying,knowledge,50
M132301,eb65ce8e-61bf-49d1-99bb-cb699ba1005b,radiation protection,knowledge,50
M132301,ebbf3488-7d1e-4603-b7d4-938d23bc1af1,review construction plans authorisations,skill/competence,50
M132301,ea9fc9d9-c602-4430-a7fc-edac7429a6a8,review construction projects,skill/competence,100
M132301,8af372fa-7b85-4bab-ab20-3f2eb980c400,total quality control,knowledge,50
M132301,4fa2d6ba-4fff-4f21-bddd-4a54ae840955,work in a construction team,skill/competence,100
M211101,26879b10-1df9-4071-a4c5-cb8e32eddb99,acoustics,knowledge,50
M211101,80466be3-825a-456a-94ec-9c83c0007f0c,aerodynamics,knowledge,50
M211101,aafbfaa4-5f93-457e-8cb8-d4ed855277f8,analyse experimental laboratory data,skill/competence,100
M211101,45290231-bc6c-461e-b05c-aab9bad212c4,analyse telescope images,skill/competence,50
M211101,b363bb5f-2c79-40af-94da-33e06f9dee9f,apply blended learning,skill/competence,50
M211101,5f0082ab-2131-49b5-94d6-a1821daf57d6,apply for research funding,skill/competence,100
M211101,833289fa-3646-4010-9d9e-93ba8c9ef2d8,apply research ethics and scientific integrity principles in research activities,skill/competence,100
M211101,7a34b3d9-bd3b-4f4e-a0f6-f97439901cb7,apply scientific methods,skill/competence,100
M211101,382c11ed-20d5-4ae7-b60e-15fec527fa6c,apply statistical analysis techniques,skill/competence,100
M211101,59eb177a-2f30-4943-8b30-5f87dd51a80d,apply teaching strategies,skill/competence,50
M211101,095656c3-7a65-4c17-8a05-14c660c62a06,assist with geophysical surveys,skill/competence,50
M211101,ff27618d-43d0-4480-83ee-8b1a672da078,astronomy,knowledge,50
M211101,9433da85-70fa-4a25-8f96-71fa59dd1989,biology,knowledge,50
M211101,82fadde2-45cc-4734-bace-dadafdeaa41f,calibrate laboratory equipment,skill/competence,50
M211101,4bbb309f-9162-49b9-93da-fb2c371e5c5f,collect samples for analysis,skill/competence,50
M211101,a5826fe3-8df6-4fa8-adad-b7116864588f,communicate mathematical information,skill/competence,100
M211101,ff64e9fc-36dd-4035-872a-83aa41dc1ad9,communicate with a non-scientific audience,skill/competence,100
M211101,4b9cf8e3-5b00-49ee-9d2f-bb78d6b46493,communicate with external laboratories,skill/competence,50
M211101,bb2a71c4-ff2e-47cf-ab44-684797a1ee5d,computational mechanics,knowledge,50
M211101,896c43c3-0af9-41e3-867b-56b1ffda0b3e,computational physics,knowledge,100
M211101,0823ccef-813f-4f22-afef-ac0d68615e8f,computer simulation,knowledge,50
M211101,f7b071bf-4882-4cfc-ae0a-7e0e0ab94c61,conduct research across disciplines,skill/competence,100
M211101,e3bcd26a-d16d-4f60-ae65-d41364931551,continuum mechanics,knowledge,50
M211101,4134622c-c3fb-4a41-beb6-6d58ba5107db,demonstrate disciplinary expertise,skill/competence,100
M211101,d8a37cc7-878d-4c76-af69-3584282d8a8f,densiometry,knowledge,50
M211101,f256f3fb-bb26-4d2c-99f2-7f99b68076fd,design scientific equipment,skill/competence,50
M211101,cc61f9e5-d4fc-470e-8606-1ce865ff8386,develop professional network with researchers and scientists,skill/competence,100
M211101,810134a4-3c40-4140-b8ca-6d6e8d0dc0f1,develop scientific theories,skill/competence,50
M211101,2b1e2927-3542-48da-9063-02925e7562c1,disseminate results to the scientific community,skill/competence,100
M211101,00b9a3aa-7070-4bb5-8020-f228a97cf42f,draft scientific or academic papers and technical documentation,skill/competence,100
M211101,88af9294-b697-4687-ae19-aefbb6234dfa,economics,knowledge,50
M211101,39f67488-cfd3-4370-8d7e-da98163102d9,evaluate research activities,skill/competence,100
M211101,31c69100-b612-4a61-8db5-fd314318854c,execute analytical mathematical calculations,skill/competence,100
M211101,ea18b2bc-b0ea-4da8-949e-fe11cb0f7ed7,forensic physics,knowledge,50
M211101,89db623e-e1fc-4ec2-9a0f-7b72b4c35303,gather experimental data,skill/competence,100
