"role_id","role_title","masco_code","masco_unit_group_code","chosen_esco_code","chosen_esco_title","chosen_esco_uri","mapping_relation","mapping_confidence","mapping_rationale","review_status","production_ready","masco_code_printed","chosen_esco_isco_group","d11_esco_code","d11_esco_comparison_codes","d11_esco_comparison_titles","previous_d13_esco_code","previous_d13_mapping_status","change_type","mapping_status","mapping_method","mapping_authority","title_match_type","title_match_score","score_interpretation","same_four_digit_group","use_in_role_skills","specialty_skills_complete","coverage_note","source_quality_flag","masco_source_url","esco_source_url"
"M131201","Aquaculture and Fisheries Production/Operation Manager","131201","1312","1312.3","aquaculture production manager","http://data.europa.eu/esco/occupation/5945cba8-19a4-4632-8a8f-4186e2bad1a3","close_match","medium","Aquaculture production management.","assistant_drafted_pending_domain_validation","False","1312-01","1312","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.714286","Lexical similarity, not probability or equivalence confidence","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/1312-01","http://data.europa.eu/esco/occupation/5945cba8-19a4-4632-8a8f-4186e2bad1a3"
"M132101","Manufacturing Manager","132101","1321","1321.2","manufacturing manager","http://data.europa.eu/esco/occupation/6426ada1-4d8c-4612-99e3-91bc569805ee","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","assistant_drafted_pending_domain_validation","False","1321-01","1321","","","","1321.2","unique_exact_preferred_title_same_isco_group","retained_mapping","project_close_match","unique_cleaned_preferred_label","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_preferred_label","1","Lexical similarity, not probability or equivalence confidence","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/1321-01","http://data.europa.eu/esco/occupation/6426ada1-4d8c-4612-99e3-91bc569805ee"
"M132102","Electrical Manager","132102","1321","3123.1.11","electrical supervisor","http://data.europa.eu/esco/occupation/8862c29b-3810-4fbc-85c7-c9ee87535f73","partial_proxy","low","Electrical work supervision; ESCO supervisory seniority is below the managerial title.","assistant_drafted_pending_domain_validation","False","1321-02","3123","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.75","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/1321-02","http://data.europa.eu/esco/occupation/8862c29b-3810-4fbc-85c7-c9ee87535f73"
"M132103","Energy Manager","132103","1321","1349.12","energy manager","http://data.europa.eu/esco/occupation/a005f8a2-2d8a-433e-8d89-13575f822fd4","close_match","high","Energy management responsibilities.","assistant_drafted_pending_domain_validation","False","1321-03","1349","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_preferred_label","1","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/1321-03","http://data.europa.eu/esco/occupation/a005f8a2-2d8a-433e-8d89-13575f822fd4"
"M132104","Production Manager (Manufacturing)","132104","1321","1321.2.1","industrial production manager","http://data.europa.eu/esco/occupation/eb9479c6-5fdf-4f45-ace4-28b547b8c7e5","close_match","medium","Industrial production management.","assistant_drafted_pending_domain_validation","False","1321-04","1321","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.75","Lexical similarity, not probability or equivalence confidence","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/1321-04","http://data.europa.eu/esco/occupation/eb9479c6-5fdf-4f45-ace4-28b547b8c7e5"
"M132105","Ship Hull Manager","132105","1321","1321.2.1","industrial production manager","http://data.europa.eu/esco/occupation/eb9479c6-5fdf-4f45-ace4-28b547b8c7e5","broader_proxy","medium","Shipyard hull production leadership; shipbuilding specialty is missing, not an onboard engineer.","assistant_drafted_pending_domain_validation","False","1321-05","1321","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.55","Lexical similarity, not probability or equivalence confidence","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/1321-05","http://data.europa.eu/esco/occupation/eb9479c6-5fdf-4f45-ace4-28b547b8c7e5"
"M132106","Mechanical Manager","132106","1321","1321.2","manufacturing manager","http://data.europa.eu/esco/occupation/6426ada1-4d8c-4612-99e3-91bc569805ee","partial_proxy","low","Mechanical engineering and production management; technical mechanical-engineering content needs enrichment.","assistant_drafted_pending_domain_validation","False","1321-06","1321","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.615385","Lexical similarity, not probability or equivalence confidence","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/1321-06","http://data.europa.eu/esco/occupation/6426ada1-4d8c-4612-99e3-91bc569805ee"
"M132107","Welding Manager","132107","1321","7212.4","welding coordinator","http://data.europa.eu/esco/occupation/cdef4961-fcc2-4e00-bfe8-4480b33aa6f3","close_match","medium","Coordination of welding quality, procedures and personnel.","assistant_drafted_pending_domain_validation","False","1321-07","7212","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.647059","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/1321-07","http://data.europa.eu/esco/occupation/cdef4961-fcc2-4e00-bfe8-4480b33aa6f3"
"M132108","Oil Mill Manager","132108","1321","1321.2.1.3","food production manager","http://data.europa.eu/esco/occupation/a7d6a377-3d3b-41cf-9301-f4a0a7ad3d96","broader_proxy","medium","Food-production management; palm-oil/halal specialty is absent from ESCO.","assistant_drafted_pending_domain_validation","False","1321-08","1321","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.512821","Lexical similarity, not probability or equivalence confidence","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/1321-08","http://data.europa.eu/esco/occupation/a7d6a377-3d3b-41cf-9301-f4a0a7ad3d96"
"M132109","Manager (Halal Food Manufacturing)","132109","1321","1321.2.1.3","food production manager","http://data.europa.eu/esco/occupation/a7d6a377-3d3b-41cf-9301-f4a0a7ad3d96","broader_proxy","medium","Food-production management; palm-oil/halal specialty is absent from ESCO.","assistant_drafted_pending_domain_validation","False","1321-09","1321","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.492754","Lexical similarity, not probability or equivalence confidence","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/1321-09","http://data.europa.eu/esco/occupation/a7d6a377-3d3b-41cf-9301-f4a0a7ad3d96"
"M132111","Power Generation Plant Manager","132111","1321","1219.5.3","power plant manager","http://data.europa.eu/esco/occupation/cb446db8-e8b3-418c-a21c-2d10faea42a5","close_match","medium","Power-plant management.","assistant_drafted_pending_domain_validation","False","1321-11","1219","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.857143","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/1321-11","http://data.europa.eu/esco/occupation/cb446db8-e8b3-418c-a21c-2d10faea42a5"
"M132201","Production and Operation Manager (Mine)","132201","1322","1322.1.1","mine production manager","http://data.europa.eu/esco/occupation/df66a6e6-2130-4932-8aaf-263dafa569fa","close_match","medium","Mine production management.","assistant_drafted_pending_domain_validation","False","1322-01","1322","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.677419","Lexical similarity, not probability or equivalence confidence","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/1322-01","http://data.europa.eu/esco/occupation/df66a6e6-2130-4932-8aaf-263dafa569fa"
"M132202","Production and Operation Manager (Oil and Gas Extraction)","132202","1322","1322.1.2","oil and gas production manager","http://data.europa.eu/esco/occupation/0633ec3f-91f1-4038-bc29-e0ec4cd7f1e9","broader_proxy","medium","Oil/gas production operations; offshore installation duties need enrichment, not renewable-energy management.","assistant_drafted_pending_domain_validation","False","1322-02","1322","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.519481","Lexical similarity, not probability or equivalence confidence","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/1322-02","http://data.europa.eu/esco/occupation/0633ec3f-91f1-4038-bc29-e0ec4cd7f1e9"
"M132203","Offshore Installation Manager","132203","1322","1322.1.2","oil and gas production manager","http://data.europa.eu/esco/occupation/0633ec3f-91f1-4038-bc29-e0ec4cd7f1e9","broader_proxy","medium","Oil/gas production operations; offshore installation duties need enrichment, not renewable-energy management.","assistant_drafted_pending_domain_validation","False","1322-03","1322","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.627451","Lexical similarity, not probability or equivalence confidence","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/1322-03","http://data.europa.eu/esco/occupation/0633ec3f-91f1-4038-bc29-e0ec4cd7f1e9"
"M132205","Metallurgy Manager","132205","1322","1321.2.1.7","metallurgical manager","http://data.europa.eu/esco/occupation/45517bc3-0887-416d-95fe-6ace1b90bddd","close_match","medium","Metallurgical production management.","assistant_drafted_pending_domain_validation","False","1322-05","1321","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_alternate_label","1","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/1322-05","http://data.europa.eu/esco/occupation/45517bc3-0887-416d-95fe-6ace1b90bddd"
"M132301","Construction Manager","132301","1323","1323.1","construction manager","http://data.europa.eu/esco/occupation/faed05c0-c1d1-4e34-b575-0dea96459e56","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","assistant_drafted_pending_domain_validation","False","1323-01","1323","","","","1323.1","unique_exact_preferred_title_same_isco_group","retained_mapping","project_close_match","unique_cleaned_preferred_label","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_preferred_label","1","Lexical similarity, not probability or equivalence confidence","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/1323-01","http://data.europa.eu/esco/occupation/faed05c0-c1d1-4e34-b575-0dea96459e56"
