"role_id","skill_id","skill_name","skill_type","importance"
"M112104","0cd6dcf1-5778-42a5-b685-4d01ae4a4871","Common Lisp","knowledge","50"
"M112104","0de61385-de6d-4146-ba32-1cc1bc102220","Lisp","knowledge","50"
"M112104","13bdd41a-2a18-441f-96db-41252c519413","Visual Basic","knowledge","50"
"M112104","143769cb-b61e-47d8-a61e-eedfbec1016c","business intelligence","knowledge","50"
"M112104","16a00c69-9c74-4c37-96d7-6301d285e5ce","use e-services","skill/competence","50"
"M112104","19a8293b-8e95-4de3-983f-77484079c389","Java (computer programming)","knowledge","50"
"M112104","21c5790c-0930-4d74-b3b0-84caf5af12ea","manage budgets","skill/competence","100"
"M112104","21d2f96d-35f7-4e3f-9745-c533d2dd6e97","computer programming","knowledge","50"
"M112104","2239694b-771a-4586-8b54-2794e361a9ae","maintain relationship with customers","skill/competence","50"
"M112104","248894d1-42dc-474f-af6e-2da52ac0c679","define technology strategy","skill/competence","100"
"M112104","27ed854c-15b8-4ba2-90e9-ae888a219703","perform business analysis","skill/competence","50"
"M112104","2bde42ae-e776-41c1-9ded-b07b30bfe985","Prolog (computer programming)","knowledge","50"
"M112104","300d432b-f457-4cd3-9cb1-1858c7d14954","OpenEdge Advanced Business Language","knowledge","50"
"M112104","397da142-ab35-48fe-b154-7c38f447adfb","digital systems","knowledge","50"
"M112104","3be6b84a-fa78-42b9-a8df-150cdb40b9d7","ICT quality policy","knowledge","50"
"M112104","3cd569a2-4f88-4c1e-9995-8dce8c5e51a7","JavaScript","knowledge","50"
"M112104","3ce1fe19-7f9e-4070-941d-651673a5693b","decision support systems","knowledge","100"
"M112104","3cfa46e9-b7da-44ac-b09e-9596dffe0425","optimise choice of ICT solution","skill/competence","100"
"M112104","401eb8d8-6daa-4f8b-90ad-60afc71eb4f8","Perl","knowledge","50"
"M112104","42ed3bfb-1a01-4c8b-9758-fc6438865734","Smalltalk (computer programming)","knowledge","50"
"M112104","4350c38d-0fe9-4ca7-bab9-40ed7f72b04f","PHP","knowledge","50"
"M112104","47b9bbcf-356c-4782-83a4-7f5a1b2b51a3","Assembly (computer programming)","knowledge","50"
"M112104","484df271-bb52-49f1-8f50-f19624bf4df2","software components libraries","knowledge","50"
"M112104","4b51e76e-9e8a-455f-a289-5b48246345c4","hardware components","knowledge","50"
"M112104","4b88b1ee-c2d9-473a-9fe8-ba3b9c0c179a","implement ICT coding conventions","skill/competence","100"
"M112104","4c016b68-4116-468c-9dc6-42710c239e4a","C#","knowledge","50"
"M112104","501537a7-9d63-491d-ae02-09f04767ff1e","attack vectors","knowledge","100"
"M112104","5063a99f-975b-4a7c-85e3-69ecb375b4d3","internet governance","knowledge","50"
"M112104","51586df8-1c46-4b47-8583-773cb63bf00b","R","knowledge","50"
"M112104","52cf3037-ab53-4806-85ed-7fd21ea7f6a1","Groovy","knowledge","50"
"M112104","553ad092-b799-44c9-a94c-65a84fdc7526","identify processes for re-engineering","skill/competence","50"
"M112104","56a7f561-1d55-43c9-9cd7-36a0a9bc6c50","ASP.NET","knowledge","50"
"M112104","58d7a289-dafd-4363-833f-d1dc4140885e","APL","knowledge","50"
"M112104","6e4f75b4-c60f-4623-a9ba-760c8245753b","ICT communications protocols","knowledge","50"
"M112104","71717c33-dd63-4acf-b052-a5fd5d9fc490","ensure information privacy","skill/competence","50"
"M112104","7a17d7ce-01a2-4746-bbcc-22ffe22fa16e","monitor technology trends","skill/competence","100"
"M112104","7adb8473-bcc6-4ff8-9850-76d945d40092","analyse ICT system","skill/competence","100"
"M112104","8369ede5-4200-4a44-be2e-bc60ef959259","Microsoft Visual C++","knowledge","50"
"M112104","83b33952-3872-46ec-9a2e-b28f91303a7e","oversee development of software","skill/competence","50"
"M112104","867137fb-ff1b-4ca3-99f3-cb6969aa2c68","TypeScript","knowledge","50"
"M112104","909a28ce-d4b6-4567-9b74-d111f1ed9633","maintain plan for continuity of operations","skill/competence","100"
"M112104","94dd823c-148e-4614-a6e8-99249b16357d","ICT project management","knowledge","100"
"M112104","993b1e23-f2de-4bd8-b33f-f86dde1c8e9d","CoffeeScript","knowledge","50"
"M112104","9973a5a2-7822-4161-99e9-95c781eb63f8","Objective-C","knowledge","50"
"M112104","a4d336a6-9ffd-402a-91cc-f359716ba4e0","ML (computer programming)","knowledge","50"
"M112104","af607e5e-4ba1-4e5f-a2a6-dc05806567c7","coordinate technological activities","skill/competence","100"
"M112104","b4dc6e4f-dc7d-445f-8ce2-d7b9d225e282","AJAX","knowledge","50"
"M112104","b633eb55-8f1f-4ae6-ab4c-2022ffe2cb7f","C++","knowledge","50"
"M112104","b8271c8a-cba6-4baa-80f5-6361af3f07e3","ensure adherence to organisational ICT standards","skill/competence","100"
"M112104","b91535d7-1265-455d-a565-901e2eafa883","lead technology development of an organisation","skill/competence","100"
"M112104","bb99af26-71ff-4dca-bde7-1eb1f6194426","SAP R3","knowledge","50"
"M112104","bd698bbe-7003-4508-b422-46c2ff4d5e95","business strategy concepts","knowledge","50"
"M112104","be80acfc-b6f2-4411-9b8d-b19d9cd2556a","Swift (computer programming)","knowledge","50"
"M112104","bec4359e-cb92-468f-a997-8fb28e32fba9","ICT project management methodologies","knowledge","100"
"M112104","c3a03c5a-c260-4c26-9b9a-873abb396f4d","MATLAB","knowledge","50"
"M112104","cb1b0777-0388-4b01-a0cf-7c6bbfbbd61d","review development process of an organisation","skill/competence","100"
"M112104","cc716f65-a0d0-4fba-95d9-64c358f697c0","monitor ICT research","skill/competence","100"
"M112104","ccd0a1d9-afda-43d9-b901-96344886e14d","Python (computer programming)","knowledge","50"
"M112104","d0c6d77e-cb25-4770-bf77-2073fc5f7523","ICT infrastructure","knowledge","50"
"M112104","d56fc2b5-4b0a-4e7e-9bde-a33736f6ff18","Scratch (computer programming)","knowledge","50"
"M112104","d5a59ca8-2e91-472e-8571-d12ce4478679","Process-based management","knowledge","50"
"M112104","da6393d5-a53c-4863-abc7-51f36281d74e","lean project management","knowledge","50"
"M112104","dc72ad0a-c5dc-4abd-bc0d-ca43e82162e1","build business relationships","skill/competence","50"
"M112104","dcdd5ddf-82a6-4ac3-8edc-d4b23cae9a88","VBScript","knowledge","50"
"M112104","def007fa-5fed-4a5f-91a2-b0d7e3db1be1","COBOL","knowledge","50"
"M112104","df0612db-366c-4ff5-b106-40b9e385195c","utilise decision support system","skill/competence","100"
"M112104","e1e99428-b91b-45e1-8ede-ed0cbf161930","establish an ICT customer support process","skill/competence","100"
"M112104","e6b8f934-7f35-4dc6-9a64-f6c43acdc00b","software components suppliers","knowledge","50"
"M112104","e8b89eb6-51e8-4c3a-babb-88b2e110376b","Pascal (computer programming)","knowledge","50"
"M112104","eb0e5615-1575-4a86-a1a2-7d39595033c5","ABAP","knowledge","50"
"M112104","ec6df9cb-be92-4027-80fa-83b70aabce58","industrial research and development","knowledge","100"
"M112104","ed1fbdc3-1071-423c-9bb4-e3288ca6d1fe","hardware components suppliers","knowledge","50"
"M112104","ed3f3dba-3a35-4ed5-b113-67f4d10ef4c8","scientific research methodology","knowledge","50"
"M112104","f2c63b7a-ed6c-4890-9f8c-7685d172624c","implement corporate governance","skill/competence","100"
"M112104","ffddfc7c-a9dd-449f-9e96-882dc447c8b6","Scala","knowledge","50"
"M121101","04dcfb3b-d6ac-4044-a35f-a633d3816c28","advise on bankruptcy proceedings","skill/competence","50"
"M121101","08371fe9-c658-4f6a-966f-71dbb0ab683d","accounting department processes","knowledge","100"
"M121101","089bab26-a854-40fb-8c04-5be4f693315a","integrate strategic foundation in daily performance","skill/competence","100"
"M121101","14464b13-19b5-4403-8c2c-09eb98e28f2f","inform on fiscal duties","skill/competence","50"
"M121101","147170ba-0141-4337-89af-b4513d745afe","support development of annual budget","skill/competence","100"
"M121101","161a6c5a-593a-4977-b7b7-49c6a2a2f2a3","advise on tax planning","skill/competence","50"
"M121101","1c08d63d-1c5e-4b9b-ad3e-f7ba7debb2d1","forecast organisational risks","skill/competence","50"
"M121101","21c5790c-0930-4d74-b3b0-84caf5af12ea","manage budgets","skill/competence","100"
"M121101","22a173f5-868c-4d82-87e6-beed500ce070","prepare tax returns forms","skill/competence","50"
"M121101","2313b15d-a9a7-4830-9bcc-fd7df79d842b","enforce financial policies","skill/competence","100"
"M121101","24e67151-ff7e-43e2-99c0-424a758278a4","liaise with auditors","skill/competence","50"
"M121101","292549e6-08ec-456c-b008-eba7a0a68428","analyse market financial trends","skill/competence","100"
"M121101","2a2fa8e8-aaf3-4abf-a60b-af6415f1c6d4","strive for company growth","skill/competence","100"
"M121101","2ada2f9d-77f7-4ba0-9096-89ae285a65c5","monitor financial accounts","skill/competence","100"
"M121101","2ecf90f1-c511-464b-b26f-598d69182c70","calculate tax","skill/competence","50"
"M121101","2ff405ec-f59c-4a7b-84b6-9776a49582c4","bookkeeping regulations","knowledge","50"
"M121101","339ac029-066a-4985-9f9d-b3d7c8fea0bb","manage staff","skill/competence","50"
"M121101","387ee646-0aaa-4161-ab3b-cde87ec09fdf","public finance","knowledge","50"
"M121101","39e43f7c-a95e-4583-be76-bb134ccce1ae","financial department processes","knowledge","100"
"M121101","3e9b580d-811b-48df-a5d1-a7bdd26f901f","prepare financial auditing reports","skill/competence","50"
"M121101","401d8d12-b56d-4c71-ac58-f791e8c085b4","liaise with financiers","skill/competence","50"
"M121101","4300b453-9bcf-474c-9ee3-92ec2229720c","global standards for sustainability reporting","knowledge","50"
"M121101","4a460161-eaea-4fe2-bd0e-164ccc635be1","financial statements","knowledge","100"
"M121101","4a855abe-ac5b-4e95-ac10-3c1adceeee28","international financial reporting standards","knowledge","100"
"M121101","4b2db903-cd8e-48ce-97fb-a92db4def54e","financial forecasting","knowledge","50"
"M121101","52e53619-fa77-4f72-b237-5e4aae784dc2","financial management","knowledge","100"
"M121101","541cdc23-1eec-4520-81fc-3392eaf538ed","fraud detection","knowledge","100"
"M121101","56ff27ef-2565-45bf-a70c-f06d78d2a480","create a financial plan","skill/competence","100"
"M121101","5f1d1319-7954-4a9b-90c7-57668e3a0d4b","interpret financial statements","skill/competence","100"
"M121101","5f1ebff6-98ec-411f-a1d4-0bf04bd03bdf","check accounting records","skill/competence","100"
"M121101","60f51172-37c0-4933-a27a-cbf55dcd7580","prepare financial statements","skill/competence","50"
"M121101","64be6a06-52e8-4f5c-b64d-caa516cfa291","depreciation","knowledge","100"
"M121101","6556cbf1-d5c0-4f53-89a9-8707066069a6","evaluate budgets","skill/competence","100"
"M121101","66db424f-2abe-420d-8e5b-186607266b61","corporate social responsibility","knowledge","100"
"M121101","781797f4-c2c3-49a4-a80d-eb81eb4f818c","liquidity management","knowledge","50"
"M121101","79c36c91-28a5-44b7-ab9b-7093b2d4b21e","advise on financial matters","skill/competence","50"
"M121101","7e305865-5b6d-4225-a4f7-ee5c10aaa134","perform dunning activities","skill/competence","50"
"M121101","7ee4c2ea-b349-4bd2-81a3-ec31475d4833","statistics","knowledge","50"
"M121101","83e97138-899a-4af8-9187-47823e875841","follow the statutory obligations","skill/competence","100"
"M121101","8a43795b-bb38-4f29-91df-a6c92ad4643c","analyse financial performance of a company","skill/competence","100"
"M121101","8b9332c7-2551-4527-9a64-a615713d8b02","evaluate employees","skill/competence","50"
"M121101","99571e68-801f-49af-a897-5f75996642e1","financial analysis","knowledge","100"
"M121101","99b163e8-7815-43e2-83f3-a47f3076354c","accounting entries","knowledge","100"
"M121101","a9640376-8d72-4a70-a4a3-7a18e2e8f3c0","advise on public finance","skill/competence","50"
"M121101","b5cb259e-83e7-48f5-950e-245d5b5fd6d0","draft accounting procedures","skill/competence","100"
"M121101","b8656b5c-e3f0-4418-82ff-87b5f677f9e8","disseminate information on tax legislation","skill/competence","50"
"M121101","bb663409-5c88-4e3a-bc16-01aa1c8ce171","plan health and safety procedures","skill/competence","50"
"M121101","c5b90c0c-3af0-4c8c-a06c-cc3ced02242c","perform cost accounting activities","skill/competence","50"
"M121101","cb059032-dd34-4761-a786-98cfb9d0efe3","explain accounting records","skill/competence","100"
"M121101","d0c425c6-e3de-465e-923d-d4d30ec4be9b","national generally accepted accounting principles","knowledge","100"
"M121101","d669af41-756c-48d9-a286-1443253f54b1","tax legislation","knowledge","100"
"M121101","d6e78d9a-deca-4bcb-b08d-011b2616758d","ensure compliance with accounting conventions","skill/competence","100"
"M121101","da629999-d226-4ff3-9e1a-01788132664f","ensure compliance with disclosure criteria of accounting information","skill/competence","100"
"M121101","dc417e19-edb4-4401-883a-2375f67a162f","manage the general ledger","skill/competence","50"
"M121101","e2482d6f-90c8-4b93-997b-7d2556d2579d","identify if a company is a going concern","skill/competence","100"
"M121101","e2e15494-65b9-4af5-8b86-53fb51e7e022","manage accounts","skill/competence","100"
"M121101","e717b036-2c0c-4c11-99e9-0cb4ce084fed","perform account allocation","skill/competence","50"
"M121101","e9030465-13c5-46d2-bdae-c2c1a9dbec86","attach accounting certificates to accounting transactions","skill/competence","50"
"M121101","f14ff4b7-be1e-4b55-b39b-520005f8a97e","liaise with managers","skill/competence","50"
"M121101","f5652e8e-7e25-4f3a-bd31-509c8406213f","supervise accounting operations","skill/competence","100"
"M121101","f5f5b244-6cea-4fbc-8a50-8f712791bc09","follow company standards","skill/competence","100"
"M121101","f60c9e52-95fc-4ca1-a73c-18a491153b63","make strategic business decisions","skill/competence","50"
"M121102","00920055-eb50-4cb8-a23d-3deedbf3753e","enterprise risk management","knowledge","100"
"M121102","08371fe9-c658-4f6a-966f-71dbb0ab683d","accounting department processes","knowledge","50"
"M121102","0bd4c62a-c309-467e-be76-8403b3f3a1a8","financial products","knowledge","50"
"M121102","0d564cb6-98ef-4c18-9392-dd69e6724cbf","risk transfer","knowledge","100"
"M121102","0efbe2dc-2770-47ec-b8f4-d1bdff6ac0a4","advise on risk management","skill/competence","100"
"M121102","15d6d4e9-9b4b-4a93-aea5-a29a67b6d9e7","insurance law","knowledge","50"
"M121102","1c08d63d-1c5e-4b9b-ad3e-f7ba7debb2d1","forecast organisational risks","skill/competence","100"
"M121102","2ddb1226-1117-4eb4-ae65-3a2f5a5a3c80","ICT network security risks","knowledge","50"
"M121102","3d3ee5c3-4286-457f-9f76-1704011f7e11","comply with legal regulations","skill/competence","100"
"M121102","3dbb132f-fb62-4227-8277-7c89a9fe4749","compile appraisal reports","skill/competence","50"
"M121102","3dde5918-f4c6-4d46-9d6f-c7b2865f594f","analyse insurance needs","skill/competence","50"
"M121102","4a855abe-ac5b-4e95-ac10-3c1adceeee28","international financial reporting standards","knowledge","50"
"M121102","5d5f0963-a8b7-4a4f-a8f5-05b3142752b9","risk modelling","knowledge","50"
"M121102","64bd4157-5df0-4166-8259-ede237dd7cdf","estimate impact of risks","skill/competence","100"
"M121102","66db424f-2abe-420d-8e5b-186607266b61","corporate social responsibility","knowledge","100"
"M121102","6b4f794c-062e-4e05-863a-ae1bad44f395","Monte Carlo simulation","knowledge","50"
"M121102","6eff134b-e34f-4d6e-a6e8-5e47cf2228d0","risk management","knowledge","100"
"M121102","701f0a7d-1be9-4e98-b985-2652b2bf327a","risk financing techniques","knowledge","100"
"M121102","773e217c-8b21-4d8c-b384-68752a2243a9","quantitative risk analysis techniques","knowledge","100"
"M121102","7e7bbf72-2bfb-49c2-a341-04c02932f916","define risk policies","skill/competence","100"
"M121102","80ae18bf-f3a4-4f83-b372-7c5c9d686865","manage commercial risks","skill/competence","50"
"M121102","812590e4-7108-4016-baba-957dcf8213ae","keep updated on the political landscape","skill/competence","50"
"M121102","873f205a-05f8-45f8-b544-fe963a3edc1e","address identified risks","skill/competence","100"
"M121102","8744f28f-59a9-45af-8ef6-6944cb5a1473","risk identification","knowledge","100"
"M121102","8804d963-5a31-4609-b5df-f741b7199fb7","internal auditing","knowledge","100"
"M121102","88ec9e5e-8798-475d-81a3-dd5ea7e96215","qualitative risk analysis techniques","knowledge","100"
"M121102","8dcbcabe-09f7-4d11-940d-125af57bbc40","track key performance indicators","skill/competence","50"
"M121102","91816e1a-d026-4d21-9b1c-59ca5cf488de","analyse internal factors of companies","skill/competence","100"
"M121102","96a893b6-4520-4daa-89c1-b79487505da2","key risk indicators","knowledge","100"
"M121102","96ec2d53-4f41-4172-8ef2-70742c4bb540","assess supplier risks","skill/competence","50"
"M121102","b74fd765-e1ae-4f56-a188-45cd782bca01","assess reliability of data","skill/competence","50"
"M121102","ba2c6181-b036-40b4-8f6d-51499463ccbb","develop company strategies","skill/competence","50"
"M121102","bd832a82-b079-4001-80d1-f59efed33688","create risk reports","skill/competence","50"
"M121102","ce5b1446-b5e3-4f05-a5ac-83f2ee142a44","analyse external factors of companies","skill/competence","100"
"M121102","d03dbfd1-0415-4a3a-8d2b-ff4dfff06bc8","reinsurance","knowledge","50"
"M121102","d0c425c6-e3de-465e-923d-d4d30ec4be9b","national generally accepted accounting principles","knowledge","50"
"M121102","d7b66759-c40c-44de-9f31-9418f84e10c5","assess risk factors","skill/competence","100"
"M121102","e2482d6f-90c8-4b93-997b-7d2556d2579d","identify if a company is a going concern","skill/competence","50"
"M121102","e95058a6-e139-42e7-a470-72038a606649","assess financial viability","skill/competence","50"
"M121102","ee7f90cc-922e-4da7-a7ae-83c2688fed10","align efforts towards business development","skill/competence","100"
"M121102","f14ff4b7-be1e-4b55-b39b-520005f8a97e","liaise with managers","skill/competence","100"
"M121102","f2c63b7a-ed6c-4890-9f8c-7685d172624c","implement corporate governance","skill/competence","100"
"M121102","f5bf985b-ac78-4d23-881a-18a359234528","corporate sustainability","knowledge","100"
"M121102","f5f5b244-6cea-4fbc-8a50-8f712791bc09","follow company standards","skill/competence","100"
"M121102","f60c9e52-95fc-4ca1-a73c-18a491153b63","make strategic business decisions","skill/competence","100"
"M121102","f780a6ad-b01e-4c35-9746-af8fc0c5ad06","apply crisis management","skill/competence","100"
"M121102","fce3268c-c944-4a5f-8b9c-034a72d5df13","types of insurance","knowledge","100"
"M121103","009db49b-fcf5-4409-b4a5-232d059f3597","apply credit risk policy","skill/competence","100"
"M121103","0295b2a4-fb86-495f-9547-d479532fc4c2","trace financial transactions","skill/competence","100"
"M121103","102b6ba8-452c-4f6b-8b3f-1ab5a2d02ffe","advise on credit rating","skill/competence","50"
"M121103","12d93356-78e7-4857-99a6-f00b4ae2ec77","analyse loans","skill/competence","50"
"M121103","2313b15d-a9a7-4830-9bcc-fd7df79d842b","enforce financial policies","skill/competence","100"
"M121103","24016006-c963-4135-a2c5-b1f7740782e2","maintain client debt records","skill/competence","50"
"M121103","292549e6-08ec-456c-b008-eba7a0a68428","analyse market financial trends","skill/competence","50"
"M121103","2a2fa8e8-aaf3-4abf-a60b-af6415f1c6d4","strive for company growth","skill/competence","100"
"M121103","2fd26ae6-bd98-46c7-b1ba-8a0b52734fac","debt collection techniques","knowledge","100"
"M121103","339ac029-066a-4985-9f9d-b3d7c8fea0bb","manage staff","skill/competence","100"
"M121103","3c209873-c757-47bb-91b5-9b6dc05df116","banking activities","knowledge","50"
"M121103","42c3ffa5-d6a9-4a57-942a-6b79f0bbfcd7","prepare credit reports","skill/competence","50"
"M121103","4a460161-eaea-4fe2-bd0e-164ccc635be1","financial statements","knowledge","100"
"M121103","52e53619-fa77-4f72-b237-5e4aae784dc2","financial management","knowledge","100"
"M121103","56ff27ef-2565-45bf-a70c-f06d78d2a480","create a financial plan","skill/competence","100"
"M121103","5c606d18-6404-4047-b235-350f18e11827","contract law","knowledge","50"
"M121103","5c99d21a-9d02-4638-9b52-a6ba840dcb0a","synthesise financial information","skill/competence","100"
"M121103","5cd78d6b-b414-4a52-a24a-ae3ba1ffe7a1","create credit policy","skill/competence","100"
"M121103","648782e0-b5e5-4e59-bed0-627aa8ac29f0","maintain records of financial transactions","skill/competence","100"
"M121103","66baba7d-178e-4c51-935f-03a9049ff2f6","communicate with banking professionals","skill/competence","50"
"M121103","66db424f-2abe-420d-8e5b-186607266b61","corporate social responsibility","knowledge","100"
"M121103","68babd52-64d1-4904-a476-173828217fd2","examine credit ratings","skill/competence","50"
"M121103","71ae4f64-6505-4b6f-91b9-5acfa5721798","obtain financial information","skill/competence","100"
"M121103","7236d0d1-127f-4307-a7d4-9730ee8a9167","determine loan conditions","skill/competence","100"
"M121103","749ce4c2-4dfd-461a-a8f3-0f6914814d3e","securities","knowledge","50"
"M121103","79c36c91-28a5-44b7-ab9b-7093b2d4b21e","advise on financial matters","skill/competence","100"
"M121103","7f7756fc-d89d-41d5-93ef-85991603f4ad","manage financial risk","skill/competence","100"
"M121103","8a43795b-bb38-4f29-91df-a6c92ad4643c","analyse financial performance of a company","skill/competence","100"
"M121103","91003b4a-f2aa-4472-a9c1-4597abb518f2","insolvency law","knowledge","100"
"M121103","99571e68-801f-49af-a897-5f75996642e1","financial analysis","knowledge","100"
"M121103","9da22795-4383-4bea-9ac5-e80fdf16ece5","perform debt investigation","skill/competence","50"
"M121103","a727b46f-880a-4acb-9138-b7531b9d4121","mortgage loans","knowledge","50"
"M121103","ab986bc4-df92-4351-9ac1-aa75af943cf7","perform clerical duties","skill/competence","50"
"M121103","afe9c5d2-e8bd-4377-9d2d-49b9589f05f9","analyse the credit history of potential customers","skill/competence","100"
"M121103","b3a4924a-f793-485c-8dc1-54e12198d95d","property law","knowledge","50"
"M121103","b497a163-daf4-4f1b-a6ba-8c640d803979","debt systems","knowledge","100"
"M121103","bb663409-5c88-4e3a-bc16-01aa1c8ce171","plan health and safety procedures","skill/competence","50"
"M121103","be252635-341e-4b1c-b94f-aef362b645ed","business loans","knowledge","50"
"M121103","bf12b461-1c53-4d81-a395-8ba77f7483c4","investment analysis","knowledge","50"
"M121103","c241f5a5-e23f-47bf-ad24-d83ea0010166","ensure proper document management","skill/competence","50"
"M121103","c503729b-8f91-43f6-82b8-522b92826656","consult credit score","skill/competence","50"
"M121103","d669af41-756c-48d9-a286-1443253f54b1","tax legislation","knowledge","50"
"M121103","dccbdbb8-7266-4fb4-a4cf-29056f102f12","budget for financial needs","skill/competence","50"
"M121103","e126f782-b4e6-4f7d-8dca-8d2e6778559b","credit control processes","knowledge","100"
"M121103","e95058a6-e139-42e7-a470-72038a606649","assess financial viability","skill/competence","50"
"M121103","eb8babfb-ab91-4937-a032-6a79f82e9b7f","analyse financial risk","skill/competence","100"
"M121103","f14ff4b7-be1e-4b55-b39b-520005f8a97e","liaise with managers","skill/competence","100"
"M121103","f5f5b244-6cea-4fbc-8a50-8f712791bc09","follow company standards","skill/competence","100"
"M121103","f7e7ccb6-fadc-4c35-935d-e1040be40dfe","handle financial transactions","skill/competence","100"
"M121104","03d93b02-a461-4815-a4c0-b46451afc1c2","manage claim files","skill/competence","50"
"M121104","05bd9f18-370a-4a88-98c7-473cffb7b2ca","produce materials for decision making","skill/competence","50"
"M121104","0a48d064-dd04-47fb-a00d-85e9b4874033","business management principles","knowledge","100"
"M121104","0a53f6b2-9205-4505-93fb-480e163cdc2f","calculate insurance rate","skill/competence","100"
"M121104","0c9da986-721e-4f75-b566-0c6c212a8f60","make investment decisions","skill/competence","50"
"M121104","15d6d4e9-9b4b-4a93-aea5-a29a67b6d9e7","insurance law","knowledge","100"
"M121104","1a4fdd0e-2cbe-4b77-aa6e-e46efc181b76","represent the organisation","skill/competence","50"
"M121104","1b8194a4-952a-48e6-8087-237a29039f50","analyse claim files","skill/competence","50"
"M121104","2313b15d-a9a7-4830-9bcc-fd7df79d842b","enforce financial policies","skill/competence","100"
"M121104","292549e6-08ec-456c-b008-eba7a0a68428","analyse market financial trends","skill/competence","100"
"M121104","2a2fa8e8-aaf3-4abf-a60b-af6415f1c6d4","strive for company growth","skill/competence","100"
