"role_id","role_title","masco_code","masco_unit_group_code","chosen_esco_code","chosen_esco_title","chosen_esco_uri","mapping_relation","mapping_confidence","mapping_rationale","review_status","production_ready","cleaned_masco_title","masco_description","masco_tasks","esco_description","esco_alternate_labels","matched_esco_label","matched_label_type","retrieval_score","retrieval_score_is_probability","source_quality_flag","masco_source_url","esco_source_url"
"M132107","Welding Manager","132107","1321","7212.4","welding coordinator","http://data.europa.eu/esco/occupation/cdef4961-fcc2-4e00-bfe8-4480b33aa6f3","close_match","medium","Coordination of welding quality, procedures and personnel.","assistant_drafted_pending_domain_validation","False","Welding Manager","Welding Manager plans, directs, and oversees all welding and mechanical activities within an organisation, ensuring that operations comply with safety standards and quality requirements. They manage welding teams, coordinate activities between production and engineering units, maintain equipment, and implement process improvements to meet project objectives efficiently.","Oversee welding operations to ensure safety, quality, and productivity targets are achieved. Lead and manage welding teams, including task allocation and monitoring of project progress. Review welding blueprints, schematics, and engineering drawings to ensure compliance with specifications. Conduct inspections to verify welding quality and adherence to standards. Develop and implement welding processes and procedures to maintain quality standards. Plan and coordinate welding schedules to ensure projects are completed within deadlines. Manage welding resources, including manpower, equipment, and materials, to ensure efficient utilisation. Identify and implement improvements to welding processes to enhance productivity and reduce waste. Manage welding materials and inventory to support production requirements.","Welding coordinators supervise the workflow of welding applications. They monitor welding processes performed by other welders, supervise the staff, being sometimes responsible for vocational training. They also weld particularly demanding parts. Welding coordinators ensure that the necessary welding equipment is ready for usage. They mostly coordinate welding applications and related professional activities.","ultrasonic metal welder supervisor
welding supervisor
responsible welding co-ordinator
resistance welding supervisor
electric spot welding supervisor
electric arc welding co-ordinator
sheet metal welding supervisor
welder-fabricator technician
sheet-metal welding supervisor
robotic welding supervisor
butt welding supervisor
construction welder supervisor
welding fabricator supervisor
welding technician
stitch welding supervisor
tack welding supervisor
production line welding supervisor","welding coordinator","preferred","0.801871","False","","https://emasco.mohr.gov.my/masco/1321-07","http://data.europa.eu/esco/occupation/cdef4961-fcc2-4e00-bfe8-4480b33aa6f3"
"M132108","Oil Mill Manager","132108","1321","1321.2.1.3","food production manager","http://data.europa.eu/esco/occupation/a7d6a377-3d3b-41cf-9301-f4a0a7ad3d96","broader_proxy","medium","Food-production management; palm-oil/halal specialty is absent from ESCO.","assistant_drafted_pending_domain_validation","False","Oil Mill Manager","Oil Mill Manager oversees and directs all operations of an oil mill, ensuring efficient, safe, and compliant production. They manage the milling process from raw material intake, such as fresh fruit bunches or palm kernels, to the production of finished products including crude palm oil, crude palm kernel oil, palm kernel, and palm kernel expeller. The role includes supervising machinery maintenance, production scheduling, quality control, inventory, and workforce performance, while promoting a safe, environmentally responsible workplace and reporting operational performance to senior management.","Oversee daily operations of the oil mill to ensure efficiency and compliance with operational standards. Plan, implement, and monitor production plans, schedules, and procedures to meet production targets. Supervise and coordinate milling staff and technicians, ensuring effective performance and adherence to procedures. Conduct regular inspections of machinery and equipment to ensure proper operation and minimise downtime. Ensure compliance with safety, environmental, and manufacturing standards and regulations. Manage inventory levels of raw materials and finished products to support continuous production. Implement and oversee preventive and corrective maintenance programmes for machinery and equipment. Optimise production processes to improve operational efficiency and output quality. Monitor production performance and prepare reports for senior management.","Food production managers oversee and monitor production and have overall responsibility for staffing and related issues. Hence, they have a detailed knowledge of the manufacturing products and their production processes. On the one hand, they control process parameters and their influence on the product and on the other hand, they ensure that staffing and recruitment levels are adequate.","food production team leader
food production supervisor
production manager food and beverages","food production manager","preferred","","False","","https://emasco.mohr.gov.my/masco/1321-08","http://data.europa.eu/esco/occupation/a7d6a377-3d3b-41cf-9301-f4a0a7ad3d96"
"M132109","Manager (Halal Food Manufacturing)","132109","1321","1321.2.1.3","food production manager","http://data.europa.eu/esco/occupation/a7d6a377-3d3b-41cf-9301-f4a0a7ad3d96","broader_proxy","medium","Food-production management; palm-oil/halal specialty is absent from ESCO.","assistant_drafted_pending_domain_validation","False","Manager (Halal Food Manufacturing)","Manager (Halal Food Manufacturing) plans, coordinates, and oversees halal food production operations, ensuring all processes comply with halal, ethical, and legal standards. They manage day-to-day facility operations, supervise production teams, implement quality control measures, and maintain production schedules while coordinating purchasing, distribution, and customer service. The role also involves liaising with suppliers to ensure ingredients meet halal requirements and maintaining overall production efficiency.","Oversee production operations to ensure compliance with halal standards and manufacturing requirements. Manage halal certification processes, including applications, renewals, audits, and staff training. Liaise with authorities, certifying bodies, and relevant agencies on halal compliance matters. Implement operational plans and procedures to maintain halal compliance in production processes. Supervise production teams to ensure achievement of output targets and operational efficiency. Ensure raw materials and ingredients comply with halal requirements throughout the supply chain. Monitor production activities to maintain halal integrity and adherence to established procedures. Implement and enforce quality control, food safety, and workplace health and safety standards.","Food production managers oversee and monitor production and have overall responsibility for staffing and related issues. Hence, they have a detailed knowledge of the manufacturing products and their production processes. On the one hand, they control process parameters and their influence on the product and on the other hand, they ensure that staffing and recruitment levels are adequate.","food production team leader
food production supervisor
production manager food and beverages","production manager food and beverages","alternate","0.730638","False","","https://emasco.mohr.gov.my/masco/1321-09","http://data.europa.eu/esco/occupation/a7d6a377-3d3b-41cf-9301-f4a0a7ad3d96"
"M132111","Power Generation Plant Manager","132111","1321","1219.5.3","power plant manager","http://data.europa.eu/esco/occupation/cb446db8-e8b3-418c-a21c-2d10faea42a5","close_match","medium","Power-plant management.","assistant_drafted_pending_domain_validation","False","Power Generation Plant Manager","Power Generation Plant Manager oversees the operation and management of power generation facilities, including biomass, landfill gas, and biogas plants. They are responsible for coordinating daily operations, supervising plant staff, ensuring safety and environmental compliance, monitoring performance, and optimising energy production. The role includes managing budgets and resources, liaising with external stakeholders, and implementing strategies for operational efficiency, regulatory adherence, and sustainable energy generation.","Oversee daily operations of the power generation plant to ensure optimal performance and energy output. Supervise and manage plant personnel, including engineers, technicians, and operators. Develop and monitor maintenance schedules to ensure equipment reliability and operational continuity. Ensure compliance with safety, environmental, and regulatory requirements. Manage plant budgets, forecasts, and cost control measures. Analyse plant performance, energy efficiency, and operational data to identify improvement opportunities. Coordinate procurement and logistics of materials, spare parts, and equipment required for plant operations. Develop and implement operational procedures and best practices for plant efficiency. Lead initiatives to optimise plant operations, adopt appropriate technologies, and improve efficiency. Prepare operational reports and liaise with stakeholders, regulatory authorities, and external contractors.","Power plant managers supervise operations in power plants which produce and transport energy. They coordinate the production of energy in the plant, and supervise the construction, operation and maintenance of energy transmission and distribution networks and systems.","electric power station engineer
power generation networks manager
demand generation manager
power plant coordinator
energy generation manager
power generation systems manager
power plant project manager
power plant supervisor
power plant superintendent
electric power plant manager
electric power supply manager
electricity generation manager
power supply manager
gas generation manager
electric power generation manager
power generating manager
power plant director
power station manager
power plant generation manager
electric power plant project manager","power generation networks manager","alternate","0.838559","False","","https://emasco.mohr.gov.my/masco/1321-11","http://data.europa.eu/esco/occupation/cb446db8-e8b3-418c-a21c-2d10faea42a5"
"M132201","Production and Operation Manager (Mine)","132201","1322","1322.1.1","mine production manager","http://data.europa.eu/esco/occupation/df66a6e6-2130-4932-8aaf-263dafa569fa","close_match","medium","Mine production management.","assistant_drafted_pending_domain_validation","False","Production and Operation Manager (Mine)","Production and Operation Manager (Mine) plans, organises, and oversees mining and extraction operations to ensure production targets are achieved efficiently and safely. The role coordinates overall production processes, workforce deployment, equipment use, and operational schedules while ensuring compliance with safety, environmental, and regulatory requirements. Responsibilities also include managing costs, minimising downtime, and aligning daily operations with broader production and resource plans.","Oversee daily mining operations and manage workforce activities to achieve production targets. Develop and implement operational plans and schedules to ensure efficient mining operations. Ensure compliance with safety regulations, environmental standards, and company policies. Manage resources, materials, and equipment to support efficient production processes. Monitor budgets and control operational costs to optimise resource utilisation. Supervise operational staff, including coordination of training and performance monitoring. Coordinate with internal departments, including human resources, finance, and procurement, to support operations. Analyse production data to identify inefficiencies and recommend operational improvements. Oversee maintenance of machinery and equipment to minimise downtime and ensure reliability. Report operational performance to senior management and propose improvements.","Mine production managers coordinate and implement short and medium term mine production schedules and plans, such as drilling, blasting, ore and mineral extraction, and waste management.","mine supervisor
mining engineer
mine operations manager
mining operations manager
resident manager
coordinator of mine production
quarry production manager
quarry production engineer
mine production engineer","mining operations manager","alternate","0.816937","False","","https://emasco.mohr.gov.my/masco/1322-01","http://data.europa.eu/esco/occupation/df66a6e6-2130-4932-8aaf-263dafa569fa"
"M132202","Production and Operation Manager (Oil and Gas Extraction)","132202","1322","1322.1.2","oil and gas production manager","http://data.europa.eu/esco/occupation/0633ec3f-91f1-4038-bc29-e0ec4cd7f1e9","broader_proxy","medium","Oil/gas production operations; offshore installation duties need enrichment, not renewable-energy management.","assistant_drafted_pending_domain_validation","False","Production and Operation Manager (Oil and Gas Extraction)","Production and Operation Manager (Oil and Gas Extraction) plans, coordinates, and oversees oil and gas drilling, extraction, and production operations to ensure targets are met efficiently and sustainably. The role involves managing day-to-day site activities, supervising personnel and resources, controlling budgets, and ensuring compliance with safety, environmental, and regulatory requirements. The manager works closely with technical specialists to optimise production processes, improve operational performance, and maintain reliable output.","Oversee daily production operations in oil and gas extraction facilities to ensure continuous output. Supervise production teams and ensure production targets and timelines are achieved. Ensure compliance with safety standards, environmental regulations, and company policies. Manage operational resources, including manpower, equipment, and materials, efficiently. Plan, direct, and coordinate extraction activities and operational procedures. Identify and resolve production issues, and implement corrective actions to minimise disruptions. Collaborate with engineering teams to optimise production efficiency and reduce downtime. Manage operational budgets, prepare cost estimates, and control expenses. Oversee operational workforce activities, including training and performance monitoring.","Oil and gas production managers coordinate and implement short and medium term oil and gas production schedules and plans, such as drilling, extraction operations and waste management. They steer one or more units and oversee the implementation of technical and human means, within the framework of objectives of volume, quality and planning. Oil and gas production managers design and ensure that the production plans and schedules are met.","oil production project manager
gas production scheduler
gas operations manager
gas field production manager
gas production manager
oil and gas operations manager
oil and gas production project manager
oil and gas production scheduler
oilfield production manager
oil production manager
oil production scheduler
oil field production manager
gas production project manager
oil operations manager
gasfield production manager","oil operations manager","alternate","0.795674","False","","https://emasco.mohr.gov.my/masco/1322-02","http://data.europa.eu/esco/occupation/0633ec3f-91f1-4038-bc29-e0ec4cd7f1e9"
"M132203","Offshore Installation Manager","132203","1322","1322.1.2","oil and gas production manager","http://data.europa.eu/esco/occupation/0633ec3f-91f1-4038-bc29-e0ec4cd7f1e9","broader_proxy","medium","Oil/gas production operations; offshore installation duties need enrichment, not renewable-energy management.","assistant_drafted_pending_domain_validation","False","Offshore Installation Manager","Offshore Installation Manager plans, directs, and controls offshore oil and gas installation operations to ensure the safe, efficient, and compliant execution of extraction, production, and related activities. The role has the overall responsibility to manage offshore facilities, including coordinating personnel and resources, overseeing operational and construction-related activities, and ensuring adherence to statutory requirements, safety regulations, and performance targets. The occupation leads offshore teams, promotes a strong safety culture, and ensures operations are delivered within approved technical, operational, and regulatory frameworks.","Oversee daily operations of offshore installations, including platforms, rigs, and pipelines. Plan, direct, and coordinate oil and gas extraction activities and offshore installation projects. Ensure compliance with safety, environmental, and quality regulations. Manage emergency response procedures and implement risk mitigation strategies. Supervise, train, and evaluate personnel, contractors, and offshore teams. Monitor production, operational performance, and project progress against targets. Oversee and coordinate maintenance, repair, and operational activities for offshore installations. Manage budgets, resources, and expenses to ensure efficient operations. Liaise with clients, vendors, and stakeholders to meet project requirements. Oversee resolution of technical issues and ensure adherence to company policies.","Oil and gas production managers coordinate and implement short and medium term oil and gas production schedules and plans, such as drilling, extraction operations and waste management. They steer one or more units and oversee the implementation of technical and human means, within the framework of objectives of volume, quality and planning. Oil and gas production managers design and ensure that the production plans and schedules are met.","oil production project manager
gas production scheduler
gas operations manager
gas field production manager
gas production manager
oil and gas operations manager
oil and gas production project manager
oil and gas production scheduler
oilfield production manager
oil production manager
oil production scheduler
oil field production manager
gas production project manager
oil operations manager
gasfield production manager","oil operations manager","alternate","0.582777","False","","https://emasco.mohr.gov.my/masco/1322-03","http://data.europa.eu/esco/occupation/0633ec3f-91f1-4038-bc29-e0ec4cd7f1e9"
"M132205","Metallurgy Manager","132205","1322","1321.2.1.7","metallurgical manager","http://data.europa.eu/esco/occupation/45517bc3-0887-416d-95fe-6ace1b90bddd","close_match","medium","Metallurgical production management.","assistant_drafted_pending_domain_validation","False","Metallurgy Manager","Metallurgy Manager oversees and coordinates metallurgical and steel-making operations to ensure production schedules are met efficiently and in line with safety, environmental, and quality standards. The role involves managing and improving metallurgical processes across production, refining, and testing of metals and alloys, while leading teams to optimise performance and resolve technical issues. The manager works closely with related functions to support continuous improvement and ensure compliance with regulatory and operational requirements.","Oversee metallurgical processes, including smelting, casting, alloying, and refining of metals. Lead and supervise metallurgists, engineers, and technicians involved in production operations. Develop and implement strategies to improve production efficiency, productivity, and cost-effectiveness. Plan and direct daily production operations, ensuring optimal use of resources and achievement of production targets. Ensure compliance with health, safety, and environmental regulations in metallurgical operations. Oversee the resolution of metallurgical issues, including material defects, production delays, and equipment failures. Coordinate with other managers to establish production targets and plan processing activities. Manage budgets, control operational costs, and evaluate equipment and technology investments. Organise and coordinate staff training on safety standards, technologies, and production procedures.","Metallurgical managers coordinate and implement short and medium term metallurgical or steel-making production schedules, and coordinate the development, support and improvement of steel-making processes, and the reliability efforts of the maintenance and engineering departments. They also partner with ongoing remediation initiatives.","metallurgical engineer
metallurgy manager
plant metallurgist
metallurgy specialist
chief metallurgist
head metallurgist","metallurgy manager","alternate","0.92","False","","https://emasco.mohr.gov.my/masco/1322-05","http://data.europa.eu/esco/occupation/45517bc3-0887-416d-95fe-6ace1b90bddd"
"M132301","Construction Manager","132301","1323","1323.1","construction manager","http://data.europa.eu/esco/occupation/faed05c0-c1d1-4e34-b575-0dea96459e56","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","assistant_drafted_pending_domain_validation","False","Construction Manager","Construction Manager plans, coordinates, and oversees construction projects from initial design and tendering through to completion, ensuring works are delivered on time, within approved budgets, and to required quality and safety standards. The role involves managing project planning, resources, contracts, and site activities, coordinating contractors, engineers, and other professionals, and resolving technical or operational issues during construction. Construction Managers ensure compliance with building regulations, health, safety, and environmental requirements, and act as a key point of liaison among clients, consultants, and other stakeholders throughout the project lifecycle.","Plan, direct, and coordinate construction activities for buildings, infrastructure, and related projects. Manage and supervise construction teams, contractors, and subcontractors to ensure work is completed safely, on time, and within budget. Interpret architectural drawings, designs, and specifications to guide project execution. Develop and monitor project schedules, budgets, and cost estimates to ensure efficient resource allocation. Negotiate and manage contracts with clients, vendors, and subcontractors in compliance with legal and organisational requirements. Conduct site inspections to monitor progress, safety, quality, and compliance with environmental and sustainability standards. Oversee procurement of materials, tools, and equipment to ensure availability for project requirements. Implement sustainability practices, including energy efficiency and green building standards where applicable. Prepare and submit progress reports, documentation, and project updates to stakeholders and senior management. Resolve on-site issues, technical challenges, and disputes to maintain project continuity and quality.","Construction managers are responsible for the planning and coordination of the construction projects. They provide expertise in the design phase of construction projects by facilitating a better estimate of the costs and the functional implications. They participate on bid processes for construction projects and handle subcontractors to deliver the different stages of the construction process from beginning to completion. They strive to enhance the value of the projects both improving efficiency and creating value for customers.","development project cost manager
construction project manager
development project cost consultant
construction project cost consultant
construction cost consultant","construction manager","preferred","0.95247","False","","https://emasco.mohr.gov.my/masco/1323-01","http://data.europa.eu/esco/occupation/faed05c0-c1d1-4e34-b575-0dea96459e56"
"M132302","Building and Architecture Manager","132302","1323","1323.1","construction manager","http://data.europa.eu/esco/occupation/faed05c0-c1d1-4e34-b575-0dea96459e56","broader_proxy","medium","Building and architectural construction management.","assistant_drafted_pending_domain_validation","False","Building and Architecture Manager","Building and Architecture Manager plans, directs and oversees the design, construction, maintenance and, where required, demolition of buildings and related structures, ensuring that projects meet functional, safety, aesthetic, environmental and regulatory requirements. The role manages projects from concept and technical planning through execution, coordinating architectural, engineering and site teams, controlling timelines, costs and quality standards, and ensuring compliance with building codes, zoning laws and safety regulations. Work includes liaising with contractors and authorities, managing risks and site operations, and ensuring completed works align with approved designs and statutory requirements.","Plan, direct, and coordinate building construction and demolition projects from initiation to completion. Supervise and coordinate teams of architects, engineers, contractors, and construction personnel. Review and interpret architectural drawings, specifications, and design documents to ensure project requirements are met. Coordinate with clients, stakeholders, and relevant departments to ensure effective project implementation. Ensure projects are completed on time, within budget, and in compliance with building codes, safety, and environmental regulations. Manage project budgets, contracts, expenses, and resource allocation. Identify project risks, implement mitigation measures, and oversee safety and emergency response procedures. Monitor project team performance and coordinate staffing and training requirements. Conduct site inspections and prepare progress, safety, and financial reports for management.","Construction managers are responsible for the planning and coordination of the construction projects. They provide expertise in the design phase of construction projects by facilitating a better estimate of the costs and the functional implications. They participate on bid processes for construction projects and handle subcontractors to deliver the different stages of the construction process from beginning to completion. They strive to enhance the value of the projects both improving efficiency and creating value for customers.","development project cost manager
construction project manager
development project cost consultant
construction project cost consultant
construction cost consultant","construction project manager","alternate","0.671804","False","","https://emasco.mohr.gov.my/masco/1323-02","http://data.europa.eu/esco/occupation/faed05c0-c1d1-4e34-b575-0dea96459e56"
"M132303","Land Surveyor Manager","132303","1323","2165.4","land surveyor","http://data.europa.eu/esco/occupation/d8e502b4-1be6-4d10-a224-151688f8f0c8","broader_proxy","medium","Land surveying function; managerial seniority is not represented.","assistant_drafted_pending_domain_validation","False","Land Surveyor Manager","Land Surveyor Manager plans, oversees, and coordinates land surveying activities to determine, verify, and document property boundaries and land features in accordance with legal and regulatory requirements. The role involves supervising surveying teams, reviewing survey data and reports, and ensuring projects are delivered accurately, efficiently, and within agreed time and budget parameters. The occupation also liaises with engineers, architects, and relevant authorities to support land development, infrastructure, and statutory processes.","Plan, direct, and coordinate land surveying activities for construction and development projects. Supervise surveyors’ fieldwork and ensure compliance with site safety and operational standards. Review and verify survey data to ensure accuracy, completeness, and reliability. Manage project timelines, budgets, and resources to support efficient project delivery. Prepare and present technical survey reports to clients and project stakeholders. Coordinate with engineers, planners, and architects to integrate survey data into project designs. Conduct quality control of surveying activities and recommend improvements to methods and processes. Provide training and guidance to junior surveyors. Manage contracts and negotiations related to surveying services within project requirements.","Land surveyors determine, by means of specialised equipment, the distances and positions of points at the surface of sites for construction purposes. They use measurements of the specific aspects of construction sites, such as electricity, distance measurements, and metal structure volumes to create architectural drawings and develop construction projects.","surveyor
surveying engineer
surveyors
geomatics surveyor","land surveyor","preferred","0.829209","False","","https://emasco.mohr.gov.my/masco/1323-03","http://data.europa.eu/esco/occupation/d8e502b4-1be6-4d10-a224-151688f8f0c8"
"M132401","Railway Station Master","132401","1324","1324.7","railway station manager","http://data.europa.eu/esco/occupation/b39a74a2-37fe-4fdc-ba8e-5bbbbdce2d89","close_match","medium","Railway station management.","assistant_drafted_pending_domain_validation","False","Railway Station Master","Railway Station Master oversees the day-to-day operation of a railway station to ensure safe, efficient, and orderly train services and passenger movement. The role involves coordinating station activities and staff, managing station facilities and services, and ensuring compliance with operational, safety, and security requirements. It also includes responsibility for passenger service standards, handling operational issues at station level, and liaising with relevant personnel to maintain smooth station and train operations.","Supervise daily railway station operations to ensure timely train movements and efficient service delivery. Ensure passenger safety by providing assistance, information, and handling enquiries and conflicts. Coordinate with train drivers, control centres, and relevant stakeholders to manage schedules and service disruptions. Oversee station facilities, including maintenance, cleanliness, and proper functioning of equipment. Respond to emergency situations and implement established safety and security procedures. Monitor compliance with transport regulations, safety standards, and organisational procedures. Manage station resources, including budget control and procurement of operational supplies. Prepare reports on station performance, staffing needs, and operational issues. Liaise with suppliers, customers, and relevant organisations to support station operations.","Railway station managers are in charge of organising tasks linked to the operation of train stations. Their tasks cover the organisation of the maintenance and repairment works for buildings and interior equipment. They care for the comfort, service, safety and security of passengers, other clients and the commercial use of buildings. Depending on the size of the station, the number of staff that railway station managers are directly responsible for can be high.","station master
station director
manager of railway station
head of station","railway station manager","preferred","0.851249","False","","https://emasco.mohr.gov.my/masco/1324-01","http://data.europa.eu/esco/occupation/b39a74a2-37fe-4fdc-ba8e-5bbbbdce2d89"
"M132402","Transport Manager","132402","1324","1324.3.1.5","road transport division manager","http://data.europa.eu/esco/occupation/f56e33a3-01bb-46ba-98f4-d47aa242b983","close_match","medium","D11 tasks concern fleet, driver and road-transport operations.","assistant_drafted_pending_domain_validation","False","Transport Manager","Transport Manager plans, directs, and oversees all transportation operations within an organisation, ensuring the efficient, safe, and compliant movement of goods, services, and personnel. The role involves managing vehicle fleets, coordinating logistics, planning routes, optimising resources, supervising drivers and staff, and liaising with suppliers, customers, and regulatory authorities. Transport Manager also develops strategies, monitors operational performance, and implements measures to improve efficiency, control costs, and maintain service standards.","Plan, implement, and monitor transportation policies, strategies, and resource utilisation to ensure operational efficiency. Oversee daily transportation and logistics operations, ensuring timely, safe, and cost-efficient delivery of goods. Manage and optimise fleet maintenance and driver scheduling to ensure vehicle safety and regulatory compliance. Develop and oversee delivery routes and schedules to maximise operational efficiency. Supervise transportation staff, including training, performance monitoring, and target setting. Ensure compliance with transport laws, safety standards, and environmental regulations. Negotiate with suppliers and service providers to support transport and logistics operations. Manage transportation budgets and analyse financial reports to improve cost efficiency. Evaluate transportation data and prepare reports on operational performance and service quality.","Road transport division managers maintain control of processes related to vehicles, staff, customers, routes, and contracts.","head of road transport
road operations director
motor transport manager
road transport operations manager
manager of road transport division
road transportation operations manager
road transport operations director
road fleet manager
director of road transport
fleet director
road transportation division manager
road transportation operations director","motor transport manager","alternate","0.7635","False","","https://emasco.mohr.gov.my/masco/1324-02","http://data.europa.eu/esco/occupation/f56e33a3-01bb-46ba-98f4-d47aa242b983"
"M132404","Port/Shipping Operations Manager","132404","1324","4323.11","port coordinator","http://data.europa.eu/esco/occupation/fa404a79-4091-47f9-a635-c2e3c576ece8","partial_proxy","low","Port and shipping coordination; full managerial authority is not represented.","assistant_drafted_pending_domain_validation","False","Port/Shipping Operations Manager","Port/Shipping Operations Manager oversees and coordinates the movement of goods and materials through ports or shipping operations. They manage shipping schedules, monitor inventory, ensure timely deliveries, and maintain cost-efficiency, while liaising with suppliers, clients, and internal departments to support smooth logistics and distribution processes.","Plan and monitor port and shipping strategies, policies, and operational procedures. Supervise daily port and shipping operations to ensure efficient workflow and service delivery. Manage shipping schedules to ensure timely and efficient delivery of goods. Coordinate with customs and regulatory authorities to ensure compliance with international shipping requirements. Oversee inventory management, storage, and stock control within port and logistics operations. Implement cost reduction and operational efficiency strategies in shipping activities. Ensure accuracy and completeness of shipping documentation, including invoices and customs declarations. Develop and optimise delivery routes and transport methods to improve logistics performance. Collaborate with internal departments to ensure product availability and timely dispatch.","Port coordinators manage operations of traffic division for port authorities. They enforce rules and regulations, such as the berthing of ships, handling and storing of cargo, and the use of port facilities. They direct policing and cleaning activities of the harbour department land, streets, buildings, and water areas. Port coordinators also ensure that activities concerning revenue are documented and submitted to the accounting division. They advise port authorities on rates and revisions of port tariff, and solicit steamship companies to use port facilities. They direct activities concerned with compiling daily and annual ship and cargo statistics.","port terminal manager
port operations manager
coordinator of port operations
port operations coordinator
port terminal supervisor
port operations supervisor
terminal supervisor","port operations manager","alternate","0.652383","False","","https://emasco.mohr.gov.my/masco/1324-04","http://data.europa.eu/esco/occupation/fa404a79-4091-47f9-a635-c2e3c576ece8"
"M132405","Halal Logistics Operation Manager","132405","1324","1324.3","logistics and distribution manager","http://data.europa.eu/esco/occupation/823db06f-25e1-4658-b063-d6ef956b41f5","broader_proxy","medium","Logistics operations; Malaysian halal assurance requires separate enrichment.","assistant_drafted_pending_domain_validation","False","Halal Logistics Operation Manager","Halal Logistics Operation Manager plans, directs, and coordinates the end-to-end logistics and supply chain activities for halal-certified products. They ensure that transportation, storage, and distribution processes comply with halal standards, overseeing suppliers, manufacturers, and retailers. The role also involves developing and implementing strategies to maintain strict halal compliance throughout the entire supply chain.","Oversee halal logistics and supply chain operations to ensure compliance with certification standards. Ensure proper storage, handling, and segregation of halal products throughout logistics processes. Coordinate with suppliers, transport providers, and retailers to ensure timely distribution of halal goods. Advise management on operational and compliance matters related to halal logistics. Review and update halal certification policies in line with local and international standards. Provide training to enhance staff competency in halal logistics practices. Conduct audits and inspections to ensure adherence to halal requirements. Manage quality control processes to maintain halal integrity across the supply chain. Monitor operational performance, identify issues, and implement process improvements.","Logistics and distribution managers take decisions on logistic services, operations and provisions. They take internal and external variables into consideration for effective and successful organisational logistic services. They give appropriate support to all the activities of the supply chain from the beginning to the end. These professionals organise the storage and distribution of goods and ensure that the right products are delivered to the right location on time and at a good cost.","logistics director
logistics supply chain coordinator
distribution and logistics manager
logistics manager
manager of logistics and distribution
supply chain logistics manager
planning and logistics manager
distribution logistics manager
distribution & logistics manager
logistics coordinator
logistics operations manager
distribution coordinator
logistics and distribution director
director of logistics and distribution
logistics & distribution manager","logistics operations manager","alternate","0.695426","False","","https://emasco.mohr.gov.my/masco/1324-05","http://data.europa.eu/esco/occupation/823db06f-25e1-4658-b063-d6ef956b41f5"
"M151101","Chief Information Officer/Chief Data Officer/Chief Information Security Officer","151101","1511","1330.2","chief information officer","http://data.europa.eu/esco/occupation/82f90e87-de92-4678-adae-61d3e5f7e1e4","partial_proxy","low","CIO selected as the primary occupation of a composite CIO/CDO/CISO title; not all three skill sets are inherited.","assistant_drafted_pending_domain_validation","False","Chief Information Officer/Chief Data Officer/Chief Information Security Officer","Chief Information Officer/Chief Data Officer/Chief Information Security Officer leads and directs the organisation’s technology and information strategy, ensuring alignment with business objectives. They oversee IT infrastructure, systems architecture, data management, analytics, and information security, establishing policies, governance, and risk controls to protect assets and ensure regulatory compliance. They drive digital transformation, innovation, and data-driven decision-making, manage IT and data budgets, and provide strategic guidance to executive leadership on technology investments and emerging trends.","Develop and implement enterprise-wide information technology, data, and information security strategies aligned with corporate objectives. Lead digital transformation and innovation initiatives to enhance organisational performance. Oversee information technology operations, including systems, applications, data processing, communications, and security infrastructure. Establish and maintain data governance frameworks to ensure data quality, security, and compliance with regulatory requirements. Plan and manage budgets for information technology, data, and security investments, including cost optimisation and return on investment evaluation. Conduct risk assessments and oversee information security monitoring, incident response, and remediation strategies. Collaborate with business units and executive leadership to align information technology and data solutions with strategic goals. Oversee analytics, reporting, and business intelligence initiatives to support data-driven decision-making. Manage relationships with vendors, service providers, and stakeholders to ensure effective implementation of information technology and data solutions.","Chief information officers define and implement the ICT strategy and governance. They determine necessary resources for the ICT strategy implementation, anticipate ICT market evolutions and company business needs. They contribute to the development of the organisation's strategic plan and ensure that the ICT infrastructure supports the organisation's overall operations and priorities.","IT director
chief information officers
CIO","chief information officers","alternate","0.754391","False","","https://emasco.mohr.gov.my/masco/1511-01","http://data.europa.eu/esco/occupation/82f90e87-de92-4678-adae-61d3e5f7e1e4"
